E,B,sigma,sigma_noisy
1.215333104646004081e+00,-4.376157219169993784e-01,1.282748930430928347e+01,1.280984449775811918e+01
7.518468537594195089e-01,-8.181508985172913917e-01,1.151704152588006735e+01,1.152886927788847871e+01
1.800812971900061177e+00,3.852845783661669188e-01,1.201733205358750389e+01,1.205820999848691777e+01
1.504012220643805575e+00,-8.777663523453282934e-01,1.254836865102892851e+01,1.270108032404604614e+01
1.961406477040154472e+00,8.913946154869178962e-02,1.227464642997670552e+01,1.241647703440169437e+01
1.227163601751778854e+00,-5.802921461609500398e-02,1.306928597778236778e+01,1.295886754288626364e+01
8.663414099470266860e-01,5.539762582348330966e-01,1.465984910274601560e+01,1.458485242097958334e+01
7.918094868151064336e-01,-4.122341078577671514e-01,1.308281269531341273e+01,1.325173234123858634e+01
8.338577990326558054e-02,-1.406284671811917075e-01,1.946452198852110271e+01,1.945899153797260439e+01
1.411395312115034884e+00,3.278664422033692460e-01,1.249761704033289078e+01,1.245896460196273203e+01
6.383483213910688958e-01,6.506772543796639496e-01,1.759581513191715274e+01,1.770283896440014715e+01
5.513807588366276269e-02,-5.116425264087038904e-01,1.345455498449836185e+01,1.339200177380951828e+01
1.826094963128735094e+00,9.245233958432284016e-01,1.138728179228387383e+01,1.148055339680938935e+01
4.803879680899936222e-01,-6.003680192830018747e-02,1.618091233853805022e+01,1.615063013813644588e+01
1.959967455750704080e-01,4.784154386923913371e-01,3.285619262251212547e+01,3.298557471907717087e+01
1.479089823377252033e+00,-3.259412882976375769e-03,1.268473179146937824e+01,1.267010202719477974e+01
1.545191736755108902e+00,-3.638169123626959767e-01,1.276854877110257114e+01,1.285043649540611632e+01
1.545078808219113586e+00,1.304128977718781446e-01,1.250322402635821284e+01,1.260902673955087216e+01
1.235734759682153294e+00,2.523227331875164126e-01,1.296195498706899230e+01,1.312344478679134951e+01
6.214722092010876997e-02,9.296032405319503145e-01,1.036445067852185105e+02,1.035647655159273484e+02
1.073552616157448458e+00,-2.526435230885737404e-02,1.342043596982554554e+01,1.338198423145207450e+01
1.921785313645677951e+00,6.909648362999476490e-01,1.164008949607091203e+01,1.149830234417861163e+01
9.158682891320661934e-01,9.802435449083339858e-01,1.356586886093700173e+01,1.339348803423923684e+01
6.002024164154730057e-01,5.819855538206273327e-01,1.822063853877455131e+01,1.817084000920075937e+01
1.119163826630505065e+00,-3.444150042952796031e-01,1.299094212805088411e+01,1.300681415742299940e+01
1.268296786912509244e+00,-2.206670141879816249e-01,1.296328639333549226e+01,1.308851814715258222e+01
6.021857208447017884e-01,7.588885308583839251e-01,1.839190612702742555e+01,1.835021351719791127e+01
1.552047685053756343e+00,-9.502258487006014498e-01,1.254282257757430408e+01,1.273382164970484887e+01
1.684621446322307703e+00,-9.151515687439837343e-02,1.257040180074256241e+01,1.258851104297944090e+01
5.826574449032477510e-02,8.341657769075903062e-01,8.922057900565380351e+01,8.930857313323548397e+01
2.098907045496662682e-01,-9.202822867014781583e-01,9.795593204716142921e+00,9.769856709775304182e+00
1.006152083727411606e+00,2.624661088415876087e-01,1.379438072254222547e+01,1.366845464333444404e+01
1.272909754995920628e-01,-2.582462792683215547e-02,2.126356985852618919e+01,2.142179678173365431e+01
3.997862847182472867e-01,-1.378366030233266759e-01,1.610824317629543145e+01,1.607901415077085971e+01
1.746435932105182776e+00,4.933946198527936478e-01,1.191892450717411656e+01,1.202991659145699366e+01
1.997136869538858273e+00,6.145663981864628589e-01,1.171949037501313740e+01,1.168227197450669408e+01
1.686457298210014555e+00,3.320381134296244152e-01,1.215082900944714162e+01,1.220923308910179550e+01
3.373237972529066764e-01,-8.374849651616405044e-01,1.060098297926893096e+01,1.058473655791830303e+01
1.609739182965759463e+00,6.729259762807517919e-01,1.178853784738207722e+01,1.175353479389943701e+01
1.168118686729363365e+00,6.676202518677616382e-01,1.271360242919925376e+01,1.269831303170266068e+01
1.989735648740431628e+00,-8.861730405427259427e-04,1.235591548684626595e+01,1.242372350384941981e+01
5.720792543374999539e-01,6.682087505669269678e-01,1.899391983316751364e+01,1.887264495739954384e+01
1.803097778498966575e+00,-6.073047771099364667e-01,1.280020501520405496e+01,1.270232008081403485e+01
4.212728030965674775e-02,-1.168003136849209422e-01,2.068847857563634562e+01,2.078630090992863444e+01
4.517436667974027431e-01,-1.192436836462595906e-02,1.685391110866479991e+01,1.677985295039841773e+01
1.809610184062084626e+00,-2.395466682924682900e-01,1.262134774464941600e+01,1.263905563061038606e+01
1.024698434618491527e+00,4.336808202609816476e-01,1.364911032115980483e+01,1.351352041537889370e+01
4.247772282106519470e-01,9.398433675258857090e-01,2.457790461484753308e+01,2.455550499893434591e+01
1.402861500725505417e+00,-7.049159086120566631e-01,1.260944838347408314e+01,1.271848211913093429e+01
6.436023001547647171e-01,-3.317369139215586848e-02,1.519390208396200848e+01,1.520140671793233267e+01
1.182434559450789902e+00,2.286998650600902128e-01,1.312897959892745980e+01,1.314882543396359083e+01
8.371282481847562851e-01,-8.742289545242365456e-01,1.148840831699979503e+01,1.144800695536589608e+01
1.700802225045115190e-01,6.782596626798282902e-01,4.302098288057615605e+01,4.302973120691388687e+01
1.372510290917788034e-01,-7.753510708743147628e-01,1.070398641974334986e+01,1.052448010436525472e+01
1.827705687927769329e+00,-7.468186718919578304e-01,1.282927189817778135e+01,1.266443914825266148e+01
1.738504048107632149e+00,-7.687403977499380758e-01,1.278830382713219471e+01,1.282782640840600763e+01
9.215328894389634984e-01,-5.845535731562729875e-01,1.250250383428715040e+01,1.232424368685389560e+01
4.880360471442660719e-01,7.967326729689556686e-01,2.165559988115270329e+01,2.178465854474067953e+01
2.750112338532876288e-01,-3.971263597806107271e-01,1.411481112866448839e+01,1.419794999471739239e+01
1.915594911397479949e+00,-2.043819508184741007e-01,1.256141934647261138e+01,1.243925937506084800e+01
1.085360487443234545e+00,1.195438105738810819e-02,1.341337605916869080e+01,1.319314362513032179e+01
2.533688785513288355e-02,6.835152738207106449e-01,7.956822238221069199e+01,7.932395222338647045e+01
1.254982120707722082e+00,8.949001003814895938e-01,1.204097528594354394e+01,1.206984256077119255e+01
1.517555971102720225e+00,-2.353645595528444101e-01,1.275660473029591557e+01,1.274502977244376289e+01
6.148685060524873291e-01,-4.002797114403255918e-01,1.333327071099537520e+01,1.346591627641723932e+01
1.960133448847734439e+00,-6.441141780881249890e-01,1.283592694446327798e+01,1.288090023116866334e+01
1.273631768270623299e-01,-5.506007513463890835e-01,1.283209782166657575e+01,1.298578928745175354e+01
2.323305576597060884e-01,2.776192144425086994e-01,2.546370664505664649e+01,2.554913060214326137e+01
1.211625289069407474e+00,-1.963465030429314417e-01,1.304187009600301828e+01,1.294494886923152599e+01
9.303549106758122189e-01,6.630800142084629645e-01,1.403430971358065449e+01,1.401341786276593915e+01
7.454913564136571580e-01,-1.496693377835862648e-01,1.418544248491270565e+01,1.409849112565644091e+01
1.395770143095306226e+00,8.089714314158673591e-01,1.186676354046453596e+01,1.183270115799932043e+01
1.858533187217253912e+00,2.750972966025562183e-01,1.211498343293076196e+01,1.206078949818898494e+01
1.722157032792919207e+00,3.370173503622546640e-01,1.211888166393163679e+01,1.209298251461089002e+01
1.455959736475783473e+00,-2.884040904865921018e-01,1.280211534020504160e+01,1.293528350955713258e+01
5.857664587165195558e-01,6.676236851142749451e-01,1.868123056924627079e+01,1.862320827241983068e+01
6.141151014359087501e-01,6.484935594011880244e-01,1.805813160510413340e+01,1.793577103784789628e+01
3.645158765751675967e-01,9.855665301962834857e-01,2.829434480156293930e+01,2.822830905299586846e+01
1.752622227059331461e+00,8.930946593439017533e-01,1.143251578893824849e+01,1.138190693115434549e+01
1.356874462342334331e+00,2.371444674292846333e-01,1.269199721224765298e+01,1.263090705298466787e+01
1.155808547113288620e+00,3.666811612907776574e-01,1.312544411672716116e+01,1.310574649723796803e+01
1.496328328187471746e-01,-8.285911723776062665e-01,1.030443214053407175e+01,1.025865925940559187e+01
1.698500164210007934e+00,-5.691057061678763684e-01,1.277821511461778670e+01,1.288698605902593464e+01
2.982584644490474668e-01,7.524309097362462673e-01,3.148012810788095805e+01,3.156892103773929392e+01
1.023994807041889166e+00,6.041072329943377728e-01,1.348723352314796387e+01,1.340852733632608818e+01
1.871665057661433096e+00,5.791303463423378428e-01,1.177044110171104663e+01,1.186665579832257045e+01
7.213350006921580571e-01,-8.050589518145199186e-01,1.151102362554097702e+01,1.164895873285487582e+01
9.207208033324547625e-01,5.830644355415492974e-02,1.403032681288688899e+01,1.402876632555445191e+01
1.889958998168777882e+00,9.337414703713440289e-01,1.137977003004979260e+01,1.129345912692437182e+01
6.017117555242715854e-01,7.502671655334851586e-01,1.840021799348448539e+01,1.844203938649781804e+01
9.100136295551660703e-01,9.928349013475517015e-01,1.358453466625025996e+01,1.357490729370345228e+01
7.687162221607799495e-01,2.852524837318144435e-01,1.535928495297690155e+01,1.539141653166103119e+01
8.202818765023779379e-01,4.754061966882279222e-01,1.508904465366923020e+01,1.498139215903058741e+01
8.680692348633833877e-01,-7.561589951425784495e-01,1.192446893292466470e+01,1.213283750386670867e+01
1.981941108166583421e+00,-1.847487311036530855e-01,1.252759788089929671e+01,1.250662365355045225e+01
1.612799965729013740e+00,5.722505450276169636e-01,1.191823336377558640e+01,1.197010775896450419e+01
9.119663492744697897e-02,-4.979810161403683821e-01,1.352525598827272368e+01,1.346466550285964381e+01
1.222253449518621915e+00,-1.485911874421435019e-01,1.305133514624641045e+01,1.306602043684029013e+01
3.339187741590042557e-02,-8.319678978524727153e-01,1.008668267331626467e+01,9.856563052688175119e+00
1.658344401466557705e-01,-1.408091137559754902e-01,1.834383970735021308e+01,1.821302011311232860e+01
1.170526780576621517e+00,-4.797594376577956066e-01,1.277929192199250608e+01,1.253150504051155956e+01
1.244975792123807157e+00,3.444171701329934443e-01,1.286014679935574101e+01,1.295866541639828107e+01
3.493691037505061159e-01,8.457772015465823134e-01,2.871429489009058145e+01,2.857520321282910203e+01
8.124264754296329771e-01,5.371407632788427478e-01,1.517011604534007851e+01,1.501417128862308914e+01
7.274145932492669386e-01,2.083893210579068622e-02,1.491787338348191128e+01,1.503078399121662656e+01
1.410664262006620540e+00,2.711222416887231201e-01,1.255888823227244799e+01,1.251002388189621506e+01
8.455140445663423820e-01,-1.265786927252210425e-02,1.421652672442266940e+01,1.420026456892342814e+01
7.752907990458436371e-01,-1.004628666051829988e-01,1.425198876618199684e+01,1.435999467316938549e+01
1.652733634444947253e+00,8.696011387075657240e-01,1.149883045673271198e+01,1.154864234670004031e+01
1.340380493879880230e+00,3.202359119042230695e-02,1.285871318706083599e+01,1.289087274355322954e+01
2.303851306655851916e-01,-1.279860043790215229e-01,1.779516587659019322e+01,1.786166611699983520e+01
1.084400145335096433e+00,-9.039940817078997437e-01,1.188983713489810512e+01,1.169603204136837604e+01
4.570980972585976243e-01,-5.269683041601107565e-01,1.271284447566712394e+01,1.284340751771249955e+01
5.470754701565583300e-01,6.884190338842350876e-01,1.964702292389280913e+01,1.978125612488540952e+01
1.229640592167849267e+00,-8.689895652195256393e-01,1.220201963318440441e+01,1.238834793640861598e+01
1.731709428211617885e+00,-5.921510219150594168e-01,1.278580267945310922e+01,1.257759805774603379e+01
7.240596539895032269e-01,7.481372261364591658e-01,1.616241753363181743e+01,1.607890780203912584e+01
1.048265164519603942e+00,7.728760218143198024e-01,1.309273715523699977e+01,1.303809761703059422e+01
1.654170152846967945e-01,-8.150644884007873792e-02,1.943535781954997077e+01,1.960780342588114067e+01
1.550518765038279456e+00,3.346734270844273773e-01,1.228192282323730211e+01,1.234041270813162150e+01
3.550703569492588696e-01,-5.671774140004095521e-01,1.246805157648094919e+01,1.264754598967724419e+01
8.030353455805938623e-01,9.323740099143718041e-02,1.469008729849304373e+01,1.473739151590631025e+01
5.560979591846839654e-01,-5.095278734290120681e-02,1.567273838614184811e+01,1.561083435272835374e+01
1.043533670538005609e+00,4.241768766224778275e-01,1.355900570117421289e+01,1.343133462162448666e+01
6.061452205250762448e-01,5.929940266339717159e-01,1.812716367830958220e+01,1.807243113755004771e+01
9.419372039296506349e-01,-5.826601508272417629e-01,1.251775424447845708e+01,1.266014306451238980e+01
8.875806683646911832e-01,8.956832319513974294e-01,1.399858262221999716e+01,1.391580784726868458e+01
1.230076138443869205e+00,5.706136144562308221e-01,1.263928844135261897e+01,1.246368084440499935e+01
1.380983226005419340e+00,-2.109676873157111388e-01,1.285569181620170909e+01,1.288639368419785214e+01
1.067866797852631944e+00,9.730093896877458626e-01,1.259907041066159294e+01,1.273888974877782410e+01
1.487777087156068045e+00,-2.210106677905159245e-01,1.277256461690667422e+01,1.301890502522589621e+01
1.796224686763188805e+00,4.215373820871726185e-01,1.197777536474765547e+01,1.210559445113567634e+01
9.210631699726288257e-01,-6.959899329568930426e-01,1.217702405553789546e+01,1.227676817352274519e+01
7.523212590007492817e-02,9.810886546977855005e-01,1.013258192031699423e+02,1.011497341406890911e+02
1.536128909445203750e+00,9.438075233546201481e-01,1.147960015144312962e+01,1.144449333999338947e+01
9.234395109365493015e-01,9.777704794105159802e-01,1.351034303524325964e+01,1.347516355970283719e+01
1.567316889741781294e+00,5.614700416125470994e-01,1.197834017803193163e+01,1.199457754571237622e+01
1.708584346128463993e+00,-8.579636320432428853e-01,1.274948190276350601e+01,1.265888987446992786e+01
1.629637103329284187e-01,-3.960053691600180503e-01,1.455032037597831618e+01,1.463219742213034280e+01
8.023090354951331049e-01,-9.504565187434430573e-01,1.116004491155537437e+01,1.128796440762793019e+01
1.483739253133122826e+00,2.058119860428964110e-02,1.266361283907630231e+01,1.267698279561054875e+01
9.088705777546375320e-01,2.381071687698197437e-01,1.429714847444472703e+01,1.427035494739635269e+01
9.082085797702544872e-01,9.560244618125157690e-01,1.368556577891357229e+01,1.370681276108423141e+01
9.623097527602868517e-01,-4.290728172475626323e-01,1.292369022561666725e+01,1.296391375873407981e+01
1.977002969014310718e+00,1.949313557803014074e-01,1.216222733558132063e+01,1.224377716450501019e+01
4.874989742168371887e-01,9.825388213219614642e-01,2.174645177169334431e+01,2.166223059557227160e+01
3.347318911924878071e-01,3.431195382945151362e-01,2.319194788568898957e+01,2.333872229914914698e+01
1.537000656566692713e+00,6.878633377994758380e-01,1.184099808094005013e+01,1.184635274274052819e+01
1.680468457260793080e+00,9.046625574637552347e-01,1.144084857761868079e+01,1.142519864562965992e+01
1.008051189455701352e-01,-9.243391771696971571e-01,9.500431764252368794e+00,9.571361476755422260e+00
1.230492735554629791e+00,2.174770808199015804e-01,1.299886452141413073e+01,1.293048793681292352e+01
1.716026200720967898e+00,1.514370385888197390e-02,1.246038672745888398e+01,1.254979770300653819e+01
1.439153236550103632e+00,1.939931220394552902e-02,1.271962323493034042e+01,1.293616061420494567e+01
3.032100680841138818e-01,2.936071208139565680e-01,2.337946660847720537e+01,2.342462406443030787e+01
3.442381718142884517e-01,-7.724749157770616215e-01,1.101941624491645122e+01,1.104143896409996728e+01
8.972074537932078764e-01,2.006555157490190755e-01,1.432938416142545002e+01,1.428291238526213824e+01
7.529830097018549440e-01,-7.051020539617391947e-01,1.194837328733083481e+01,1.209932547704968009e+01
3.447824346575050214e-01,-2.698463118957494800e-02,1.785918085593394622e+01,1.797388326097165034e+01
1.042517819892079700e+00,1.099367524732239865e-01,1.360049661271636801e+01,1.344994362873941895e+01
3.876917088104110953e-01,6.431700338685260032e-01,2.488987606204993241e+01,2.498844734755525110e+01
