dP,R,mu,L,Q,Q_noisy
5.225322126333395136e+04,1.409300479770194195e-02,4.212307980092890730e-03,8.179396096229248903e-01,2.111951545052148660e-01,2.107685031039941703e-01
6.898713247511580994e+04,1.641754483725398756e-02,2.618897494936915041e-03,1.118767370186997123e+00,4.158666587418497484e-01,4.163850896773583776e-01
4.267855470419908670e+04,1.549077542569411367e-02,6.382679628071451878e-04,1.314510161957841206e+00,2.527502595970247956e-01,2.529869204281544603e-01
5.572567319642152870e+04,1.917010915467412882e-02,1.510139114221968224e-03,6.977174862770931796e-01,3.033972087633619585e-01,3.042123543011939213e-01
7.656070683371256746e+04,1.848847801799136797e-02,4.934410581949700420e-03,1.342525297474971957e+00,4.340336738028117147e-01,4.334820771551835539e-01
7.199280156495171832e+04,7.750644370231228597e-03,4.341763671683335907e-03,1.775083512194908231e+00,1.518992167478639722e-02,1.532774105184917142e-02
3.336573978137742961e+04,1.534521345082133503e-02,9.547712262848244121e-04,1.615716903990056741e+00,1.954935082333540131e-01,1.971409120169980711e-01
2.853727860872561723e+04,1.679347812009294311e-02,2.954961915302286527e-03,1.286706042386722704e+00,1.600681702917494398e-01,1.600872243669552164e-01
6.167460024648328545e+04,1.597804274844465133e-02,3.234428274432840297e-03,1.863886210078151695e+00,1.998545100442521427e-01,2.008315851785118789e-01
8.684943175139289815e+04,1.747486904322750542e-02,1.589916674093347143e-03,1.779745822285228929e+00,4.669593637188354518e-01,4.669489492474022674e-01
9.703619060772468220e+04,1.568191407010083999e-02,4.307991763121540515e-03,1.156179031124907164e+00,3.739470438861671742e-01,3.740177288234678987e-01
2.080480154217241216e+04,1.734561873910501345e-02,2.447565994787321599e-03,9.104666425518812556e-01,2.068201634971934544e-01,2.060776178000301995e-01
7.613632873368752189e+04,1.528640884009909579e-02,3.762723115545384394e-03,7.916187928930931150e-01,3.838046286508072225e-01,3.866543842156758837e-01
3.351798983401655278e+04,1.234201212147605087e-02,8.689088480366385751e-04,1.647616198651452590e+00,1.012767865510323384e-01,1.024748134972310182e-01
3.373461074624951289e+04,1.011405622331020861e-02,3.012112113342260006e-03,8.814559406325004343e-01,4.399697893375793811e-02,4.517764161049531851e-02
5.781189308153216552e+04,1.804890416484680737e-02,4.342099555620031193e-03,1.919315514297036618e+00,2.340603942423297723e-01,2.352181043162218654e-01
9.393813712460332317e+04,5.927802656544025987e-03,3.951566027163960423e-03,7.397148986511330460e-01,2.095092238611099070e-02,1.993101693292662069e-02
3.623470508756641357e+04,1.225967266342574066e-02,1.375117996241156330e-03,5.456101277501018698e-01,2.303705287809906244e-01,2.296121415842522773e-01
2.108438647295757983e+04,7.448254233566401102e-03,3.239496704789205424e-03,1.551380556748247264e+00,6.109111216230487043e-03,5.927789554481741920e-03
3.885890692207415123e+04,6.356587546004697532e-03,4.940320582198030885e-03,1.560178530557562837e+00,4.967385326876084736e-03,3.286123013396361880e-03
3.788229692065904965e+04,9.120926950318207493e-03,4.577680640738261697e-03,9.665257921476755332e-01,2.445448182347393848e-02,2.355089257294001870e-02
9.018141513284439861e+04,1.174118850146704113e-02,2.714621690307008998e-03,1.088581658130597374e+00,1.911913681530625353e-01,1.920212654545712105e-01
6.987261607283822377e+04,1.808167586886514147e-02,2.050508769824238575e-03,9.904150335570631736e-01,4.970209431536621869e-01,4.948858580358099224e-01
7.518167552704733680e+04,1.459196369410297248e-02,2.397039113322913667e-03,1.726728529303531268e+00,2.312847033545862296e-01,2.303843085924027201e-01
4.907453703517092799e+04,7.286689757584795084e-03,4.016062732924683548e-03,1.222318284788396880e+00,1.237151594507207922e-02,1.226739516586112556e-02
6.005313472014105355e+04,1.982385344498436078e-02,2.802245351292427522e-03,1.125209139965660743e+00,5.898896330875472716e-01,5.897922498750403086e-01
7.713242719225634937e+04,7.297302686463463632e-03,4.366406549833772022e-03,1.067439557600806888e+00,2.247801794401769332e-02,2.244165560690779965e-02
1.352553482810751302e+04,1.471255399998076460e-02,3.857180672877087799e-03,8.718148941782960515e-01,5.813943467493874750e-02,5.737216450458176159e-02
8.587559072541401838e+04,1.373021167904984671e-02,3.708384420186715182e-03,1.746291797490101105e+00,1.654537551885267022e-01,1.663600934131755638e-01
7.491131640241267451e+04,9.172720534794866903e-03,4.506615297470203257e-03,1.622915991576613592e+00,3.096278983133417262e-02,2.859493291447621349e-02
1.389797166985434706e+04,1.990176165097873665e-02,3.005756937988479042e-03,1.659789324489492346e+00,1.145521812786016724e-01,1.149649903335371315e-01
7.271960862445099337e+04,1.254292704414707374e-02,1.554292041715201042e-03,1.223440637764940275e+00,2.268193982604910230e-01,2.253018448731451406e-01
4.249951629992179369e+04,1.360391199065830864e-02,4.226111815940960040e-03,5.984029495224284512e-01,2.041012890855953832e-01,2.033711114046152790e-01
1.672724362780458614e+04,1.571103855390819370e-02,8.522387198241297267e-04,7.360048194658130871e-01,2.246838929106180216e-01,2.246065012260153038e-01
7.364380944521688798e+04,5.354565630044005181e-03,1.639942027656237462e-03,9.445557261621562173e-01,1.376371454083228849e-02,1.536987354020597808e-02
7.251661955010643578e+04,8.827342554998642704e-03,2.199465695875380163e-03,6.567504853798630249e-01,1.050675478834370430e-01,1.041518446180830920e-01
6.606834995446224639e+04,1.364755728948037136e-02,3.828580735691114630e-03,1.473924051033804306e+00,1.411965055263357804e-01,1.397439007275095013e-01
3.814669964558113861e+04,9.563995488601342160e-03,3.751043567739923562e-03,1.643616485271503613e+00,1.956175913841786893e-02,2.053414035805749618e-02
2.139850573959223402e+04,8.426888836736524252e-03,2.073560676420376642e-03,1.146784800698608553e+00,1.457980285912014590e-02,1.449281218921221956e-02
2.836034725682132557e+04,1.322163018448272928e-02,1.583116790693629792e-03,1.324504074582994351e+00,9.627692166691929898e-02,9.628644041758893657e-02
4.651666174060663616e+04,9.940510715272675782e-03,4.694355895928672279e-03,1.701493308755637646e+00,2.313785253623153182e-02,2.369651276921646080e-02
3.559054510097999446e+04,1.644587558914175143e-02,6.484533850866728427e-04,1.705566893789859817e+00,2.381517994324142962e-01,2.391531520102357922e-01
4.483361440742857667e+04,1.504428717022093104e-02,2.235392445357298023e-03,1.922758936293174514e+00,1.367739969230381547e-01,1.369308907535389808e-01
3.822032112347122165e+04,1.458521672302020081e-02,2.864933926833209635e-03,1.082522781930976841e+00,1.619908917252963765e-01,1.598748666644422278e-01
9.321131438083483954e+04,5.246091000940283043e-03,3.305250502931580524e-03,1.469835302583287318e+00,7.096997583076908658e-03,6.888118705413295850e-03
5.478358606373771909e+04,1.094791523566299510e-02,4.862714844010686613e-03,6.526402562614990188e-01,1.050899337405127171e-01,1.051084823002522567e-01
8.864158089937480690e+04,5.330080687504323497e-03,2.142554449651582101e-03,1.157414507441551610e+00,1.143757642335587431e-02,1.027519441501363422e-02
1.956489789554529852e+04,1.437359789932740606e-02,3.865864379414952253e-03,1.372677101400825439e+00,5.000017428963576815e-02,4.897215518658894207e-02
8.152067160514238640e+04,6.075061025356819598e-03,3.710511821074957261e-03,1.505561463309955439e+00,9.445478771385525107e-03,1.008173722194043338e-02
8.024769599393136741e+04,1.889198140127004710e-02,2.095885447462377503e-03,7.508571887124110278e-01,2.724344909820494154e-01,2.726774798094637742e-01
6.803311212091927882e+04,6.632906148294820912e-03,1.048745881225545892e-03,1.570738080720763374e+00,2.157622615751326675e-02,2.066696178769729039e-02
4.956480367556079727e+04,1.618936206523424390e-02,2.726970893533162393e-03,1.562126171172179445e+00,2.194174765723870824e-01,2.199791108963656261e-01
9.122332090578075440e+04,1.577274236414133446e-02,2.374678579130550665e-03,1.062176131402573276e+00,4.335785564393478952e-01,4.337112921955785794e-01
7.335066368894121842e+04,1.170291982486912352e-02,1.585800366077000801e-03,9.326049804299383350e-01,2.259648976380138619e-01,2.246682090421877054e-01
5.137290370940815774e+04,9.942191452097029480e-03,3.115343838626767441e-03,1.045576547105726783e+00,5.424483416440570305e-02,5.396782932146559908e-02
9.058033051530327066e+04,1.619866837448170893e-02,1.644425943026774214e-03,1.018896355756217620e+00,3.841850411797181897e-01,3.828665847359901675e-01
9.954998318891739473e+04,1.529514483256205065e-02,6.437812994516225237e-04,1.106532906047664966e+00,1.115443986623327749e-01,1.106765867074228915e-01
7.013777965065611352e+04,5.537058547050949762e-03,4.976192695080421113e-03,1.145731956883536684e+00,6.769295164989346664e-03,7.068815209276548342e-03
4.038602739874961844e+04,1.233435629739074862e-02,4.617070768286553328e-03,1.354431473986473566e+00,5.419241812331949959e-02,5.296324358765479995e-02
2.158506400795035734e+04,9.374048553763256880e-03,1.086388595860406569e-03,1.412327207929609418e+00,2.696291652650771586e-02,2.571170007298852547e-02
3.847789521913586941e+04,8.902831932190408137e-03,3.646608420421222976e-03,8.442205919804834924e-01,2.980977759234286831e-02,3.018530680609556732e-02
9.431941214111336740e+04,1.629915844551712428e-02,1.122268726018853377e-03,1.673902870050639535e+00,3.866239546200757049e-01,3.856114999530504406e-01
6.110677651169479941e+04,1.392078098661188659e-02,2.671751020600376426e-03,7.210260399430119538e-01,3.163232547469135847e-01,3.160473799665519667e-01
3.920746201683625986e+04,1.707705253547628366e-02,4.153659769697509371e-03,6.458351396488994922e-01,3.743028987301867394e-01,3.740482584303554958e-01
8.488979899712580664e+04,1.208861519897849388e-02,3.742942282180521541e-03,1.158907805331360175e+00,1.564619203057202312e-01,1.562978274825918279e-01
4.776857175308543810e+04,1.209752255828139278e-02,4.760416140787317521e-03,1.162580664897144178e+00,7.078655352084742280e-02,7.116611974729229739e-02
7.270804173232932226e+04,1.159191568887977739e-02,3.805333397492592380e-03,1.783908425578208945e+00,7.022143329205872420e-02,6.978563936582563021e-02
9.938793280494288774e+04,1.267362363131058212e-02,2.289602733959395821e-03,1.970084571577664700e+00,1.722069378480770852e-01,1.714282466925785009e-01
6.985969049000268569e+04,5.339544695068918975e-03,4.848816975525594916e-03,1.701963325120572801e+00,4.328421177523889517e-03,3.863527511595698377e-03
7.566803905972924258e+04,6.032254298549408200e-03,2.881809134913337379e-03,1.253087686500229614e+00,1.162575519582426109e-02,1.279067295675097131e-02
3.553348169848483667e+04,6.983492374164771213e-03,4.903495097657894694e-03,1.852794853837496092e+00,5.516834651392913541e-03,6.449186130322036997e-03
8.658716116715612588e+04,1.378280731229579448e-02,5.334305328001531657e-04,1.305237907142091647e+00,1.811310696920041818e-01,1.810761524084747720e-01
4.329527827982894814e+04,1.716153434293917618e-02,6.633940614506980303e-04,6.704109366803652215e-01,1.629554201521118961e-01,1.641877627707814535e-01
7.354006113640438707e+04,9.791884564036462332e-03,4.596891525329369066e-03,1.407165079600390278e+00,4.443800898836423180e-02,4.514874370947726673e-02
1.550221533711318443e+04,1.147547716165621401e-02,1.088569043576846293e-03,1.560014646447442921e+00,3.789139046733410593e-02,3.681577227496848209e-02
4.849419792343407607e+04,8.399387386597158278e-03,3.278754586799003962e-03,1.233278439570131724e+00,2.217532701022613059e-02,2.369065754508451957e-02
7.515984841936908197e+04,1.409043464835827222e-02,1.181045900495966130e-03,5.506731277542474823e-01,1.698220293723279317e-01,1.726292597946253449e-01
3.083294669666380651e+04,5.729705996029651853e-03,5.488701646358343927e-04,1.410234351878299153e+00,1.031983782906990485e-02,1.068382354540737232e-02
5.882235730978303764e+04,7.227359605651087482e-03,2.066641643913949208e-03,5.412788961740576665e-01,5.212952426280639123e-02,5.050580021151029886e-02
6.255233190913234284e+04,1.715858815790579500e-02,3.888140097856346723e-03,9.829787405041572335e-01,4.122576597604237780e-01,4.137618311883193289e-01
7.080624526553689793e+04,1.027647218536693885e-02,4.073700487476185697e-03,9.682367429765974531e-01,8.203378331165833703e-02,8.264489118171058912e-02
6.079925075335121073e+04,1.982672507518865382e-02,1.570210215356161341e-03,5.810221399141173304e-01,1.141715725717019070e-01,1.140642747533097273e-01
5.020395055881857843e+04,1.430973005982509594e-02,3.601557426746169240e-03,1.062158556823929345e+00,1.812867568127478901e-01,1.792485915968505261e-01
3.903097061333061720e+04,9.370143051759718955e-03,3.542994510898508660e-03,1.419698228789847194e+00,2.187106013927957865e-02,2.176707648773036977e-02
5.888549343824153766e+04,1.452400117359695791e-02,3.276983067411621663e-03,6.651259696003739563e-01,3.361386917285461018e-01,3.358376621053490441e-01
1.938845665637295679e+04,1.942189477157789737e-02,8.940728902990483385e-04,9.853707180172146529e-01,3.472007519316196444e-01,3.468839977716354772e-01
3.442288926332835399e+04,5.495264088509517995e-03,3.308454338837386269e-03,1.658075213903090983e+00,3.228932168295173700e-03,2.806466833408028869e-03
9.021785820848435105e+04,1.890206602750184317e-02,3.917001751778858600e-03,1.293490158322435635e+00,5.581761746258767642e-01,5.591401457289250088e-01
2.059416831783125235e+04,1.646953967840144098e-02,1.409875947292860794e-03,5.148311182628637628e-01,3.551975159018752604e-01,3.547754696588067413e-01
5.381413222089617921e+04,1.893277346070909584e-02,4.804910283203182170e-03,5.463630891012334345e-01,5.275233400458700928e-01,5.279560346154738015e-01
8.994842502153785608e+04,1.692865742171613744e-02,2.524274533015973335e-03,7.933433841147778942e-01,3.919288935600349633e-01,3.900180788727249381e-01
8.250868445189298654e+04,1.981171391765011378e-02,2.337578308206808043e-03,9.344731714313381232e-01,4.167183020842800123e-01,4.157277074926248872e-01
3.306253291630012973e+04,7.598206140791971541e-03,2.887096583550346519e-03,1.942511439479999158e+00,8.161179699750498173e-03,8.154292095544664679e-03
4.879743183778126695e+04,1.559223948710394131e-02,2.421917048154453508e-03,9.298775105275141062e-01,3.273674473179377098e-01,3.264742217604327812e-01
3.804858820403133723e+04,6.339978493514433766e-03,5.224051288788614505e-04,1.127311629174227781e+00,2.186907217736174663e-02,2.190815348916127017e-02
3.161102328641185886e+04,1.201443124573294170e-02,4.230464953030940375e-03,1.534341450084411695e+00,3.577590515597213472e-02,3.572724828310776951e-02
3.887391851506871899e+04,1.898109949690600026e-02,9.292731368464241578e-04,1.541476729903162202e+00,3.798494596266080436e-01,3.800405346452692679e-01
9.058549108174155117e+04,1.821689493550397027e-02,5.986108550957312726e-04,1.271550993355109682e+00,7.205489018476469998e-02,7.172579117578209429e-02
8.566834689566327143e+04,1.412911052418593799e-02,2.168385721276640081e-03,1.832629914858924014e+00,2.360266023203339558e-01,2.366684367222534335e-01
6.002266045693364867e+04,1.128776489518847070e-02,2.139438141599484325e-03,1.106991839271105116e+00,1.232882120639911400e-01,1.219255809094874632e-01
6.080493803520862275e+04,1.783649143662957570e-02,4.976024163889475674e-03,1.717209967587873809e+00,2.456683982791463827e-01,2.452702928737138521e-01
5.101661614271702274e+04,1.117621486763698511e-02,4.461555167719420678e-03,1.118912576611646781e+00,6.185524046176463231e-02,6.338734692782267699e-02
7.285808884150037193e+04,5.305304366032084253e-03,3.500343012444017549e-03,1.686170860347011358e+00,5.003955458140744994e-03,4.588873255972742392e-03
8.220909937652827648e+04,8.320198954835041766e-03,4.391239127663608757e-03,1.743141394101172414e+00,2.277990381313551443e-02,2.432086522846753709e-02
4.997828415722952195e+04,1.326366265296159350e-02,1.734142649526018839e-03,1.756633651023522313e+00,1.250373243497483189e-01,1.253907859714146478e-01
7.961385363679367583e+04,1.191291508480988443e-02,2.783939104027473299e-03,7.535189552360511689e-01,2.347811971192628189e-01,2.345456717485970843e-01
