c,p,I_signal,b,lambda,lambda_noisy
4.055899769475622918e+00,1.552476137170872572e-01,2.056558507232737476e+00,2.307624517374187612e+00,1.272529637470538322e-01,1.145604387935232615e-01
1.121291235866982028e+01,2.575326757302014435e-01,4.348716329711060702e+00,2.033910246207872863e+00,2.980370193894060771e-01,2.913317428809240606e-01
2.090855726787764723e+01,2.848159623960079267e-01,7.727924989707172010e+00,4.604356142173224420e+00,3.152413154615779090e-01,3.144837951510226493e-01
2.857810005903486328e+01,8.878460129729184858e-02,8.475944817772605333e+00,4.063493433208154038e-01,4.562741567636082740e-01,4.586147399649806999e-01
9.511079064295088870e+00,1.803740603148966670e-01,8.789557876883471010e+00,1.378288747282161886e+00,2.743489712294349681e-01,2.551600492709539258e-01
1.769087863807747496e+01,2.842626728170187800e-01,1.675276956034515985e+00,3.381603571674385300e+00,3.044391405818207552e-01,3.064123665808203834e-01
2.141848072162421346e+01,6.192381792775403238e-02,3.122111815998128925e+00,3.176870138376583164e+00,3.017409566385232944e-01,3.001563224379845130e-01
2.403513497967033530e+01,7.975088858550850868e-02,8.842806686358656520e+00,1.596684261682322914e+00,3.605475251025074268e-01,3.574568961025299529e-01
1.531503795589208217e+01,1.704088753316810589e-01,2.088448137089973233e+00,4.708793939521658700e+00,2.649276388041161834e-01,2.598726157483121080e-01
2.394360927987452214e+01,2.958520399084880667e-02,4.369359171280083665e+00,3.131214474317541185e+00,1.997462718705215190e-01,2.095705240621559273e-01
1.439089036287538192e+01,2.949526931377805319e-02,4.158651088998166045e+00,8.446913944530870522e-01,1.371006098651573191e-01,1.522646739670436289e-01
2.255305935255038463e+01,3.578349264138672159e-02,8.463294829182050449e+00,2.909784220033109658e+00,2.061701670634015771e-01,2.011340578035906990e-01
1.939960517386957761e+01,2.825177742969588457e-01,8.563613537721185054e+00,3.526898743012474746e+00,3.466525355414295517e-01,3.444848962795347136e-01
1.447318432789762710e+01,2.769259775564436032e-01,3.937017125703929032e+00,4.109704001032052467e+00,2.491187831674343822e-01,2.327801059233232384e-01
2.624092215059526012e+01,2.902029029004827843e-01,1.835314714088001065e+00,4.087965707590230480e+00,3.453274894656393479e-01,3.408305990070742975e-01
1.006533670175484119e+01,1.238919587178998472e-01,4.405576503995013660e+00,5.027667990778417195e-02,2.805109249231631519e-01,2.869164483583129810e-01
1.142016457733955903e+01,4.242280934147820565e-02,6.997637124801578956e+00,4.488443762470382126e+00,1.265011971013585979e-01,1.250255651720531824e-01
1.499971158502378543e+01,2.010813686262483690e-01,9.370550418279018245e+00,2.001010205270861597e+00,3.545447671184626670e-01,3.576549298503733376e-01
2.775526044412435667e+00,1.129218863075265866e-01,9.151211548191609424e+00,2.654345155204865137e+00,7.002222603344665508e-02,6.848135849829282973e-02
1.815794341741823104e+01,1.356336296479579706e-01,7.664213243301256639e+00,5.525156196377373208e-01,4.104911500346227204e-01,4.110537607718139363e-01
1.701928457789307680e+00,4.043021838423347530e-02,3.439900577451969532e+00,3.189377030998298945e+00,2.338260028144716063e-02,2.964662509134197155e-02
2.612372485452952020e+01,3.946524629898979369e-02,2.867491874392582574e+00,1.803920448126439258e-01,3.034938652343244780e-01,3.107724508143100972e-01
1.110630537216492897e+01,4.922363203411393717e-02,7.786080892591136227e+00,3.197198527939687507e-01,1.582906432710778910e-01,1.384792442316671313e-01
2.675744345044329719e+01,2.642415268344218138e-01,4.625635980012714477e+00,3.281829102580345214e+00,4.038471088332278303e-01,4.013767075499298231e-01
5.332042163684022285e+00,2.215591263181649340e-01,3.739684825478341246e+00,3.714429560344244763e+00,1.281151119929156978e-01,9.875104386077465657e-02
2.177120049594701001e+01,2.040396867234727518e-01,9.094607646179749594e+00,2.283165883761451909e+00,4.274851698903855413e-01,4.273775197418012706e-01
1.797989136606740246e+01,1.362279389233827243e-01,7.648120041255571877e+00,2.698294531711705080e+00,3.310894383629025550e-01,3.254115327479523700e-01
1.743735947440668710e+01,2.312521972564531847e-01,9.356618955567411078e+00,1.654857901485744964e+00,4.213009935160109132e-01,4.151712906135012204e-01
2.728980087225668072e+01,1.036733491115703759e-01,1.674066155068620887e-01,2.429370893971111167e-01,6.166699448927532856e-01,6.320772445429844177e-01
3.515970076582875414e+00,3.827412166038276359e-02,7.125974542887151486e+00,6.277324863930339172e-01,4.520673808291359591e-02,4.862170348734499992e-02
2.761453965813202061e+01,1.207747606688745062e-01,8.208273223587106315e+00,8.401689569434045435e-01,4.924209165234751384e-01,5.035848969472881409e-01
9.134410800033732514e+00,2.102226456717214975e-01,8.273888543810272722e+00,4.024142962112231547e-02,3.541865348105378009e-01,3.603272031201816272e-01
8.360923689459298203e+00,2.063132355656155381e-01,4.290367824012784936e+00,2.503809762061623978e+00,2.174939571866306987e-01,2.342387491143694267e-01
2.085602105468545275e+01,2.955492830507520652e-01,6.674360851184389709e+00,4.641469598473440428e+00,3.085216065835961197e-01,3.059806104787565206e-01
1.298247117686657148e+01,1.861971655178749907e-01,5.401275464428878514e-01,4.633600219701959233e+00,2.509112810922660142e-01,2.483003202995314185e-01
4.888771452682605378e+00,2.533379797103708225e-02,2.188070240471442496e+00,1.773633237468470014e+00,4.885040589746988959e-02,4.786821726243794400e-02
1.718299625882672643e+01,1.300433003803330712e-01,4.750380857842353421e+00,4.816807567231855103e+00,2.645002012658198565e-01,2.889232242469796375e-01
2.640305059734148330e+01,2.561348130290250213e-01,3.697749267025081998e+00,2.060761272015838141e+00,4.701154583045091817e-01,4.657089875956900715e-01
1.256405433322419274e+00,2.621242277770128859e-01,2.847010956115147984e-01,2.935697456309880771e+00,4.771784539319790658e-02,4.794446615644974707e-02
1.267058950610566193e+01,2.800654252600880967e-01,3.886860176520277932e+00,4.717102251762444354e+00,2.085468444271248445e-01,2.222569086014956341e-01
6.195505381085025576e+00,4.107093983631177059e-02,6.806869925273439925e-01,3.311876050264571880e+00,1.011073711405968828e-01,1.103108780734773087e-01
2.155042085500388893e+01,2.058750163351784068e-01,5.011032531465105855e+00,3.064160737866964190e+00,3.721758078679081039e-01,3.671968549600073684e-01
2.382599166259032231e+01,1.774134059615790071e-01,3.743561659886391890e+00,3.417110276175692629e+00,3.783155092157592936e-01,3.957395852235652267e-01
5.106475308125940415e+00,8.338839331517031161e-02,9.254791467619606138e+00,5.338232236817369580e-01,1.185422441903933310e-01,1.233370109285525373e-01
2.549054977658741095e+01,5.135081150496686314e-02,6.378802534946862224e+00,1.415478573608844881e+00,3.029780501945550375e-01,3.174407756347681908e-01
1.005607681399954600e+01,4.484752122994933171e-02,3.404569789609772634e+00,2.625450053098126624e+00,1.358043913933650315e-01,1.418565226855499628e-01
2.274614242633031935e+01,1.528061246927542582e-01,6.759229046314021438e+00,2.758779987855148885e+00,3.901646062568014939e-01,3.979410340913258071e-01
4.735194956338370176e+00,2.418454390941250920e-01,4.755541482950413901e+00,2.348162469440140399e-02,2.441443636748800161e-01,2.367192254392878337e-01
1.472869834513875453e+01,2.662129557133431357e-01,3.530952687672610502e+00,1.121619992114031295e-01,5.035105802931792995e-01,5.176932620640827265e-01
1.982793219755836489e+01,2.683586437678529557e-01,8.041730627507548412e-01,4.389950282088189049e+00,2.868386811515590828e-01,2.798289950683954808e-01
1.535519294864143269e+01,2.704918596014594390e-01,6.060192337146227182e+00,4.974124949587711342e+00,2.415744181183458461e-01,2.423431823220665582e-01
2.098887836063729040e+01,6.874221084476830890e-02,9.719519828732783751e+00,1.517522626448561507e+00,3.052566559922800238e-01,3.161290514621549752e-01
2.348327051240638852e+01,2.391264834965845798e-01,6.036667032330310434e+00,1.999438307851276742e+00,4.587689054529041077e-01,4.553748801378377231e-01
2.792329351554892014e+01,2.994183582072296179e-01,5.062345553033742451e-01,3.383749383422351542e+00,3.703450037637343595e-01,3.715389883001526394e-01
1.982284382118400146e+01,1.050521244797406190e-01,2.125741985813527357e+00,1.785946837107353247e+00,3.975719537879168763e-01,3.976548683704932419e-01
6.102554888030340408e+00,1.455744209125876820e-01,3.368089056463428044e+00,4.783457529739493452e+00,1.249851825871180488e-01,1.265525627368337402e-01
2.327526850128968050e+01,7.418363153231187501e-02,8.338522596199748449e+00,2.792970287725373257e+00,3.196649784516731874e-01,3.255681899180314365e-01
1.328855649230582081e+01,1.219237206392312645e-01,9.864862917952716970e+00,1.749317702461296031e+00,2.847366059140418737e-01,2.697554962188807859e-01
2.125918734972223234e+01,1.890752897992568071e-01,4.698150036346918412e+00,1.214973009981862306e+00,4.610624401726126642e-01,4.558209037570065680e-01
2.098680666451544852e+01,2.712014178832828845e-02,6.058639235623032526e+00,3.202562001147914561e+00,1.617837009453881869e-01,1.824382164607838142e-01
2.673144545327047439e+01,2.700676285284331901e-01,1.993369948138721259e+00,2.614078457308861569e+00,4.335145711883737762e-01,4.139778512591681947e-01
1.808884399076203309e+01,1.494237881472219864e-01,5.445438897212771856e+00,2.450603226512700239e+00,3.459080063926483484e-01,3.395388256344730182e-01
7.654749491248776572e+00,5.086596788089915028e-03,5.897947700274563054e+00,4.537701539402461126e-01,1.433586856616621275e-02,2.232047000219828867e-02
1.278118545047023247e+01,6.694529859844118580e-02,3.731362142803544835e+00,4.544301853339721475e+00,1.904521564783270282e-01,1.720419208878392336e-01
1.899796821841411187e+01,2.741327034070756841e-01,8.822901306215358730e+00,3.521844866185281475e+00,3.434265284630266257e-01,3.348087990154037241e-01
1.755350985969344180e+01,2.515036605967543304e-01,9.205447019020029931e-01,2.777060749829294295e+00,3.439819658033262950e-01,3.359463777131799778e-01
6.615186430984655530e+00,2.817784646994569431e-01,4.863675106337611354e+00,8.463192678608999486e-01,2.784558293763718106e-01,2.941287084111798844e-01
2.489693428611392179e+01,1.533431703953038183e-01,8.343101391962697733e+00,1.539575582918732533e+00,4.695787754209478915e-01,4.608917679834456660e-01
1.780427537214388067e+01,2.140810639318115327e-01,1.870064377171327674e+00,1.419569024917539224e+00,4.264442060057496708e-01,4.327647502017936132e-01
1.772724000041423409e+01,6.321574597477053192e-02,2.415903718061984673e-01,1.476719215545033714e+00,3.563293403064751175e-01,3.500306090841834861e-01
6.947849127850224349e+00,1.053971390661212898e-01,6.151040811533631469e+00,1.114312109472244128e+00,1.722135399541695755e-01,1.723180530988695780e-01
1.525704370960516165e+01,1.838609978191128036e-01,8.401239046846253444e+00,3.225896784669905593e+00,2.994099155377942800e-01,2.880810026372040422e-01
8.792197174298049589e+00,2.751790931456336575e-01,4.944201232190598816e+00,4.725430844316865553e+00,1.610152696023888219e-01,1.463032002331287329e-01
1.072421234441574533e+01,9.563639284584007916e-02,7.844917079925762593e+00,4.047996845460264836e+00,1.830678011338771893e-01,1.783831246219119981e-01
1.091474325555962821e+01,2.755442307764006948e-02,1.628786372271258109e+00,2.731454888728380936e+00,1.161451635374543129e-01,1.023834047698593541e-01
1.856515579634880453e+01,8.507644957340859682e-02,3.058003254963288509e+00,2.897600912211523161e-01,3.638073405132414839e-01,3.620428598581250657e-01
1.181083354724782275e+01,2.818644067166493558e-02,1.221196057983292560e+00,4.824848154507021647e+00,1.281849990689568897e-01,1.293677742697980637e-01
2.709727446487526237e+01,2.081000444657419568e-01,7.574804784001482716e+00,2.684367462853114894e+00,4.541738238458871701e-01,4.582616183358285689e-01
2.277203738626651131e+01,1.927393032437341863e-02,4.100929723941613148e+00,3.413613605324402833e+00,1.388453698353516452e-01,1.541165371370634418e-01
2.943758182621330732e+01,1.638263495015294113e-01,4.058480916719664489e-01,2.095782083776034810e+00,5.693569999866340270e-01,5.835400604291328674e-01
1.873756002552843825e+01,1.418246324148937920e-01,5.634904720130718303e+00,1.159797790405193707e+00,3.984740405932248875e-01,3.874321971036145396e-01
1.347934718013254951e+01,2.333194506061075368e-01,4.303560616942021966e+00,2.815753646283821077e+00,2.902067715931453962e-01,2.827071034165022367e-01
1.239320357670255568e+01,8.887100087526381142e-02,6.204046114283235269e+00,1.233164722771609156e+00,2.437433005021449328e-01,2.606352650946622829e-01
2.069441013665679563e+00,1.294760441564118403e-01,8.667916908373028306e+00,4.665340358097614271e+00,4.590836108128713844e-02,4.535531602643737975e-02
2.142234374438995559e+01,1.995160331094036898e-01,6.899772774106682771e-01,3.633944789229263783e+00,3.794777981719786863e-01,3.756125543349628226e-01
1.015683483434220946e+01,2.477762495297597400e-01,8.874264152434237829e+00,7.337814304606554705e-01,3.637980655069289471e-01,3.745004487552282546e-01
1.657791055591065321e+00,7.400944230189876460e-02,4.465007494685403699e+00,1.950422788754871961e+00,3.675761895675432739e-02,3.050229788786993149e-02
2.746570549283081419e+01,2.887162476785626319e-01,7.611562256900613832e+00,1.540740486003810972e-01,6.980925203623840058e-01,7.074196808149355586e-01
7.854900037492368980e+00,1.415244981117191048e-01,3.020231844953744638e+00,2.891031579170777022e+00,1.884888007148648459e-01,1.854605806747044727e-01
3.710505337526151415e+00,2.220231080845125049e-01,5.615335897308549207e+00,3.246507711604136759e+00,1.028007121798525103e-01,1.157389218363570199e-01
2.240884667233181560e+01,1.500127177739950246e-01,8.099726721284380204e+00,2.624957787384479824e-01,5.014131174995897222e-01,4.999501410721299832e-01
2.337214088738600637e+01,9.610937160177694671e-02,6.737822330389154679e+00,3.543532106400044235e+00,3.374909511852667299e-01,3.456797236156212150e-01
2.337049519515291252e+01,1.699967282168957650e-01,6.394300496287085522e+00,2.329471190091686461e-01,5.358557663618908062e-01,5.464360376811566722e-01
1.886246634712685832e+01,1.882222486115336935e-01,3.444725175175440413e+00,1.363339867462964428e+00,4.239688127549950947e-01,4.401177927272307278e-01
1.759934375217665492e+00,2.894756844595265388e-01,4.659048558399570439e+00,5.750952214527732531e-01,1.101099642140024037e-01,1.021358372848856222e-01
1.649900797415376985e+01,1.467229793298258089e-01,6.671135870933721179e+00,3.738228743644336216e+00,2.859068046659349882e-01,2.820616308285878726e-01
2.886018798780133920e+01,2.537992430268421473e-01,8.705768934614313892e+00,3.007497539577957291e+00,4.582759088492318611e-01,4.440971936600018322e-01
1.420109567076880452e+01,2.970464099637959432e-01,1.097085139627569372e+00,2.763923914012908156e+00,2.904320986413023720e-01,2.731940159715259830e-01
9.600939736707898575e+00,2.375068402961837688e-01,3.585057267133315850e+00,3.579166903606745276e-01,3.612923737240572031e-01,3.563125207666780758e-01
1.716369395592193214e+01,9.900995685785569933e-02,1.870969340837325134e+00,3.500345447585031078e+00,3.256430267281102409e-01,3.272302296653217257e-01
1.933698835199134081e+01,1.175102813788967415e-01,9.218806154157258348e+00,1.389678321737791711e-01,4.170464544953481623e-01,4.295696298770571020e-01
9.629842163063493388e+00,2.639538353633283929e-01,8.615469317955527728e+00,4.980729319683463441e-01,3.787569088037411325e-01,3.745876478207895155e-01
2.347205169173815520e+01,8.441235619260082507e-03,1.869629549242310951e+00,4.284467765224786007e+00,8.064807326373339691e-02,9.974798047678794244e-02
2.540403112731000945e+01,1.368184840472774499e-01,6.681688859273506864e+00,2.205016438839095816e+00,4.297014206639717671e-01,4.315123448876595491e-01
1.703370145838903671e+00,2.752077836476847228e-01,1.674319402963371228e+00,2.857588712704725253e+00,6.127471438784888591e-02,7.007412714601710113e-02
3.912980116552925658e+00,1.291779813812901634e-02,1.995235601528640990e+00,4.621442480459621471e+00,2.087703566709273040e-02,1.830338617300877185e-02
