m,r,omega,theta_tilt,F,F_noisy
1.324466040312901383e+00,7.943793876995797199e-01,6.786129668964226092e+00,1.743149320574384209e-01,1.167755135534009696e+02,1.173038898577818543e+02
1.001465251906676457e+00,6.029192599653248053e-01,2.630457990458666906e+00,6.029543400816032017e-01,3.844737056743148695e+00,7.920450411063577612e-01
2.206290422484064706e+00,1.514399144421489485e+00,1.283556168655043805e+01,1.084012147397287684e+00,1.325752441717182592e+03,1.324319271613763703e+03
4.235630603948528972e+00,1.841481438069436427e+00,6.392413574285225053e+00,7.151170258368593213e-01,6.289509439028759061e+02,6.274030645294313899e+02
3.090408030728292843e+00,1.398353451206674425e+00,1.621460801332791490e+01,1.048415276060790324e+00,5.299098555667287656e+03,5.301709226082743953e+03
1.840883245214375741e+00,1.399713346590982566e+00,1.392136121141255067e+01,3.450801043291905623e-01,1.177012714955445290e+03,1.175910046591009177e+03
4.581180655504237365e+00,4.866616279260994049e-01,9.669905309399052129e+00,4.027804720276151329e-01,4.942526544181835675e+02,4.926035819057939875e+02
2.148050762050875750e+00,8.055603935329627152e-01,1.603865134561779726e+01,7.531376451128513061e-01,1.113421262131909316e+03,1.115037365540669953e+03
2.510630200191847905e+00,1.195042849396961149e+00,1.397427825042279359e+01,6.859322383621161423e-01,1.534589392314676161e+03,1.533692488630593743e+03
4.035112437578272093e+00,1.678941328973699187e+00,1.669963280826060625e+01,1.030434538639496828e-01,1.927701119965674661e+04,1.927885776645785518e+04
2.356340368734064050e+00,1.571948986332662335e+00,6.606604937123073285e+00,1.094006302579938250e+00,3.292127936678193691e+02,3.272646809575628595e+02
1.646936816296156181e+00,3.444299292316931327e-01,5.839442289692825305e+00,5.826086901618069414e-01,3.908465211767256164e+01,4.283549021593770334e+01
2.309490275636052026e+00,1.087568284861949230e+00,2.956294237488863441e+00,3.946837161656638893e-01,4.127654290068326759e+01,4.109531298411015854e+01
2.969026383566157001e+00,8.721805105522986157e-01,1.879997178845122008e+01,1.165255350106018772e+00,3.899569895145161809e+03,3.899830465554925468e+03
4.612685029584130625e+00,1.890194992263835916e+00,2.249713720515583049e+00,5.598588465394048752e-01,7.215955509303509530e+01,7.166481526085834730e+01
3.904243145347375599e+00,2.739606832776386169e-01,1.720583558607273389e+01,1.151095391549065594e+00,9.533501606442025604e+02,9.532383934977099216e+02
4.532978259283366285e+00,9.180436709296773135e-01,1.797435612971543506e+01,5.840118998847697585e-01,9.949671944871774031e+03,9.949694235538561770e+03
2.794759849053508383e+00,1.597511532063140782e+00,1.635780643228227405e+01,6.776669403353442478e-01,5.682449711762872539e+03,5.681772108460843810e+03
2.631163819587621688e+00,8.763798704448348964e-01,7.508066226567700951e+00,3.097539693124299887e-01,2.925084229621536451e+02,2.949724734679065818e+02
2.337455148773925906e+00,5.417492430668711112e-01,6.388856138532855944e+00,5.025279677262656230e-01,1.167167898446360255e+02,1.121907338808014032e+02
1.256572982236048963e+00,2.376478321998816423e-01,6.526369152033484333e+00,1.379234822518148884e-01,3.018193323985961030e+01,2.773839245508936813e+01
4.196923503342768313e+00,5.509878343182861293e-01,7.716123235520871759e+00,9.192964726761836403e-01,2.972527313990769926e+02,2.964867748699321055e+02
9.366327348198568714e-01,1.066771090861466709e+00,8.518736861862905130e+00,1.094842682757633190e+00,1.674842072421209025e+02,1.672014189356202678e+02
1.804022360456313701e+00,7.319822011118766181e-01,8.427342683555689717e+00,5.325812016287322370e-01,2.173878594159901354e+02,2.202513278509343309e+02
1.503684372464356045e+00,1.012886539074933312e+00,4.384108191297226398e+00,8.920234331281289286e-01,5.790623776965654912e+01,5.899337081854729803e+01
3.040455495991963186e+00,1.007465499411162480e+00,3.975978209297313271e+00,6.609827956792531101e-01,9.416611205176465660e+01,9.414770994926364267e+01
3.216573587560092484e+00,1.958901257447138944e+00,1.358483044045680899e+01,8.274323659338154169e-01,4.990719768241372549e+03,4.989096662615721471e+03
1.714235833324976088e+00,2.015658276085929290e-01,1.161876323221858520e+01,7.397399491014398087e-01,1.128355011753950521e+02,1.167468015294581960e+02
1.304656032856652326e+00,2.874196617106566376e-01,1.261272157167116426e+01,3.815595754962274322e-01,1.500265700626523540e+02,1.517514329560338524e+02
1.560930867879806394e+00,1.396577494215983428e+00,6.625577191527026955e+00,1.199168856945705297e+00,2.072913920250248907e+02,2.123786233495024476e+02
2.001297896425344280e+00,1.991254905316782953e+00,1.355690181502884606e+01,5.329939599800108674e-01,1.979144589140517610e+03,1.976148883327784006e+03
2.251238369310128995e+00,2.405229312708603295e-01,1.547824233661628490e+01,6.031690387136182663e-01,3.357666130095395829e+02,3.392001825862870987e+02
4.037579197157274535e+00,1.771503618417379800e+00,1.048853329077814145e+01,8.949297449650407410e-01,2.302009326768827577e+03,2.301798821520339516e+03
4.577999102528556463e+00,3.592611454917897795e-01,1.042598828404618061e+01,3.870509486516690023e-01,4.432368035498951144e+02,4.415194130862960833e+02
3.443001355027542232e+00,4.197964002614580359e-01,1.022191833939965022e+01,6.772172993192413504e-01,3.550836364059431958e+02,3.553306959880204090e+02
7.487845303997464619e-01,6.228760968755671090e-01,2.064841352523077322e+00,9.832612074938379410e-01,-1.730599484229010887e+00,-1.501688326502301107e+00
2.586272128305675544e+00,2.835404790280515730e-01,8.000836462366494928e+00,1.149148712263353134e-01,1.185996448779621488e+02,1.179645155808585315e+02
2.610111368203082538e+00,1.073049820866474713e+00,7.757098808765253040e+00,1.101768606029910336e+00,3.526938110689658288e+02,3.497855905399852645e+02
4.514076518387128978e+00,1.321641468664484176e+00,7.088373284456323198e+00,1.524171778292134072e-01,6.350054528760056201e+02,6.342995012134133503e+02
1.944355788519619876e+00,4.376139146132456137e-01,1.127684384756529212e+01,1.683511924708215868e-01,2.664541440623864901e+02,2.638797661006249200e+02
3.734172323188947651e+00,1.504829492685669567e+00,1.142483132384669986e+01,2.774006276369415103e-01,2.131363715334855442e+03,2.131534938844429234e+03
4.049984879035499752e+00,1.964775160234721207e+00,1.960531557401575142e+01,1.227378257546127005e-01,8.230366473703343945e+04,8.230093391967449861e+04
2.804747693556722155e+00,9.976579098712179405e-01,4.610860588723806330e+00,1.523078425083279619e-01,1.350507058853046090e+02,1.354808278909283956e+02
2.713357440173332247e+00,2.200952613318499229e-01,1.805642960291307730e+01,4.236649190383930952e-01,5.484648968886564262e+02,5.476322823705387464e+02
1.039548880261793817e+00,5.059569851181480171e-01,2.441954844128388924e+00,8.050103104116194119e-01,-3.295154236576469664e-01,1.572078631557637163e+00
7.775209728878048621e-01,1.364441567087315565e+00,1.901100553899275880e+01,1.007957916138037646e+00,8.148125393748423448e+02,8.132280442338884541e+02
4.874398614518616668e+00,1.975957046939339934e+00,8.771985565953354325e+00,7.483796482560837182e-01,2.013779995744295775e+03,2.011056320882468526e+03
3.036185094138275087e+00,5.397436250310881922e-01,8.834329490807160568e+00,1.386366012147570437e-01,3.057625227222750368e+02,3.029342325961287656e+02
1.701745972322528555e+00,3.250956027524781189e-01,1.498544491521686339e+01,5.922365279662100690e-01,3.070259987209672659e+02,3.075373358571536642e+02
4.115973468121604029e+00,1.006757583244423326e+00,7.710109090085349948e+00,1.326580695474210980e-01,5.375462922041958791e+02,5.454098479649511546e+02
7.460679310574065415e-01,1.503493423826154141e+00,2.773935427720255475e+00,9.230028549496468449e-01,1.368417405887073635e+01,1.089973497889442555e+01
4.745441340993833634e+00,1.504201179419401457e+00,1.229112098051870205e+01,3.672254730035420245e-01,4.615648075078907823e+03,4.614369955895808744e+03
1.265112252615101962e+00,6.735302458516667645e-01,1.800706950083302615e+01,9.226980260508960141e-01,6.259728693986005510e+02,6.290268015055135038e+02
4.935039052780771485e+00,8.027065346558903691e-01,1.576080806235082044e+01,4.769661476980573411e-01,4.834125454158914181e+03,4.835400728055416039e+03
1.822792910736633409e+00,1.336642724055135067e+00,9.822567973208572667e+00,3.210366072650609470e-01,5.017701976025869044e+02,5.042764931409959104e+02
4.588298723420298764e+00,4.202467840027069856e-01,8.830977585486184722e+00,3.633733681856148312e-01,3.580089617702941496e+02,3.585820664100137947e+02
6.881708717935526298e-01,1.661923911915385244e+00,1.553661466208627040e+01,3.395705292798704700e-01,5.690635659791646503e+02,5.699885982444403680e+02
1.154459101357722783e+00,9.796154883421319681e-01,1.352712193266753005e+01,2.331201156193945523e-01,4.545591778670864187e+02,4.546136489606758460e+02
6.717929724421012327e-01,3.603020142289174998e-01,1.141888301531852434e+01,1.049473887294742003e+00,7.484634740304827005e+01,7.256702295764965527e+01
1.789841026949057001e+00,6.148998874473692311e-01,1.102106019727977504e+01,7.606391831759576894e-01,3.071732768655691643e+02,3.075408239694552890e+02
3.895155438352775334e+00,3.192196424940768051e-01,1.196319133326726458e+00,4.178565012442707616e-01,-1.171178765815805889e+01,-1.372106977147749518e+01
1.196144640096747924e+00,1.086605789759481189e+00,8.271550839945838618e+00,5.589161677701528497e-01,2.055258652886635389e+02,2.067163429121967226e+02
1.095427482110458595e+00,9.086076278832835307e-01,1.471495730479426811e+01,4.126393899212149607e-01,4.722523243148420420e+02,4.667264668400009668e+02
3.702770510518112346e+00,8.035257823737946836e-01,5.397765978001599407e+00,6.081049314867017497e-01,1.822422113835545474e+02,1.780033346506177736e+02
3.023546634613951678e+00,1.713403232042165047e+00,9.904701950551663359e+00,4.028942822097077991e-01,1.171668062886592907e+03,1.171276492471947222e+03
7.639973787027831698e-01,3.361946019381081285e-01,6.391427081132871280e+00,1.239750883036599971e-01,2.511065989674736798e+01,2.518339871368607419e+01
1.781600827113886565e+00,1.103619020795146177e+00,1.092895955134070896e+01,4.028460590101328176e-01,5.088418997987267858e+02,5.124117200000562207e+02
3.900041533019609652e+00,1.106968945813578964e+00,1.327900154658132692e+01,7.387589562039634794e-01,2.469437023816600231e+03,2.467661272140228448e+03
2.963104351315370089e+00,1.741814691789866476e+00,1.424275649108032127e+01,5.022891618455049834e-01,4.092181141476491575e+03,4.093296267313380213e+03
4.745772862581687512e+00,7.270318789502665524e-01,1.925367410081669206e+01,1.562087517160444528e-01,9.918953856921469196e+03,9.915186597063564477e+03
3.972025500484320570e+00,5.808601496145846532e-01,8.246885924796579559e+00,1.128573589580903702e+00,3.377410612894865380e+02,3.423310889579705645e+02
3.832672096646013937e+00,1.388007031153870141e+00,6.168591441465074432e+00,2.998264293326649010e-01,4.173783307467082864e+02,4.119897512324478726e+02
4.146425041083700691e+00,6.264826205775357870e-01,3.374237078780190302e+00,6.848316872033876068e-01,4.299748332406278450e+01,4.584012884089159456e+01
8.823802254436212689e-01,2.476740766440808650e-01,1.845915835496802870e+01,7.301582732545753851e-01,1.860086012817304777e+02,1.850786612755638600e+02
2.084643834751470859e+00,3.405574501653200192e-01,1.557016658046139312e+01,1.374165200630328709e-01,4.360268880807774394e+02,4.321780033169021067e+02
4.155835687887300622e+00,3.938569247017064123e-01,1.169156413225712754e+01,6.753650858418928093e-01,5.512044013670927143e+02,5.498437792440984140e+02
1.839038407317682200e+00,1.133374397564468339e+00,7.755635696314270078e+00,1.031536640780873260e+00,2.716098489423391698e+02,2.731394203117667985e+02
2.508926585623657335e+00,1.246753889878606358e+00,8.398060240394816134e+00,9.211351582321760656e-01,4.589542970038208978e+02,4.584169649821550365e+02
3.300944786741680126e+00,1.649441873795172597e+00,3.134406288993877965e+00,8.529600978215727825e-01,9.519754383360211136e+01,9.325136588304032159e+01
1.005337088143785973e+00,1.651194182144232858e+00,9.262883781988053400e+00,3.065026248641634643e-01,3.149382700152411303e+02,3.150258518290742131e+02
3.639962654285448629e+00,2.741783322703763570e-01,1.377953316630857294e+01,8.866010966503877766e-01,4.899869876450179618e+02,4.897005767812657950e+02
2.277678573424414044e+00,7.835770417374310348e-01,1.285412164903942767e+01,3.655999622659529269e-01,6.755496186242157819e+02,6.771035110061154683e+02
4.449437696290566180e+00,8.361430847629056640e-01,1.083971369183826994e+01,1.187464311411544626e+00,1.070277145611769811e+03,1.071363967129521370e+03
2.698755013479746889e+00,5.094256772396499322e-01,7.382433968728110862e+00,9.885146475839902136e-01,1.636159303562343439e+02,1.623834853908408036e+02
6.390261230839243689e-01,1.597231780457450290e+00,1.027755211075301389e+01,1.066945841961867592e+00,2.440780416629258980e+02,2.422388060323888794e+02
3.883079125600092496e+00,1.013050617254348085e+00,1.898828944792449791e+00,8.064916739616221353e-01,3.603360376746506333e+00,3.394506167733588597e+00
3.617328855649128538e+00,3.532929311155754704e-01,1.996731237217341359e+00,3.577717992025349902e-01,-1.176097909126170293e+00,-1.785818346675450918e+00
4.772682431305455886e+00,1.519207155000430021e+00,1.434918175432456877e+01,6.544688697111005204e-01,1.032895606443655015e+04,1.032918430983993130e+04
4.152364657153808203e+00,1.468162939077717333e+00,4.307192632851816860e+00,1.152913536062480704e+00,2.084044727812553788e+02,2.060471386476353644e+02
3.049353001949378417e+00,8.286229607377604278e-01,1.425809560838983181e+01,1.007594204731326659e+00,1.367876141833176689e+03,1.367824178353155503e+03
4.018655928829184987e+00,1.442352635920004289e+00,2.264153745664641004e+00,1.034837830622948207e+00,3.176176032100710245e+01,2.981619219133153464e+01
1.377914383493484163e+00,3.159878458515341104e-01,1.790515149282849450e+01,3.094971541857254316e-01,3.489299108770425164e+02,3.497552555133499368e+02
4.583125611572973490e+00,3.840720351904698404e-01,1.627748554424351468e+01,9.802003103906242742e-01,1.528072809765470993e+03,1.528306061484631755e+03
3.944096031906259903e+00,1.281136482688121969e+00,8.396955142138573081e+00,6.651198762084026272e-01,7.645915765035769027e+02,7.637930191964130699e+02
2.725627642925841698e+00,3.616971567453786118e-01,1.916727929916729778e+01,4.759894907178421342e-01,1.056100012373471600e+03,1.052637321122098228e+03
6.835008185336515218e-01,1.291436257014912936e+00,5.364879596464788847e+00,9.219306169126452177e-01,5.604183435569046878e+01,5.799393259231030129e+01
2.364058054990401558e+00,1.073417642115358728e+00,1.973122698861105206e+01,1.061345358349096601e+00,4.227180757621580597e+03,4.225172871080655568e+03
2.090769118236718072e+00,1.723756479792215357e+00,1.429591841245270167e+01,9.033917509134112844e-01,2.051479338430469852e+03,2.050221826741302266e+03
3.479239397942158085e+00,2.122845295768968910e-01,1.190514853772265269e+01,2.342440219977630633e-01,2.797136596008940614e+02,2.792417303350815700e+02
4.946379133046087340e+00,3.710874445171112868e-01,7.617081346129859654e+00,3.308348232534711331e-01,2.529615943376181235e+02,2.534816225081627294e+02
1.911193922252591104e+00,5.581878395606592047e-01,1.645707897964996613e+00,5.045559083649059362e-01,-2.798584979021342178e+00,-4.189020608707014759e+00
4.700439912396222830e+00,7.182006868791985799e-01,7.639605335804803943e+00,3.833530135173056630e-01,4.348301388731165389e+02,4.334863547984790557e+02
3.578961838714468158e+00,1.992417768589313409e+00,1.376072672214099413e+01,7.834322583071466894e-01,7.112979817651934354e+03,7.109826516547851497e+03
1.216767133820908509e+00,2.471359435745003885e-01,1.544728668458558296e+01,2.078259116650016392e-01,1.848757200726698784e+02,1.866733798868651206e+02
3.543458421876733322e+00,1.516545241589868365e+00,2.929736516632118981e+00,8.995666896241812927e-01,7.599284605039052565e+01,7.471524424320237756e+01
2.992498975006563811e+00,4.230944847820300447e-01,6.593908568832969053e+00,3.770590917271230413e-01,1.269924288716892136e+02,1.257635797796159949e+02
1.730801402280973456e+00,5.658981302049213014e-01,1.224805417067573510e+00,7.663451552401167044e-01,-8.643480431912816897e+00,-1.310024553789750357e+01
