t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
3.827965593118623389e+01,4.965368419986164183e-01,4.573089518048448557e-03,1.001841646707737768e-03,6.011782970911377921e-01,9.486012552610972870e-04,7.383853770151175590e-03
3.828765753150629791e+01,4.965445418463093064e-01,4.572524496669215857e-03,1.048621123260634570e-03,6.011768836776159031e-01,9.759525944094188041e-04,-1.299108784275321629e-02
3.829565913182636194e+01,4.965524600194008986e-01,4.572033952886633834e-03,1.095216600980092932e-03,6.011754719596403840e-01,1.003171355052150625e-03,-1.313684692947526822e-02
3.830366073214642597e+01,4.965605954481234763e-01,4.571617558676992731e-03,1.141624707957701081e-03,6.011740619351797488e-01,1.030255618076147007e-03,2.655740719700095710e-03
3.831166233246649000e+01,4.965689470480440515e-01,4.571274981103824221e-03,1.187842095656344108e-03,6.011726536022049538e-01,1.057203479901723444e-03,3.153958167368236566e-03
3.831966393278655403e+01,4.965775137200643119e-01,4.571005882317897943e-03,1.233865438910203977e-03,6.011712469586892871e-01,1.084013052482446548e-03,-8.433959086863009394e-04
3.832766553310661806e+01,4.965862943504210647e-01,4.570809919557227569e-03,1.279691435924759733e-03,6.011698420026082568e-01,1.110682463304872320e-03,-1.779574536614492337e-03
3.833566713342668208e+01,4.965952878106856261e-01,4.570686745147062996e-03,1.325316808276787509e-03,6.011684387319399248e-01,1.137209855388391548e-03,-5.148278888694582389e-03
3.834366873374674611e+01,4.966044929577642097e-01,4.570636006499897291e-03,1.370738300914360521e-03,6.011670371446647954e-01,1.163593387284977184e-03,1.559088083649992802e-02
3.835167033406681014e+01,4.966139086338979824e-01,4.570657346115463218e-03,1.415952682156848422e-03,6.011656372387654823e-01,1.189831233078962732e-03,-7.376330986573996495e-03
3.835967193438687417e+01,4.966235336666626199e-01,4.570750401580731502e-03,1.460956743694918382e-03,6.011642390122271529e-01,1.215921582386875069e-03,-1.165168557621968845e-04
3.836767353470693820e+01,4.966333668689689174e-01,4.570914805569915168e-03,1.505747300590534439e-03,6.011628424630374168e-01,1.241862640357159486e-03,1.163321696070913902e-02
3.837567513502700223e+01,4.966434070390622346e-01,4.571150185844467806e-03,1.550321191276957502e-03,6.011614475891862153e-01,1.267652627670024000e-03,-8.934563749562279833e-03
3.838367673534706626e+01,4.966536529605228845e-01,4.571456165253081835e-03,1.594675277558745344e-03,6.011600543886655990e-01,1.293289780537187385e-03,2.735583084360417722e-03
3.839167833566713028e+01,4.966641034049034120e-01,4.571832362538576916e-03,1.638806447782552821e-03,6.011586628594703940e-01,1.318772352344096781e-03,1.741926295152373440e-04
3.839967993598719431e+01,4.966747571298246178e-01,4.572278391749450520e-03,1.682711613024321989e-03,6.011572729995975362e-01,1.344098611547993620e-03,7.521849141342166860e-03
3.840768153630725834e+01,4.966856128750050670e-01,4.572793861023967746e-03,1.726387703181893156e-03,6.011558848070462924e-01,1.369266839725808696e-03,-2.308281552502035663e-02
3.841568313662732237e+01,4.966966693673394717e-01,4.573378374146537875e-03,1.769831674299982959e-03,6.011544982798184833e-01,1.394275335469590199e-03,-1.571398234788100095e-03
3.842368473694738640e+01,4.967079253209510936e-01,4.574031530563692910e-03,1.813040508639568536e-03,6.011531134159182610e-01,1.419122414422747296e-03,-6.435673248736660003e-03
3.843168633726745043e+01,4.967193794371916327e-01,4.574752925384094511e-03,1.856011214677886221e-03,6.011517302133518870e-01,1.443806409279833067e-03,1.235742350695927770e-02
3.843968793758751445e+01,4.967310304046411162e-01,4.575542149378527927e-03,1.898740827108432632e-03,6.011503486701282872e-01,1.468325669786330490e-03,9.111306258440487983e-04
3.844768953790757848e+01,4.967428768991081212e-01,4.576398788979903730e-03,1.941226406840963802e-03,6.011489687842583862e-01,1.492678562738404590e-03,-4.135967595498552321e-03
3.845569113822764251e+01,4.967549175836296071e-01,4.577322426283260415e-03,1.983465041001495829e-03,6.011475905537557729e-01,1.516863471982694920e-03,1.037843218424918008e-02
3.846369273854770654e+01,4.967671511084710279e-01,4.578312639045761800e-03,2.025453842932303794e-03,6.011462139766359236e-01,1.540878798416079427e-03,7.939926561992972920e-03
3.847169433886777057e+01,4.967795761111261643e-01,4.579369000686696160e-03,2.067189952191923492e-03,6.011448390509172013e-01,1.564722959985470618e-03,1.173271492847010808e-02
3.847969593918783460e+01,4.967921912163174025e-01,4.580491080287478825e-03,2.108670534555150133e-03,6.011434657746197452e-01,1.588394391687562726e-03,1.242426154416383099e-02
3.848769753950789863e+01,4.968049950359953448e-01,4.581678442591651315e-03,2.149892782013038996e-03,6.011420941457664702e-01,1.611891545568651732e-03,9.308770665914664622e-03
3.849569913982796265e+01,4.968179861693392541e-01,4.582930648004881341e-03,2.190853912772904120e-03,6.011407241623824005e-01,1.635212890724367131e-03,-4.087061639589759099e-03
3.850370074014802668e+01,4.968311632028815095e-01,4.584247252633498818e-03,2.231551171377737543e-03,6.011393558224950029e-01,1.658356913358796300e-03,4.641843956440011923e-03
3.851170234046809071e+01,4.968445247152793454e-01,4.585627809753712106e-03,2.271981832677524762e-03,6.011379891241337425e-01,1.681322118694396611e-03,4.648050532789781836e-03
3.851970394078815474e+01,4.968580692691001444e-01,4.587071867266703622e-03,2.312143192998729856e-03,6.011366240653307491e-01,1.704107026484876636e-03,5.317315286502428094e-03
3.852770554110821877e+01,4.968717954128699654e-01,4.588578968337210170e-03,2.352032573715150468e-03,6.011352606441203728e-01,1.726710172956721651e-03,5.110219363599604464e-03
3.853570714142828280e+01,4.968857016844699936e-01,4.590148652443618721e-03,2.391647324816852018e-03,6.011338988585395171e-01,1.749130112614750857e-03,2.677024142124556985e-03
3.854370874174834682e+01,4.968997866111364847e-01,4.591780455377972477e-03,2.430984824910165532e-03,6.011325387066269732e-01,1.771365418241884274e-03,-2.413639543471356001e-03
3.855171034206841085e+01,4.969140487094608760e-01,4.593473909245966540e-03,2.470042481217689812e-03,6.011311801864239746e-01,1.793414680898905303e-03,1.076289422448724461e-03
3.855971194238847488e+01,4.969284864853896200e-01,4.595228542466947910e-03,2.508817729578290568e-03,6.011298232959741972e-01,1.815276509924243021e-03,-7.998457350854084116e-03
3.856771354270853891e+01,4.969430984342244062e-01,4.597043879773916354e-03,2.547308034447099117e-03,6.011284680333235375e-01,1.836949532933720639e-03,-7.140524462589470725e-03
3.857571514302860294e+01,4.969578830406219394e-01,4.598919442213527872e-03,2.585510888895515419e-03,6.011271143965200014e-01,1.858432395820348642e-03,9.096081997175379380e-03
3.858371674334866697e+01,4.969728387785939949e-01,4.600854747146086894e-03,2.623423814611204174e-03,6.011257623836141484e-01,1.879723762754089951e-03,-1.314622707821397731e-03
3.859171834366873099e+01,4.969879641115076407e-01,4.602849308245553217e-03,2.661044361898099158e-03,6.011244119926586471e-01,1.900822316181610336e-03,2.823922343933860102e-03
3.859971994398879502e+01,4.970032574920849600e-01,4.604902635499541139e-03,2.698370109676399321e-03,6.011230632217083869e-01,1.921726756826078490e-03,-3.462309780154783009e-03
3.860772154430885905e+01,4.970187173624030508e-01,4.607014235209314253e-03,2.735398665482570955e-03,6.011217160688209216e-01,1.942435803686940734e-03,-1.438152081114647991e-02
3.861572314462892308e+01,4.970343421538942486e-01,4.609183609989791520e-03,2.772127665469347260e-03,6.011203705320555812e-01,1.962948194039671433e-03,-2.046245562594857341e-03
3.862372474494898711e+01,4.970501302873459593e-01,4.611410258769544669e-03,2.808554774405728344e-03,6.011190266094744716e-01,1.983262683435567646e-03,1.813447476889849461e-02
3.863172634526905114e+01,4.970660801768549963e-01,4.613693678021571487e-03,2.844677687992945483e-03,6.011176842991415858e-01,2.003378046698255609e-03,9.647639940648380322e-04
3.863972794558911517e+01,4.970821902262417269e-01,4.616033360631218753e-03,2.880494129127320318e-03,6.011163435991233595e-01,2.023293076035583005e-03,-4.796230893113508781e-03
3.864772954590917919e+01,4.970984588239382163e-01,4.618428794308187743e-03,2.916001845841578732e-03,6.011150045074885595e-01,2.043006580313084034e-03,8.971404411310389057e-03
3.865573114622924322e+01,4.971148843500337033e-01,4.620879463788654662e-03,2.951198616635336038e-03,6.011136670223081735e-01,2.062517387553459633e-03,-2.782114329230994491e-03
3.866373274654930725e+01,4.971314651763202863e-01,4.623384850849559559e-03,2.986082250506118599e-03,6.011123311416555204e-01,2.081824344950425343e-03,-4.052732416828381569e-03
3.867173434686937128e+01,4.971481996662930336e-01,4.625944434308601992e-03,3.020650586949364703e-03,6.011109968636062506e-01,2.100926318868466709e-03,-1.353977220773848120e-02
3.867973594718943531e+01,4.971650861751500394e-01,4.628557690024243630e-03,3.054901495958425427e-03,6.011096641862380130e-01,2.119822194842601194e-03,-1.504964154950859043e-02
3.868773754750949934e+01,4.971821230497921462e-01,4.631224090895708252e-03,3.088832878024562467e-03,6.011083331076307879e-01,2.138510877578176077e-03,6.290517774958216332e-03
3.869573914782956336e+01,4.971993086288232222e-01,4.633943106862980013e-03,3.122442664136949875e-03,6.011070036258669980e-01,2.156991290950609121e-03,3.526405706525705380e-03
3.870374074814962739e+01,4.972166412425500504e-01,4.636714204906804311e-03,3.155728815782673623e-03,6.011056757390310645e-01,2.175262378005171290e-03,2.545924829612970525e-03
3.871174234846969142e+01,4.972341192129823284e-01,4.639536849048689522e-03,3.188689324946730307e-03,6.011043494452097402e-01,2.193323100956756470e-03,9.105249174830777614e-03
3.871974394878975545e+01,4.972517408538327244e-01,4.642410500350903531e-03,3.221322214112030177e-03,6.011030247424922202e-01,2.211172441189651183e-03,-2.390944692903326178e-03
3.872774554910981948e+01,4.972695044705167100e-01,4.645334616916476332e-03,3.253625536259394102e-03,6.011017016289696979e-01,2.228809399257319912e-03,2.407740486325091970e-03
3.873574714942988351e+01,4.972874083601527828e-01,4.648308653889200899e-03,3.285597374867554443e-03,6.011003801027356985e-01,2.246232994882159644e-03,-6.444961476044732199e-03
3.874374874974994754e+01,4.973054508115624106e-01,4.651332063453628846e-03,3.317235843913155912e-03,6.010990601618859674e-01,2.263442266955277820e-03,-6.364240699703973755e-03
3.875175035007001156e+01,4.973236301052698649e-01,4.654404294835075631e-03,3.348539087870755146e-03,6.010977418045185816e-01,2.280436273536286772e-03,-5.223463692846009969e-03
3.875975195039007559e+01,4.973419445189813382e-01,4.657524796025603632e-03,3.379505283389524616e-03,6.010964250287338384e-01,2.297214092313027128e-03,1.195475797449218301e-02
3.876775355071013962e+01,4.973603923208572697e-01,4.660693011644442829e-03,3.410132635334788432e-03,6.010951098326340336e-01,2.313774818894687516e-03,9.364903272652333813e-03
3.877575515103020365e+01,4.973789717657790543e-01,4.663908381768876524e-03,3.440419376902635086e-03,6.010937962143242386e-01,2.330117567253819476e-03,-7.759147929781393463e-03
3.878375675135026768e+01,4.973976811028851253e-01,4.667170344318030684e-03,3.470363773066640831e-03,6.010924841719113010e-01,2.346241471044321382e-03,-8.611409835109339744e-04
3.879175835167033171e+01,4.974165185755735075e-01,4.670478335053779469e-03,3.499964120578984671e-03,6.010911737035045110e-01,2.362145683601624916e-03,3.543920167797326264e-03
3.879975995199039573e+01,4.974354824215019844e-01,4.673831787580741762e-03,3.529218747970447496e-03,6.010898648072152683e-01,2.377829377942447444e-03,-5.700733700562116493e-03
3.880776155231045976e+01,4.974545708725880977e-01,4.677230133346285505e-03,3.558126015550412517e-03,6.010885574811574150e-01,2.393291746764566064e-03,9.125790134082614746e-03
3.881576315263052379e+01,4.974737821550090366e-01,4.680672801640522497e-03,3.586684315406865262e-03,6.010872517234466805e-01,2.408532002446600769e-03,-5.474728471074548179e-03
3.882376475295058782e+01,4.974931144892018042e-01,4.684159219596314462e-03,3.614892071406392276e-03,6.010859475322011258e-01,2.423549377047772013e-03,-9.580514607421485550e-04
3.883176635327065185e+01,4.975125660898631064e-01,4.687688812189267848e-03,3.642747739194184160e-03,6.010846449055412544e-01,2.438343122307688651e-03,-9.413973168880501556e-04
3.883976795359071588e+01,4.975321351659492963e-01,4.691261002237738162e-03,3.670249806194031232e-03,6.010833438415893459e-01,2.452912509646124149e-03,-1.604358164166125311e-02
3.884776955391077990e+01,4.975518199206765413e-01,4.694875210402823899e-03,3.697396791608328296e-03,6.010820443384703449e-01,2.467256830162780669e-03,-1.508229846238905159e-02
3.885577115423084393e+01,4.975716185515207668e-01,4.698530855188375217e-03,3.724187246418070741e-03,6.010807463943110829e-01,2.481375394637071359e-03,-6.185185165626051230e-03
3.886377275455090796e+01,4.975915292502174347e-01,4.702227352940985261e-03,3.750619753382856709e-03,6.010794500072407232e-01,2.495267533527916956e-03,1.430761814978212358e-02
3.887177435487097199e+01,4.976115502027619875e-01,4.705964117849995368e-03,3.776692927040885793e-03,6.010781551753906493e-01,2.508932596973483409e-03,8.277766617271734365e-03
3.887977595519103602e+01,4.976316795894094036e-01,4.709740561947495067e-03,3.802405413708960773e-03,6.010768618968944654e-01,2.522369954791004506e-03,6.992211519073972953e-03
3.888777755551110005e+01,4.976519155850030462e-01,4.713556095213528724e-03,3.827755891514717911e-03,6.010755701698878850e-01,2.535578996463051966e-03,-3.764126898794134188e-03
3.889577915583116408e+01,4.976722563673193767e-01,4.717410128241477339e-03,3.852743070436747633e-03,6.010742799925090640e-01,2.548559130326959014e-03,-2.175439515274637560e-03
3.890378075615122810e+01,4.976927001012373952e-01,4.721302067155905974e-03,3.877365689568077357e-03,6.010729913628979348e-01,2.561309783512810516e-03,2.959250589073832323e-03
3.891178235647129213e+01,4.977132449432702943e-01,4.725231315075794324e-03,3.901622519481423145e-03,6.010717042791970943e-01,2.573830402911764757e-03,5.215711924816172906e-03
3.891978395679135616e+01,4.977338890469468202e-01,4.729197273840182389e-03,3.925512363107897841e-03,6.010704187395511378e-01,2.586120455165867148e-03,-1.267733962301808778e-02
3.892778555711142019e+01,4.977546305628110512e-01,4.733199344008168739e-03,3.949034055737013667e-03,6.010691347421068809e-01,2.598179426667854633e-03,-4.567671090426222644e-03
3.893578715743148422e+01,4.977754676384225085e-01,4.737236924858910514e-03,3.972186465016679623e-03,6.010678522850134708e-01,2.610006823560924536e-03,-5.129390043661752330e-03
3.894378875775154825e+01,4.977963984183562673e-01,4.741309414391626023e-03,3.994968490953202354e-03,6.010665713664219423e-01,2.621602171738503413e-03,1.567495424902091289e-02
3.895179035807161227e+01,4.978174210442026792e-01,4.745416209325591279e-03,4.017379065911289189e-03,6.010652919844856612e-01,2.632965016844061434e-03,-2.880376805336576102e-03
3.895979195839167630e+01,4.978385336545677053e-01,4.749556705100141732e-03,4.039417154614042063e-03,6.010640141373601031e-01,2.644094924270859112e-03,-5.601267637677013675e-03
3.896779355871174033e+01,4.978597343850725832e-01,4.753730295874673134e-03,4.061081754142962727e-03,6.010627378232030749e-01,2.654991479161766896e-03,1.073550852296497118e-02
3.897579515903180436e+01,4.978810213683541042e-01,4.757936374528639809e-03,4.082371893937950143e-03,6.010614630401744929e-01,2.665654286409021873e-03,-1.818864134003140513e-03
3.898379675935186839e+01,4.979023927340643918e-01,4.762174332661554647e-03,4.103286635797302219e-03,6.010601897864362719e-01,2.676082970654034780e-03,1.190891697619458553e-02
3.899179835967193242e+01,4.979238466088711790e-01,4.766443560592991714e-03,4.123825073877714076e-03,6.010589180601527692e-01,2.686277176287150611e-03,-7.054286374995480738e-03
3.899979995999199645e+01,4.979453811164574750e-01,4.770743447362581907e-03,4.143986334694278913e-03,6.010576478594902294e-01,2.696236567447466044e-03,2.145042705877315756e-02
3.900780156031206047e+01,4.979669943775218433e-01,4.775073380730016429e-03,4.163769577120488008e-03,6.010563791826174507e-01,2.705960828022594376e-03,1.799811245157059919e-03
3.901580316063212450e+01,4.979886845097781789e-01,4.779432747175047652e-03,4.183173992388230719e-03,6.010551120277050074e-01,2.715449661648472110e-03,4.018301710467065552e-03
3.902380476095218853e+01,4.980104496279558757e-01,4.783820931897484786e-03,4.202198804087793615e-03,6.010538463929260278e-01,2.724702791709134736e-03,2.510036308253811577e-04
