D,T,s,A,P,P_noisy
9.948936141975012859e+00,2.048271962570941795e+01,6.913824730563802312e-01,6.573699218809800016e+01,6.685282173147735207e-01,6.820898207154043602e-01
2.896273677357412257e+00,3.353007063605507909e+01,1.713604572219704192e+00,6.660314760894627284e+01,5.411387348193055224e-01,5.168837596657115396e-01
9.020436184492346854e+00,8.657556846356239788e+00,1.735336250903366961e+00,4.303296839205852109e+01,8.639630073457852388e-01,8.443860204677813286e-01
2.598291834500511821e-01,1.822239388314403996e+01,1.653442084824654712e+00,2.124575355094206230e+01,2.146261565411533567e-03,2.171072842386902527e-02
2.297619246881551280e+00,2.026747481688979491e+01,6.498928686620062400e-01,2.404792700340399136e+01,8.880531347219733362e-02,7.399368181892096441e-02
9.052834584027456444e+00,1.582883996829686879e+01,7.850877707047158038e-01,6.894010725542497653e+01,6.358318740067171460e-01,6.393734511989113134e-01
5.147997237549279070e+00,2.895677599508914213e+01,6.488324692517941639e-01,7.047606801672083066e+01,2.796190185521066907e-01,2.525010373959243881e-01
2.163464602656007152e+00,3.882694566675477432e+01,9.491611154496100156e-01,4.540372287241923743e+01,1.408948669804298559e-01,1.364149437977923707e-01
7.029310983508795019e+00,6.754139782064894959e+00,1.435330900764694606e+00,7.256597784395285089e+01,6.126851753698328018e-01,6.344919225012028985e-01
3.252091844991040759e+00,1.985311301785296223e+01,8.220062081763264139e-01,2.891936587100310518e+01,2.500384759228719833e-01,2.515394027169369218e-01
5.932714642493879253e+00,2.495964736867176015e+01,6.124058909496981062e-01,6.852350550055916756e+01,3.265305317350998271e-01,3.304996987423261534e-01
4.214859124135220014e+00,3.452535386777387139e+00,1.655385550473538192e+00,7.157339961162287523e+01,2.667978938649773202e-01,2.587176215381973843e-01
8.963789963792281323e-01,3.372606342225665088e+01,1.254986153837918561e+00,5.213933442276122321e+01,1.810571746504963109e-02,1.985538273259540576e-02
7.330578834214120931e-01,5.380654117950862236e+00,1.754106267007524478e+00,5.257981948841423048e+01,7.682335901391112998e-03,-2.821892717422794933e-02
9.142857442454731753e+00,5.937035898106822529e+00,1.664391541236760252e+00,6.559940535055781652e+01,7.266577496087500698e-01,6.936911996237262734e-01
8.699090490585707158e+00,5.509562243876207077e+00,5.113772024078431233e-01,2.576958602800683451e+01,1.945156673609419462e-01,2.024201836157046852e-01
4.634761610776752860e+00,9.101205323452676410e+00,1.876692523328873596e+00,3.375488918795571891e+01,6.868816217555721026e-01,6.512295922689210759e-01
2.478169279762931776e+00,3.603628712289463465e+01,1.382707152832995057e+00,4.379558194949667893e+01,3.902449667306192582e-01,4.160566994482148284e-01
1.418397595551531332e+00,1.275603598427809082e+01,1.743320908388215296e+00,6.604683962765520278e+01,7.019201886637660426e-02,8.681979207695740552e-02
9.580095287856808639e+00,1.651455195903975692e+01,8.631253215040841642e-01,7.800870024566488325e+01,7.073116436644091287e-01,6.828796493820564750e-01
5.449783329491467931e+00,2.073311043061906744e+01,6.267473116428554647e-01,4.669975597300599190e+01,3.512440359474208185e-01,3.071975491397470059e-01
1.762990903345806881e-01,3.382854783950385524e+01,1.758507083218582734e+00,2.432501215291084762e+01,1.359356897761565541e-03,-4.749467486708384284e-02
6.293629645731883215e+00,3.795055195743904619e+01,6.065354594463278071e-01,7.681752933160782959e+01,3.115877101646080671e-01,3.173611651301377901e-01
7.599901564782376440e+00,1.591039108871953367e+01,9.583029766312213260e-01,4.365990509925863705e+01,7.330229996967566608e-01,7.307080081263261917e-01
3.109144829105339181e+00,1.269454562691365140e+01,1.064651333150803847e+00,4.587837366238158410e+01,2.276977873639046690e-01,2.542269004482773931e-01
9.801668916378176277e+00,7.939773527281563048e+00,8.964273802231499388e-01,3.304999897025786026e+01,5.685240774607520642e-01,5.775187348018290256e-01
6.838670605969432437e-01,9.763285348745412762e+00,1.804413520573482366e+00,6.245498026685482529e+01,9.584635243506056668e-03,4.032292840054156613e-02
1.206066593382457475e+00,2.591357468162891919e+01,1.432668908344415515e+00,3.916304425058305583e+01,6.547678171297355298e-02,8.256157313029685585e-02
6.077934855169413453e+00,1.667124319066283533e+01,6.847176252059300472e-01,6.689576450997054735e+01,3.614589208086159688e-01,3.420746754543176893e-01
4.678650058135949585e+00,3.343006027706502437e+01,1.868471362899497112e+00,2.831735777438586155e+01,9.803240506146074784e-01,9.761456804516644992e-01
3.758977099746334982e+00,1.758144791322006739e+01,1.548598702198289212e+00,5.518927720002631787e+01,6.158305786419662198e-01,5.984403067907133611e-01
6.994032370172628355e+00,3.627494291260941139e+01,6.218409102133531929e-01,7.190398422983133742e+01,4.342796288877719402e-01,4.274671523947287666e-01
9.296220378618500035e+00,2.586439728374984526e+01,9.272731290044332608e-01,2.725304411758938983e+01,9.243959206066667544e-01,9.135571336583113711e-01
8.617766143040149984e+00,2.707183833206396528e+01,1.284662190070696486e+00,6.863083164223280619e+01,9.553058222985029158e-01,9.501259924343535834e-01
7.293468035733797983e+00,1.487612023551145413e+01,1.633883033541335905e+00,6.609282357825344434e+01,9.088376513083368247e-01,9.354712851787549965e-01
2.964365799644996802e+00,3.351866185972836121e+01,8.858671884699003130e-01,3.043613832581373302e+01,3.194755527174537590e-01,3.078710933521656701e-01
3.105396735786681628e+00,3.314562440832316526e+01,1.829891125964408616e+00,2.283848351919367659e+01,8.380732619110597970e-01,8.136011484598122401e-01
1.863671948791034927e+00,3.971854733882752697e+01,1.048220567624853716e+00,5.432745993318357591e+01,9.006237466463928865e-02,7.685522495122515396e-02
8.769326657229839839e+00,3.791534585720608419e+01,1.855832828768662068e+00,3.292741045093008267e+01,9.998181830064740705e-01,9.896964114496935583e-01
6.800531244818647458e+00,2.512431711487105090e+01,6.128874653629319269e-01,4.518997082593558900e+01,5.078850899033260369e-01,4.956670580507289148e-01
5.800253576091234820e+00,2.765028264517016510e+01,1.609256817932253725e+00,4.826702450403211486e+01,9.596475848869604475e-01,9.557080609891219769e-01
7.946558014600989539e-01,4.342472138636678025e+00,8.832193425871633918e-01,2.964916235566305147e+01,3.266520598916633489e-03,-5.888055626779230625e-03
8.500076193808581593e+00,9.402438729726410926e+00,1.107151649182578135e+00,7.479644574064397489e+01,6.514910523730926828e-01,6.732452412547222931e-01
1.534049647259080551e+00,3.517240273985679977e+01,1.446293709950932316e+00,6.030259446326940775e+01,8.703362588799490318e-02,1.047922118596617824e-01
5.144496778751107335e+00,3.228009104338958934e+01,1.167164468729160909e+00,6.363384390003931657e+01,7.512954458042748751e-01,7.355542084398997149e-01
9.361549784345822189e+00,3.179304175367558827e+01,1.301346005372098213e+00,5.836679472572613747e+01,9.843965789466162519e-01,1.003639518268921060e+00
3.638802264749932291e+00,4.801350439616861365e+00,1.568474598781975260e+00,7.622937798645079965e+01,2.507513811578925278e-01,2.783384026206724426e-01
4.630721584417739400e+00,2.163697564930602013e+01,7.986131192402727841e-01,6.362398433458459124e+01,3.457349506317820564e-01,3.454228531652946410e-01
9.452559840136132152e+00,3.870795867224121167e+01,1.974387743474750767e+00,4.060928379641941888e+01,9.999343576819785806e-01,9.826721770568944692e-01
3.043691648085572243e+00,3.513020972790295815e+01,1.706087023079339016e+00,2.072661913639785070e+01,8.079978050723136684e-01,8.163620836749801990e-01
4.577454739998062294e+00,3.986028057627725474e+01,1.857980818863529393e+00,7.623687283211006616e+01,9.169739304420705395e-01,9.150484559327091150e-01
3.874517889141568805e+00,2.606242343277038032e+01,7.815049523710693169e-01,3.582362273613722436e+01,3.554419089974262258e-01,3.618682247342520086e-01
4.131050541393739728e+00,2.977042083542044537e+01,1.306578840246419349e+00,2.067319082393569118e+01,8.156093811552205253e-01,7.940788822274920111e-01
4.368786645802761548e+00,5.754899594719720568e+00,1.330748456331738883e+00,6.773341449112969315e+01,3.107341968078741745e-01,3.524079109962828249e-01
9.910159281833756495e+00,1.689739974347876483e+01,1.146273621486550098e+00,3.372102016313873918e+01,9.113350081797444435e-01,9.071401627099756615e-01
8.073728472722230265e+00,3.165888562803852935e+01,1.319919461479100775e+00,7.982898043520002318e+01,9.490367523754206225e-01,9.594116314132042911e-01
5.039430581817714305e-01,1.078937018526281655e+01,1.575434817043066316e+00,7.987502939220009068e+01,2.966287477515483495e-03,-9.151809605100319142e-03
6.130808618208218874e+00,1.760247184487820249e+01,1.574037692048040560e+00,5.695767944971608188e+01,8.913463689490042086e-01,8.942834270677799680e-01
2.163716514660373180e-01,4.276625991876782606e+00,9.309606552737631491e-01,3.262553389449632135e+01,1.965687552252237680e-04,-4.582735537039265422e-02
8.752567625386392658e-01,1.775422228175847650e+01,5.545475216695232579e-01,2.769065232222331119e+01,7.313372254513783588e-03,-1.885054659306280647e-02
5.873474938547010638e+00,1.114469096567298578e+01,8.392900231034641223e-01,2.846269281435807841e+01,4.360622516420160633e-01,3.865048753458266706e-01
6.243849418103362581e+00,2.721613481759337105e+01,5.158097924529165823e-01,4.244284017061623615e+01,3.754567565978446098e-01,3.951604800063527878e-01
1.788318656849251731e+00,3.699265543015835789e+01,7.524179686338986484e-01,6.154350839766717485e+01,3.219747558534058474e-02,4.379140133044662209e-03
4.091970907916264721e+00,3.097424488393743403e+01,6.238174412325602214e-01,5.885294772751124981e+01,2.019974815779803645e-01,1.708085302345824508e-01
3.669047473953639837e+00,2.090635917606291727e+01,1.711384641320981004e+00,3.725766430336264534e+01,7.542167582419921912e-01,7.767988797889352481e-01
7.068128740635951424e+00,2.578688371293010206e+01,1.526895854785873530e+00,4.289540289981198384e+01,9.755891455909095900e-01,9.658162755156628476e-01
4.256577407641602306e+00,2.025317154918581863e+01,6.471371512175942975e-01,4.600110770054377696e+01,2.429371888452901418e-01,2.396847577454417622e-01
3.907225583192890817e+00,1.854097410119893041e+01,8.748838464085211264e-01,7.921441202205194543e+01,2.325583606762887667e-01,2.541595420737666755e-01
8.272393457791446636e+00,3.745722220479753162e+01,6.588538739121816423e-01,4.704567860834706750e+01,7.496666105722127327e-01,7.596289885656782870e-01
6.718475823824529236e+00,2.112446002821323532e+01,1.278868729091946710e+00,5.652777165800234371e+01,8.775880916606735305e-01,8.840200029591521735e-01
1.196388338487082148e+00,1.800427291460908208e+01,1.727732250733016173e+00,2.699593606472352292e+01,8.086802220212807590e-02,9.416807028405614621e-02
5.445005748149474023e+00,2.872115406695955109e+00,6.277154160004019268e-01,7.092357873277252622e+01,7.451352623038098866e-02,3.575250752443506069e-02
2.324256865758852708e+00,1.022411806887784103e+01,8.115117995111573723e-01,2.540335225870652636e+01,7.290028713077778555e-02,9.901289553985273550e-02
2.771882992236144982e+00,3.392417116074258132e+01,1.771389950950388315e+00,2.293573068054376662e+01,7.424876330605784114e-01,7.693342732590983113e-01
6.167558724855128460e+00,3.554703478219249924e+00,6.001674373395367024e-01,5.993280447658208487e+01,1.035030880673092346e-01,1.407687487121516146e-01
8.665288110198501315e+00,8.953055072656340485e+00,1.799932807436092075e+00,2.760529836101071055e+01,8.816551134787518063e-01,8.400141891373369418e-01
3.652357072611096545e+00,3.508867590966095662e+01,1.463817398553102445e+00,2.447816653089611805e+01,8.344294885476003509e-01,8.177275422290622986e-01
5.265238758162854360e+00,3.557108242537923815e+01,9.881844780752546686e-01,2.284997511486491817e+01,8.419954248760085358e-01,8.310675172347273820e-01
8.731801262907026295e-01,1.891062424761846472e+01,7.349301795997442710e-01,5.830968021732279993e+01,6.053707081321246797e-03,4.054282834755552900e-02
7.763887323557270292e+00,2.702613182814633319e+01,1.396312045580717420e+00,2.413372435098210644e+01,9.836809487053175260e-01,9.953789256841811817e-01
1.816681675275207519e+00,9.440040426992013067e+00,9.512712400116364320e-01,3.724039682239771309e+01,4.676259649822833708e-02,8.266147913748721210e-02
4.045251216707477226e+00,2.231812931933302480e+01,1.064091423462973696e+00,5.440816647425457830e+01,4.769070239754656937e-01,4.863678674581189965e-01
2.816768741672548426e+00,1.950642064681342802e+01,1.626617236279813694e+00,5.687099393909288381e+01,4.373165270582776154e-01,4.249357203755786405e-01
5.241700170013193549e+00,2.877144909413831897e+01,1.080082368950079807e+00,5.967465315249775415e+01,7.094581716300996099e-01,6.839239557201541864e-01
3.065747579496610697e+00,3.206338351936244635e+01,1.997564868124650062e+00,4.449759973444692207e+01,8.049810540995983033e-01,7.940345459476914058e-01
4.736270512011829581e+00,9.138127058868786179e+00,1.984088865768166121e+00,2.560070920636265868e+01,7.330494960979896391e-01,7.615272601047762269e-01
4.465853576286654025e+00,3.796582302305225198e+01,1.957851600197228370e+00,2.806629758028287824e+01,9.873462508135811833e-01,9.707912958233185785e-01
6.169725512861459649e+00,3.162696548189650159e+01,5.043031153840940028e-01,2.525514419318162140e+01,4.588498094286725948e-01,4.237282900391486362e-01
6.920469315303342306e+00,1.638613009734363146e+01,1.184948811929072754e+00,7.138557058779369413e+01,7.666554770895601667e-01,7.727958506887886436e-01
5.362754421477917255e+00,3.947368309891104587e+01,1.477939539926137247e+00,6.268586294122636815e+01,9.287990382390470812e-01,9.567629058622931781e-01
7.451755358213604019e+00,1.619029197808493947e+01,1.178914679299752466e+00,2.836239514458256039e+01,8.515897717457265870e-01,9.008578534095710300e-01
8.986243416560586894e+00,2.871997895069986484e+01,6.705104516621538391e-01,7.085352906973069764e+01,6.420377468665310339e-01,6.676015641441352955e-01
4.632424815441720689e+00,6.928196307340585669e+00,1.642476934797726162e+00,2.739241943115946043e+01,5.243721531028702199e-01,5.443209766998400312e-01
4.245216313621819060e-01,3.963122876660681726e+01,7.432538666181235376e-01,6.188004504699103592e+01,6.180361140801782227e-04,-3.459897638209045306e-02
7.692299599752520756e+00,3.890424670541509045e+01,9.708892731203291326e-01,4.316933720384946582e+01,9.365283973159743702e-01,9.295070350260263847e-01
4.644246813201928781e+00,3.956652434850506239e+01,1.000452543283075979e+00,2.149959141526388962e+01,8.104364617279816718e-01,8.034005666198973383e-01
7.847455883640017227e+00,3.144866581144466977e+01,9.787315734002659529e-01,3.630652878372891479e+01,9.268126439109257708e-01,9.300601174470148891e-01
8.550243731995877283e+00,3.769709175156763514e+00,1.896107804082707737e+00,6.234215833422763353e+01,6.091040445470871090e-01,5.909856388883714118e-01
8.609752423597946125e-01,1.277789530137964746e+01,1.262396137516269334e+00,4.896835982729079007e+01,1.333521800590731221e-02,2.971062723631269498e-02
4.041637915277295434e+00,1.966097884502860271e+00,1.363610168586945726e+00,6.711541560217703761e+01,1.167689667627461736e-01,1.423528659772574367e-01
7.431667641215033093e+00,2.090133337278364678e+01,5.674598321081860686e-01,6.322211152305716553e+01,4.010423482210524471e-01,4.037163395279018130e-01
4.571768200889905209e+00,2.514308979101148367e+01,1.850839432193778666e+00,5.121012878171005411e+01,9.196649554001987692e-01,9.143062499905240115e-01
4.568474844083175057e+00,3.914247700534405539e+01,1.982110182494440709e+00,2.839323159098788807e+01,9.911422108684244670e-01,9.953916073025561584e-01
4.837621383078813508e+00,1.213308006367252823e+01,1.169284336391722690e+00,2.565589099034307452e+01,5.509541058550420090e-01,5.589988124785244539e-01
9.885592659920440894e+00,2.430116143771587645e+01,1.246727758882848480e+00,4.170025240319095872e+01,9.739196456025462911e-01,9.902296113872842698e-01
2.475497409420446715e+00,3.965950701577824589e+01,9.424973397178053602e-01,3.086691764125618320e+01,2.623387073237430922e-01,2.454944720995284602e-01
