C,Na,R,R_noisy
3.588665460266511786e+01,8.753638034802408185e+01,5.202101617774848030e+00,5.172174007396605155e+00
3.210867694111836101e+01,1.311510846943017157e+02,5.738631635104314732e+00,5.779015420215999121e+00
6.327740919826177901e+01,8.510622013782607098e+01,3.144675044391803453e+00,3.091786639079836974e+00
4.156869370019251164e+00,9.140539191261188989e+01,6.262012470804428688e+00,6.242409721577137027e+00
5.139611576328486109e+01,9.848352414776897490e+01,3.793968191973371429e+00,3.827809966587339296e+00
7.552211557082081583e+00,8.628383582653931683e+01,7.674205054765425693e+00,7.761728112488765596e+00
4.360091137702251274e+01,9.504843342247515636e+01,4.411277313847292270e+00,4.351691813148603316e+00
1.818456697076751993e+01,9.381900474494170794e+01,7.689110538931165806e+00,7.695182086832041968e+00
7.821738481965665812e+01,1.192578122240668108e+02,2.572962184688891707e+00,2.555861435481458166e+00
1.113527605599075265e+01,1.021116823821966619e+02,8.338282115868857147e+00,8.408050708537453843e+00
2.606248749523278718e+01,1.551668024764576046e+02,6.684287026477040428e+00,6.766435601698139735e+00
1.723111343797534190e+01,1.139787984369550600e+02,7.957386772671575237e+00,7.997783297860317830e+00
2.111158719687717777e+01,1.188240112388037915e+02,7.402532125295979704e+00,7.429162401813982797e+00
5.455178086652219349e+01,1.377853008395325674e+02,3.567038645660283169e+00,3.746251960702918549e+00
5.954506825799657399e+00,1.087105751014860004e+02,7.616083215620990998e+00,7.528903219646574385e+00
4.982523630936609749e+01,1.462895468026361527e+02,3.888324600578207502e+00,4.052088120722384446e+00
4.192209856602082851e+01,1.176737412982653836e+02,4.574162777574628080e+00,4.628030667549329458e+00
4.309426933120205305e+00,9.710816448855112526e+01,6.509322261354055783e+00,6.356069745175435770e+00
7.584327931408549262e+01,1.016492865273683179e+02,2.662848309471339103e+00,2.675859277817199455e+00
3.904247054086633284e+01,1.362387997968282036e+02,4.879058386703862382e+00,4.737679052064791563e+00
4.890211439255271131e+00,1.574121138001830502e+02,7.858900706307030859e+00,7.846646329214737037e+00
4.367640594259566456e+01,1.203299963527934722e+02,4.406845584685768813e+00,4.204018558018211671e+00
3.110184384992627571e+01,1.475367383097010361e+02,5.896853310817698812e+00,5.969876808662822221e+00
8.873841778402832503e+00,1.089415200970372126e+02,8.304417189491381635e+00,8.225584164734570436e+00
6.234791355285869940e+01,1.004080103464477105e+02,3.170450639214406952e+00,3.335731958706328992e+00
7.100872526091251302e+01,1.324205347902579035e+02,2.787713394998513117e+00,2.715440617271858592e+00
5.617142919809101897e+01,9.889793967582917844e+01,3.492723446457715042e+00,3.498343214538148782e+00
3.687679775585324649e+01,8.643782115295299207e+01,5.086995014441446195e+00,4.951412333040387637e+00
6.631839841520108791e+01,1.166483704756587656e+02,2.980992196433451813e+00,2.968331279035311354e+00
2.313458613078772874e+00,8.000900052173059862e+01,4.183638966308805607e+00,4.188231336015006967e+00
1.773813681171590417e+01,1.119785425223905406e+02,7.875748971107601193e+00,7.926634946966895967e+00
4.688968717293016653e+01,1.297474143295778219e+02,4.124219298977020998e+00,4.371596548471663013e+00
1.575700105972707377e+01,9.866470624636420439e+01,8.023364079804041538e+00,8.188473500193321541e+00
5.296619658723078317e+01,8.131445480730383224e+01,3.699116399830621127e+00,3.777920296426694247e+00
3.899859842889590311e+01,1.213596935650759860e+02,4.879031255472745521e+00,4.847017110058991385e+00
6.559937641642362394e+01,1.494749777320485578e+02,2.985567374640903715e+00,2.957871853756516067e+00
7.864642658938527120e+01,1.362796943952864694e+02,2.543974265837108728e+00,2.514085232238109757e+00
4.970285670450038218e+00,1.409644765868015668e+02,7.689246806885431162e+00,7.604929655058943361e+00
5.912679036372336583e+01,1.415002310481289101e+02,3.299992463847330360e+00,3.368358528839922261e+00
5.312131924192714294e+00,1.033694370903664606e+02,7.231900643178924781e+00,7.227734221808645110e+00
4.316234269946955493e+01,1.497490301221733660e+02,4.454865646252052613e+00,4.509273303756299534e+00
2.891576654271689151e+01,1.160990863090956111e+02,6.174185619807108338e+00,6.151267422550644959e+00
3.848399772111012140e+01,1.563782533395644236e+02,4.946579124262383331e+00,4.985917744841937171e+00
5.956300862877687763e+01,9.733147695823603840e+01,3.309421335950861298e+00,3.487591182216358554e+00
9.826764420497078323e-01,8.581868081969960826e+01,2.325570859298602855e+00,2.363289026623405675e+00
5.076286700701675869e+01,1.199557513448070267e+02,3.829013199590601602e+00,3.924507511836114571e+00
7.027518625292933052e+01,1.208995460156304347e+02,2.824417257174271167e+00,2.742755525903229685e+00
7.116816700023123587e+01,1.542678642596810619e+02,2.765213208251237731e+00,2.753826019237698652e+00
4.095981273672904166e+01,1.266295567203543442e+02,4.672461381588003171e+00,4.638223209897807564e+00
5.200653613190378621e+01,1.273723538533978967e+02,3.738900194618777206e+00,3.793076014212776403e+00
1.287276884714564140e+01,1.217814700003353039e+02,8.479468366056160278e+00,8.513393723916625078e+00
1.694338280391601259e+01,8.016002117768117330e+01,7.706047647157729941e+00,7.643323209800369611e+00
7.825764852092625290e+01,1.588105555982771762e+02,2.536617003774878754e+00,2.576680783146968245e+00
3.338082745536786522e+00,1.088952154165835395e+02,6.013286609866862698e+00,6.031085666291257752e+00
7.278443916511984924e+01,1.098217369017842628e+02,2.749168886423443148e+00,2.598341302449566736e+00
2.174537510626299763e+01,1.430896604494211033e+02,7.378656006938883571e+00,7.381760936178809906e+00
4.269799977708666461e+01,1.489311260457072308e+02,4.499892620818394029e+00,4.625106072060705564e+00
1.922856147983010544e+01,8.815449611734806012e+01,7.504030292183360373e+00,7.421951682959087471e+00
7.662954683709732429e+00,9.028082475435166998e+01,7.784917450982192122e+00,7.901224136523161690e+00
6.920410892916129342e+01,1.357065192475164395e+02,2.850923200217421183e+00,2.928084786747163992e+00
5.072127612202968550e+01,1.402293945325944549e+02,3.824348280384668008e+00,3.849234820196246520e+00
7.019428042055832861e+01,8.926884991940215741e+01,2.863857325590996261e+00,2.916383938236418505e+00
5.068780081117216696e+01,9.237089118773315022e+01,3.845724682358393931e+00,3.773559961736331125e+00
5.770129762989898836e+01,1.264684874307143758e+02,3.386905419024528463e+00,3.466019558173026205e+00
9.869030456318022004e+00,1.300481991300555364e+02,8.619085640051988406e+00,8.485619092927302987e+00
1.143259417424979940e+00,9.582461651596732111e+01,2.835171317108038824e+00,2.731736958062156440e+00
7.438989493572570666e+00,1.495444481363864497e+02,8.567474287244733588e+00,8.630373133106331807e+00
6.813880997841975784e+01,1.070277341816818790e+02,2.918169935580666063e+00,2.817034304511460086e+00
3.129739482310338605e+00,1.097996565703008685e+02,5.839238584108120023e+00,6.049405981650504138e+00
8.237560364696765447e+00,1.024882703988125741e+02,8.119619863816744498e+00,8.162889299992311720e+00
8.758058204801562496e+00,1.371095547036347853e+02,8.619238073664829969e+00,8.719540668847432840e+00
5.675321027489876435e+00,1.237468944198874397e+02,7.754932185433082381e+00,7.861777861095873732e+00
2.684158923454841528e+01,1.386524008000490653e+02,6.532811457083404605e+00,6.503547739594643495e+00
4.802541838482944314e+01,1.281982771737102098e+02,4.032474711748161411e+00,4.045198260002363710e+00
7.336831139574695726e+01,8.675193285676562027e+01,2.760524265939489297e+00,2.818305137117749215e+00
1.402738823170426130e+01,1.307580072988955635e+02,8.446639936920139036e+00,8.457700140395894906e+00
4.432859837476929243e+00,9.277035117243048035e+01,6.487757838704030000e+00,6.655941097246727445e+00
7.719022470911234279e+01,9.535962948830470509e+01,2.632135965153093338e+00,2.746292370415579942e+00
1.160928830950321000e+01,1.246226044531834702e+02,8.567581517916618594e+00,8.600420614878091286e+00
5.919936683307116709e+01,1.218368279904370013e+02,3.308764397413127334e+00,3.446511169092013382e+00
7.434539443147194504e+01,1.070232282256163359e+02,2.702053113211094537e+00,2.720359867240551566e+00
3.310693466946519692e+01,1.334159278009142326e+02,5.604608481596939029e+00,5.693566243819768502e+00
7.886272285289331307e+01,1.037519563136655023e+02,2.573804617793415517e+00,2.601258544037790443e+00
2.536697288597969902e+01,8.746393308558943147e+01,6.610594392384815166e+00,6.594992593205436293e+00
1.359507851187063920e+01,1.064669625923443590e+02,8.294392289447399591e+00,8.211546167433699139e+00
6.890781110778320340e+01,1.118536494071348386e+02,2.883832373599850563e+00,2.822852415398431347e+00
5.272702382984998337e+01,1.227778048520544445e+02,3.692325171805362238e+00,3.708030478365843763e+00
2.454494539086151406e+01,9.825911217999282599e+01,6.782445622244547501e+00,6.835566624332668262e+00
3.618699728410156524e+00,1.426061431616134882e+02,6.869639336081648118e+00,6.666402842508665216e+00
2.416234236791680701e+01,1.565623867302430199e+02,7.001948741673039933e+00,6.970515338970684205e+00
5.014040385622541862e+01,8.796482303828352656e+01,3.885989901883662334e+00,3.953410650688090833e+00
4.584622764116871707e+01,1.557242992672464084e+02,4.208306834309507138e+00,4.201348141945564940e+00
2.228620064167902726e+01,1.006835236828798088e+02,7.139130147877223109e+00,7.037432670162983683e+00
3.366460960547937731e+01,1.111165196782775126e+02,5.507971616353497524e+00,5.415083596763372142e+00
2.739543640860060947e+01,1.352341242936465449e+02,6.439867315135538561e+00,6.616391751550282585e+00
6.549836979047369390e+00,1.030344045543907043e+02,7.724602618545543642e+00,7.573177391742332176e+00
5.148887055168480487e+01,1.033324406272691647e+02,3.785345723568341647e+00,3.759797219707812665e+00
4.345693674078508906e+01,8.365517877909965705e+01,4.420630566913016146e+00,4.510806106434372076e+00
6.952746018500371861e+01,1.374696994324673938e+02,2.837396540837707981e+00,2.645094194477313643e+00
6.450923065331031125e+01,1.144659501271630972e+02,3.059657011293346773e+00,3.134206000474179188e+00
3.255313008201022740e+01,1.459972787486666164e+02,5.690436371953593309e+00,5.542025470169578583e+00
6.149155862659195293e+01,1.594285501233125615e+02,3.168450556500265414e+00,3.276263233873388803e+00
5.006390423416153368e+01,1.533954603295697439e+02,3.868279428280520627e+00,4.141641728020260871e+00
7.332401693076396043e+01,1.188140035290774961e+02,2.721684961613384690e+00,2.603330325994309469e+00
1.847121069814113525e+01,1.401734106354803657e+02,7.902221029639194150e+00,7.902185776672204121e+00
2.447032770763921761e+01,1.056112036139840882e+02,6.822784424722985186e+00,6.866226666906192655e+00
3.877666599882314102e+01,1.499943990562238127e+02,4.912037961344224435e+00,4.861704502878581025e+00
1.132639103988635298e+01,8.871755477385733002e+01,8.152814244805393074e+00,8.214126742267499282e+00
4.650154732689716752e+01,1.208687212088306069e+02,4.158189318526678946e+00,4.093581624392848894e+00
3.186853801010684251e+01,1.202006273845252338e+02,5.759074718706500562e+00,5.709141574461014557e+00
5.925268974944955147e+01,1.553418377169037399e+02,3.285630260412045089e+00,3.210562844323090026e+00
6.449719474174442269e+01,1.463275858390103963e+02,3.035589836318788315e+00,3.036961186609011598e+00
8.246554507982342130e+00,1.463060118836224888e+02,8.653682983070208223e+00,8.707599362989983049e+00
7.966828424261726127e+01,1.495070448717817158e+02,2.504573563609246989e+00,2.608289338886038866e+00
6.275322328330504718e+01,1.404179421764648623e+02,3.119061256934490878e+00,3.114599232610132162e+00
6.054573050575833548e+01,1.184311582168096493e+02,3.241994954952186703e+00,3.141198226976784635e+00
1.987387966546240037e+01,9.314241355825815560e+01,7.452372883027257977e+00,7.410284957008220985e+00
2.079740558685281826e+01,9.963352855228608007e+01,7.358914011581704884e+00,7.313550892872788367e+00
7.030653686851542261e+01,1.114344793115375865e+02,2.832860395209080728e+00,2.799831982881269443e+00
4.271417842118372832e+00,1.251008286391191291e+02,7.048342357814926018e+00,7.112684619405293063e+00
1.014338080595546288e+01,1.569440154793078364e+02,8.839512219800365500e+00,8.831464891979338816e+00
4.853607677740792070e+01,8.229110761496882276e+01,4.004287910966969122e+00,4.019406569751672542e+00
1.931008099981846016e+01,1.526843003817567137e+02,7.809620570135760609e+00,7.820378285098986915e+00
4.179880162403893706e+01,1.099841520780012445e+02,4.584756552913859196e+00,4.581247765492858726e+00
4.266389865814642945e+01,1.200648741430678257e+02,4.502325320199921599e+00,4.460444670816413826e+00
3.237343689321500761e+01,1.367796510683961628e+02,5.707534767733173808e+00,5.785730749556686980e+00
6.406987993651667068e+01,8.346077413332153583e+01,3.111894914024227354e+00,3.108065277018121630e+00
1.659393055020901642e+01,1.012366515065801025e+02,7.949574162062699401e+00,7.943293476573926704e+00
6.052202774273490604e+01,1.399516505211549600e+02,3.228310867491013259e+00,3.121000460129689014e+00
3.343456083871048179e+01,9.750283264509202752e+01,5.517775160054226191e+00,5.451960784998012066e+00
7.235107944344076714e+01,8.691928110094301019e+01,2.793349216261209911e+00,2.737816676475192779e+00
1.278283499246766652e+01,9.386477284777269858e+01,8.203261504861568909e+00,8.264265430918632305e+00
1.865045209149267080e+01,8.111955455423334627e+01,7.516006232455953118e+00,7.344620403309781054e+00
2.661059155458664094e+01,1.514132310133975352e+02,6.589769693443200183e+00,6.666495562916717077e+00
1.705280808959825123e+01,1.235385505643055808e+02,8.036769244523100042e+00,8.052524195019321596e+00
2.477092645691254802e+01,1.361310917248808323e+02,6.861305812746905985e+00,6.793426350389428769e+00
3.102730050302324827e+01,8.396010760660865913e+01,5.799936809111541081e+00,5.717806594067442738e+00
6.229298753492197704e+01,1.435990796111840098e+02,3.138791598480301204e+00,3.192575772602602946e+00
5.568808106262056157e+01,1.155662548466463591e+02,3.509785451107484633e+00,3.534097302729660495e+00
6.275885672669253523e+01,9.769822833872521528e+01,3.154174118185349318e+00,2.958819679915460910e+00
4.422175992796054089e+01,1.435217283766311027e+02,4.355514587363124690e+00,4.289227589045840894e+00
2.362490026681206601e+01,1.046915644632900779e+02,6.950464562642969746e+00,6.861507918006656048e+00
1.194158151761295805e+01,8.263183518436419206e+01,8.059154541306522646e+00,8.054635767632266408e+00
7.615734389929292547e+01,9.131394667266933141e+01,2.668044245234422185e+00,2.607065682901635650e+00
5.030365943739908374e+01,9.230060448854712263e+01,3.872807614943773125e+00,3.921309126264944211e+00
1.714893423273085560e+01,1.071118699378233998e+02,7.923585507730850352e+00,7.874023545223665543e+00
2.490821740321090516e+01,1.018022082932736794e+02,6.741053256282597772e+00,6.716054619979757945e+00
4.590307201017614602e+01,8.363935950287728360e+01,4.210567262282957302e+00,4.337207135774482580e+00
3.740511905360859402e+01,9.017914942795273703e+01,5.032761557148044851e+00,5.011308491089065065e+00
4.029662597108067956e+00,1.582820463639369564e+02,7.384393003720976623e+00,7.337148916106059460e+00
2.504266102288458029e+01,1.580990110283773049e+02,6.857124866598864443e+00,6.863322648463350717e+00
4.582303120503443949e+01,1.530119302732379936e+02,4.210758912115417196e+00,4.083387931441063934e+00
6.500605224342686483e+01,1.428271494664041654e+02,3.015603793443422109e+00,2.858291309339692887e+00
1.579389538948129612e+01,9.390201712846733528e+01,7.974785626210621814e+00,7.973904386587947535e+00
1.928521673109844059e+01,1.353735462626170261e+02,7.756230644238197414e+00,7.699193911271485113e+00
3.398359174158773044e+01,1.036789780893973472e+02,5.457455554222306660e+00,5.316309417157303763e+00
2.363437024927257823e+01,8.853762001843765006e+01,6.872467030825875511e+00,6.966374146702025705e+00
6.660194185859030824e+01,8.473481477555340291e+01,3.005137557221483124e+00,3.074767518676523093e+00
4.450188614667135312e+01,9.612502331004240830e+01,4.331073424679907191e+00,4.354428004219748516e+00
