T,C_S,k
3.792650236821871204e+02,5.437430741939144330e-01,1.378361482392907966e+01
3.959327193583664553e+02,6.951840218047246056e-01,2.269869853786075353e+01
3.577190125993184893e+02,1.739690209742996430e-01,2.400373870364834161e+01
3.611784680434215034e+02,1.253758413673953520e-01,4.791281690221600797e+01
3.580902730716620113e+02,3.020181377259135158e-01,1.022216331116433885e+01
3.608068012478289575e+02,7.643369969268274389e-01,2.361899185800161227e+00
3.774750113656706390e+02,8.819979633890547843e-01,5.141497816385470543e+00
3.425636941421549295e+02,1.131505465694896129e-01,1.611407674114208533e+01
3.511657911932824732e+02,7.939980348771584762e-01,1.149942109701630688e+00
3.120435411046981926e+02,5.129563805390729980e-01,1.220696820153294726e-01
3.512708496463692995e+02,9.969167596422573441e-01,7.561901458319236768e-01
3.854978190479933460e+02,4.707946515084786565e-01,2.543592361316855488e+01
3.084866684491817068e+02,4.938823917087405424e-01,9.539902213888970528e-02
3.907520146738174844e+02,2.833721958505794891e-01,7.933938748327453538e+01
3.138429610765647340e+02,3.352274498370380607e-01,3.047337694029035315e-01
3.454071716558123626e+02,9.721133413341831453e-01,5.245764286118453912e-01
3.577395608300780054e+02,1.260642471042431878e-01,3.828402510825281269e+01
3.979465941772093061e+02,9.739747705161336810e-01,1.365485838352664416e+01
3.680001953683349143e+02,7.150813625178771282e-01,4.236230750856277538e+00
3.594831364267175218e+02,4.404270647714184639e-01,5.862271638670256912e+00
3.639784978356763645e+02,7.578579757478826062e-01,2.947762094613277650e+00
3.362986581572203590e+02,5.392717954030947780e-01,8.002946819892754471e-01
3.969086486118120547e+02,1.779077757211164068e-01,2.198771144700446314e+02
3.945604737850165407e+02,3.110098382850081666e-01,8.380604439207630207e+01
3.279691666425705421e+02,6.769079625497376185e-01,2.769820793328280351e-01
3.056425625536035113e+02,6.363832383252041591e-01,4.631760247248663254e-02
3.217443087056626609e+02,2.839447099807373975e-01,7.886326498686876407e-01
3.051258954133795100e+02,9.461214041188314994e-01,2.099866780870665584e-02
3.860634809568612695e+02,8.979692179482167136e-01,8.216464391274408641e+00
3.356534445125540174e+02,5.324591713115955915e-01,7.800270336692285422e-01
3.896610481022102590e+02,9.675089440019040143e-01,8.770788910595172183e+00
3.501644795220965420e+02,9.573920208221138595e-02,3.385578438759484499e+01
3.060391173286075741e+02,1.524059684294188366e-01,5.630888708602328485e-01
3.875192404881218522e+02,2.903841180941328370e-01,6.397554657913705967e+01
3.221959014137129316e+02,6.198423197816948366e-02,7.766158086674053607e+00
3.721998025549456770e+02,9.740443189460713524e-01,3.101699129852300896e+00
3.034183169075195110e+02,7.682680947170659191e-01,2.656135098649011969e-02
3.022576054697859149e+02,6.697638098570400933e-01,3.080000625598245875e-02
3.341869215693072874e+02,6.340353505283122804e-01,5.072455658891154018e-01
3.546045610382062137e+02,3.269369542459065192e-01,7.099206123443862815e+00
3.820314115308171949e+02,6.071297169619740419e-01,1.330480775220386214e+01
3.955806404794881246e+02,3.065825105789678484e-01,9.050721861958680847e+01
3.050413897350451862e+02,8.848509713069473426e-01,2.365175845381940409e-02
3.191568802171861421e+02,1.325117594588288150e-01,2.160723836768362549e+00
3.603474558229452782e+02,5.124287346843583446e-01,4.743669239393718762e+00
3.512329982496809180e+02,6.163907212203230124e-01,1.842337437415455970e+00
3.459061894768245793e+02,9.533999969334506774e-01,5.639406549080917541e-01
3.869110548601186679e+02,6.982695488910496406e-01,1.367434228683937825e+01
3.802482913133894158e+02,5.656892006438038467e-02,3.555408798416415834e+02
3.452663174657088803e+02,7.580892123829885421e-01,8.272811114401487087e-01
3.219093746428886220e+02,5.747580170982530268e-01,2.293417308179296898e-01
3.029941738924593437e+02,5.757146000091822868e-01,4.364631314623124841e-02
3.348776852644282371e+02,3.168870499841522359e-01,1.838408610666708354e+00
3.777949718566752040e+02,3.240116570899188031e-01,3.080986621943409176e+01
3.080914479344531856e+02,6.559711836993247225e-01,5.468320602480835485e-02
3.786407741039253665e+02,7.801649224544796590e-01,6.913574868628302283e+00
3.188838474879310638e+02,4.576946773925986145e-01,2.696527371475365142e-01
3.904218653875660152e+02,5.054569243611599649e-01,2.959135295138210608e+01
3.123217430240492263e+02,6.766506759873344157e-01,7.516024929430249746e-02
3.321658482586823311e+02,4.009114489254894109e-01,9.930130689822859180e-01
3.318745646906361344e+02,5.252756870764986319e-01,5.987645481388981228e-01
3.997648761561786728e+02,3.275668536516933016e-01,1.011815305833917336e+02
3.359210900913890328e+02,1.294315573730684121e-01,8.259141911900586663e+00
3.743942409323598781e+02,1.671763645050357849e-01,7.077325429455167694e+01
3.344279813869594591e+02,9.280849250598531830e-01,2.539734090295013846e-01
3.459049604814350118e+02,8.007180718026748467e-01,7.821093336842134258e-01
3.641468223925593293e+02,7.865988096137354058e-01,2.781713152832717473e+00
3.510906791158122928e+02,9.384670193128119564e-01,8.368063647228388691e-01
3.225504560547659594e+02,7.167055851020498469e-01,1.608268266578240513e-01
3.166923655106758133e+02,1.076056863999852731e-01,2.388149596490841464e+00
3.943695301007131206e+02,9.338273719120463445e-01,1.215887088766620927e+01
3.601859773920610337e+02,8.751224979564916628e-01,1.763266249136427044e+00
3.452759414165661269e+02,9.151833149266004330e-01,5.822117280720571220e-01
3.427643286455572138e+02,8.841122915053513109e-01,5.181834541811028982e-01
3.910260838442730460e+02,9.679873327062931132e-01,9.457744472896878918e+00
3.235422717523783831e+02,5.781385689138657247e-01,2.593765354958245117e-01
3.221330008856396034e+02,2.572805967255776260e-01,9.615653982484894113e-01
3.710626714643291280e+02,8.940476634820346824e-01,3.393125689895097441e+00
3.355735614670453515e+02,3.597605829117059839e-01,1.556447266920448547e+00
3.574487131811605991e+02,7.962482788518764343e-01,1.753481815243224995e+00
3.226774173413192557e+02,2.237352854107307887e-01,1.267212565746105968e+00
3.927877498265770555e+02,8.133107437124961203e-01,1.437755607214964471e+01
3.825085506293084450e+02,4.771602640156807906e-01,2.095107839849747222e+01
3.820027768316946322e+02,6.932074430065950921e-01,1.045447766572388026e+01
3.042182027906694088e+02,9.922924948930673672e-01,1.764299813273118717e-02
3.020881750849962373e+02,4.253010002659504685e-01,6.953685867634211426e-02
3.071107456795000985e+02,6.088074908566817323e-01,5.745874130622143083e-02
3.344211331292721070e+02,9.501806722386534343e-01,2.428156316720062047e-01
3.325011424267815414e+02,5.356086064988200279e-01,6.066368562753841065e-01
3.851034102030164377e+02,6.952007295801164721e-01,1.243645739238679759e+01
3.842241444949955849e+02,5.904111223588310864e-01,1.587131958857787595e+01
3.834789701727873990e+02,3.759996174319495399e-01,3.334113900981434853e+01
3.483026185833410864e+02,7.136259793112179617e-01,1.147794868446325056e+00
3.558928726773211793e+02,8.077338394947334299e-01,1.538229459485852546e+00
3.436406603920141833e+02,8.938980508596167107e-01,5.409082506208421348e-01
3.369387341557732043e+02,8.635310665387692097e-01,3.519159882536103123e-01
3.084913952358920710e+02,5.361654727965483591e-01,8.217874601116743893e-02
3.801510495797268732e+02,3.976505762461669535e-01,2.504303966739608356e+01
3.580113808096600678e+02,5.727415131139761417e-01,3.330402981421130892e+00
3.545425023413396843e+02,3.488566402435936964e-01,6.329632849825232555e+00
3.528872397966219410e+02,5.294954323931729823e-01,2.718049846051636464e+00
3.161266670555496034e+02,7.072139336372336160e-01,9.623510392249008671e-02
3.828778910523298578e+02,7.793589484996460426e-01,8.881267149402519934e+00
3.676012007069668357e+02,7.446976040907145045e-01,3.834302318584380753e+00
3.446405689088962276e+02,9.450605627145652887e-01,5.236024656780212672e-01
3.354642943548156495e+02,2.976818369856472635e-01,2.137620696139389320e+00
3.071821114583234476e+02,7.816702560091954854e-01,3.631740781095008780e-02
3.862813851680824087e+02,8.698748711106288889e-01,8.823169324820417714e+00
3.623573983411175732e+02,2.332429970492060634e-01,2.052131784036116002e+01
3.765032035756196933e+02,2.414785226244719474e-01,4.593423398763327725e+01
3.862549823974653691e+02,5.356039389907584214e-01,2.118040563373926233e+01
3.351410749400023406e+02,2.039754683773941091e-01,3.891580094999960604e+00
3.406114262488314921e+02,9.119957480875319211e-01,4.175216776688776554e-01
3.915346684619547659e+02,8.925882430486232755e-01,1.130600221837730857e+01
3.107993492687026560e+02,5.339103253316127562e-01,1.017089746186677218e-01
3.447608391404541521e+02,2.207728705825655058e-01,6.899464829367247809e+00
3.643836772571019651e+02,2.428949681850430808e-01,2.186009299303707820e+01
3.139712646914741754e+02,6.640690074324099301e-01,8.985530086515423898e-02
3.335829009186782059e+02,9.663119447771471027e-01,2.205724714060563474e-01
3.264033661842298670e+02,7.947492463055098877e-02,7.883032923620680421e+00
3.946878822731449645e+02,6.287400881323197410e-01,2.541171646403416773e+01
3.001150463625164093e+02,9.206682553105219879e-01,1.384693360452159475e-02
3.201036359856922218e+02,8.127703667530882248e-01,1.038217388619996490e-01
3.983827669028361811e+02,5.027561801145089548e-01,4.590114802656045612e+01
3.292764359589499463e+02,7.988844702177457791e-01,2.256366776242060557e-01
3.204176366284205528e+02,3.830838552040469192e-01,4.207117302768144662e-01
3.818458736309665369e+02,6.992056668626267513e-01,1.019847685051562181e+01
3.776195318897592301e+02,3.023574997844748480e-01,3.417635013560052926e+01
3.391379055196284753e+02,9.210705287551251841e-01,3.674672223194791476e-01
3.436751999270238116e+02,7.659774351843534612e-01,7.237327281621058761e-01
3.325645469024364047e+02,6.675937421719621012e-01,4.072073807346539565e-01
3.832412939416251447e+02,5.651292797755045338e-01,1.621789329670710700e+01
3.160388988365036766e+02,6.229071310682064988e-01,1.208561481307693225e-01
3.516039003091476047e+02,7.933137910511558477e-01,1.187206033313502163e+00
3.337799142193282478e+02,9.237740261640124961e-01,2.438027902440080275e-01
3.042727155262093675e+02,8.513261549770114733e-01,2.370117339009831375e-02
3.892551342654850828e+02,8.853707770037919644e-01,1.010538696080212340e+01
3.360878387522980688e+02,2.793321725405910061e-01,2.494123207032009848e+00
3.526389396009104189e+02,8.451718843078998011e-01,1.132998120036166290e+00
3.331823609205013099e+02,9.765492326514616517e-01,2.096566791921431194e-01
3.178402884123389072e+02,2.316329030245631304e-01,8.028348003880215744e-01
3.514047373630539823e+02,8.760774449759514138e-01,9.730242656233896170e-01
3.465809809587561858e+02,6.094945117704987370e-01,1.358055865316136757e+00
3.741050890074235440e+02,4.715096396862019090e-01,1.303863172880306287e+01
3.795532825675806521e+02,6.904002459080129661e-01,9.124881519579105316e+00
3.643435018072790967e+02,9.777789302791353165e-01,1.877645756791995524e+00
3.079700522140422549e+02,3.470537411456687815e-01,1.709687132968321366e-01
3.249341076047113575e+02,4.600619886639760181e-01,4.394481941788330182e-01
3.178243499459490522e+02,2.709148596755016625e-01,6.168543962382466717e-01
3.051722645106049754e+02,5.285030394471743609e-01,6.243632554256812323e-02
3.721052853714538173e+02,4.151057892709367758e-01,1.442059232311113881e+01
3.330584431416081657e+02,1.735005337057918817e-01,4.293449137565181317e+00
3.516846810434398094e+02,6.553281759251059491e-01,1.699157195616251226e+00
3.491248221083769181e+02,8.625154976754418890e-01,8.547937487785550736e-01
3.434027174654742680e+02,6.386114249257469622e-01,9.930334518825814083e-01
3.928423258864256127e+02,2.573684743801717967e-01,1.032129668490095895e+02
3.536995291517354190e+02,9.021216012683039298e-02,4.601316062489814129e+01
3.138162039041498588e+02,1.382959094807271194e-01,1.294328201539520329e+00
3.090726242756826991e+02,8.888188527320882715e-01,3.380849081372868520e-02
3.481012289774719761e+02,2.310620390403310964e-01,8.098119819052111978e+00
3.112294394709009566e+02,4.376078421117639006e-01,1.514249629910658090e-01
3.602726044034628217e+02,8.706418847258717841e-01,1.790418254980829849e+00
3.504143602652628715e+02,3.462899712320900436e-01,4.841638985271627504e+00
3.845793318682746644e+02,8.442215629933014220e-01,8.458252224164548139e+00
3.649376932442257271e+02,4.248405012600345310e-01,8.874486530096264758e+00
3.908370355920955603e+02,3.328641068052469731e-01,6.146235134712541992e+01
3.659884543408614377e+02,2.778394729238712890e-01,1.944757541668946033e+01
3.819964477531004263e+02,8.424356704152844433e-01,7.311250669198519958e+00
3.561209372963131727e+02,6.689168968297075357e-02,7.658909565577023670e+01
3.476843319850439684e+02,6.682498877055749187e-01,1.240380765641991623e+00
3.803845558828608659e+02,9.581776161463728680e-01,5.238047136965226613e+00
3.862527249030598000e+02,9.601101146073318104e-02,2.802137580861132165e+02
3.544159658826720261e+02,8.979658713897697986e-01,1.142224389425026354e+00
3.895183280722455947e+02,5.669118394615095813e-01,2.300153719720557888e+01
3.527359510895283847e+02,2.683443104320135109e-01,8.710631501405119437e+00
3.711261481607660357e+02,1.874255407180663302e-01,4.934795024474808400e+01
3.297670344476825335e+02,5.123661643113807118e-01,5.315560733148807504e-01
3.818504315143209737e+02,7.466216999552436340e-01,9.050568031382688616e+00
3.062972212116694664e+02,4.244132725964419039e-01,1.028915250103316081e-01
3.650721780189890637e+02,3.072422117079990911e-01,1.555411274835770286e+01
3.847179472056319582e+02,8.739023390090512322e-01,7.998773749921575416e+00
3.169814160825608269e+02,4.977192942154295419e-01,1.974190337801693118e-01
3.159843158905950986e+02,5.917330472202146918e-01,1.322249624527260248e-01
3.000338135060667355e+02,3.258269274821724015e-01,9.184192510685822153e-02
3.385754389164203531e+02,9.656293434529586994e-01,3.223527806209171009e-01
3.331760871827112851e+02,6.799478411210396755e-01,4.126272900405644206e-01
3.901744364404447651e+02,5.352171628745351351e-01,2.640432275951748764e+01
3.905749917005799716e+02,3.641903353765207907e-01,5.222485827471398068e+01
3.662483555362247785e+02,6.933191457132941160e-01,4.013665526384271764e+00
3.629398742241017999e+02,8.897313798444069777e-01,2.046410663889393522e+00
3.879507429382857140e+02,9.853340186050035809e-01,7.698541908477227302e+00
3.659106187668334087e+02,7.700947700056951506e-01,3.238437727375659048e+00
3.145432158190307064e+02,7.099823609246391776e-01,8.338123215964371449e-02
3.191469236141495003e+02,6.925249107826533246e-01,1.292364059939845045e-01
3.323564330872481491e+02,1.045324640034681063e-01,8.581472142365113243e+00
3.832938787564735890e+02,9.709929417072540314e-01,6.057793424403044469e+00
3.888534136915984050e+02,7.979696954183755908e-01,1.196236208540458357e+01
3.739851716970915732e+02,3.062299944016656505e-01,2.700495653646112260e+01
3.782177802665015633e+02,3.253113813463890946e-01,3.137146299935701776e+01
3.094490880324355544e+02,5.847850969279131395e-01,7.635766157512934027e-02
3.609849302529104307e+02,2.030446465345583928e-01,2.337930678091071357e+01
3.590291142228352896e+02,8.263687312118329631e-01,1.817859570938745506e+00
3.287507959326770219e+02,4.047513165555011172e-01,7.484090975877114582e-01
3.992099998532182781e+02,9.163734396628234191e-02,5.587100304254853427e+02
3.015005834418495283e+02,4.683797261214819319e-01,5.531280667748834229e-02
