t,K,I,C,dK_dt,dK_dt_noisy
3.572714542908581592e+01,1.641452174659253360e-01,5.971536212871434435e-01,4.413330738224435223e-01,-1.876525172616505532e-02,-2.579336263483603120e-02
3.573514702940587995e+01,1.639927880319798359e-01,5.975315460043043592e-01,4.418414559678772169e-01,-1.933346439017791241e-02,-8.559071863246170420e-03
3.574314862972594398e+01,1.638358393613852659e-01,5.979079009169623316e-01,4.423481302530013481e-01,-1.989486716684785161e-02,-1.822852515239343357e-02
3.575115023004600801e+01,1.636744260440231025e-01,5.982826559928063892e-01,4.428530518496968105e-01,-2.044939843615456443e-02,-2.227920246046531660e-03
3.575915183036607203e+01,1.635086031507461124e-01,5.986557817347957222e-01,4.433561764179450582e-01,-2.099700050621056135e-02,-2.084695865294415237e-02
3.576715343068613606e+01,1.633384262333781867e-01,5.990272491811595712e-01,4.438574601058282720e-01,-2.153761956996497196e-02,-3.957997356692978530e-02
3.577515503100620009e+01,1.631639513247144513e-01,5.993970299053973383e-01,4.443568595495291373e-01,-2.207120566082493296e-02,-4.035823885191570926e-02
3.578315663132626412e+01,1.629852349385212396e-01,5.997650960162781431e-01,4.448543318733307883e-01,-2.259771260724835473e-02,-1.383473074410992813e-02
3.579115823164632815e+01,1.628023340695359533e-01,6.001314201578415997e-01,4.453498346896170856e-01,-2.311709798635613877e-02,-2.783705724840190854e-02
3.579915983196639218e+01,1.626153060583282461e-01,6.004959755060657045e-01,4.458433261211111609e-01,-2.362932301066417162e-02,-1.990375796899377173e-02
3.580716143228645620e+01,1.624242078479136986e-01,6.008587357518186955e-01,4.463347649247457194e-01,-2.413435211451570028e-02,-3.538360054576863284e-02
3.581516303260652023e+01,1.622290973644426315e-01,6.012196751386014171e-01,4.468241102689587962e-01,-2.463215357978570941e-02,-3.054253661096723374e-02
3.582316463292658426e+01,1.620300328144212987e-01,6.015787684459048545e-01,4.473113218502008936e-01,-2.512269914608111776e-02,-4.746905710478044327e-02
3.583116623324664829e+01,1.618270724905229718e-01,6.019359909843835510e-01,4.477963599248462878e-01,-2.560596386027425009e-02,-2.191013340751034669e-02
3.583916783356671232e+01,1.616202747715879962e-01,6.022913185958557181e-01,4.482791853091926959e-01,-2.608192602003256422e-02,-1.838934605594323354e-02
3.584716943388677635e+01,1.614096981226237904e-01,6.026447276533035691e-01,4.487597593794614426e-01,-2.655056711720377161e-02,-3.445480670507933968e-02
3.585517103420684037e+01,1.611954010948048188e-01,6.029961950608728749e-01,4.492380440717973489e-01,-2.701187178108443998e-02,-2.221577272954547433e-02
3.586317263452690440e+01,1.609774423254725639e-01,6.033456982538732971e-01,4.497140018822689544e-01,-2.746582772161187957e-02,-3.495317186957959399e-02
3.587117423484696843e+01,1.607558805381355815e-01,6.036932151987782769e-01,4.501875958668681843e-01,-2.791242567249979656e-02,-2.453356195924410316e-02
3.587917583516703246e+01,1.605307745424695010e-01,6.040387243932248129e-01,4.506587896415106820e-01,-2.835165933435834784e-02,-3.318537978596874938e-02
3.588717743548709649e+01,1.603021832343169972e-01,6.043822048660139057e-01,4.511275473820355875e-01,-2.878352531782074619e-02,-3.786276149264523883e-02
3.589517903580716052e+01,1.600701655956877911e-01,6.047236361771102242e-01,4.515938338242055372e-01,-2.920802308671055503e-02,-2.491139082468778881e-02
3.590318063612722455e+01,1.598347806947586491e-01,6.050629984176423282e-01,4.520576142637068862e-01,-2.962515490127631823e-02,-4.868382920533009806e-02
3.591118223644728857e+01,1.595960876329131362e-01,6.054002722019723448e-01,4.525188545588190725e-01,-3.003492572505644942e-02,-1.219985110430958294e-02
3.591918383676735260e+01,1.593541449341794869e-01,6.057354385766513527e-01,4.529775211632723342e-01,-3.043734274837844866e-02,-4.667758300186323345e-02
3.592718543708741663e+01,1.591090115022483764e-01,6.060684791667884097e-01,4.534335810833191038e-01,-3.083241599481817419e-02,-5.106792136380580716e-02
3.593518703740748066e+01,1.588607462561121286e-01,6.063993761237749247e-01,4.538870018955253327e-01,-3.122015801584804295e-02,-2.893175278575611797e-02
3.594318863772754469e+01,1.586094079124742151e-01,6.067281120928286198e-01,4.543377517574598845e-01,-3.160058368323076516e-02,-4.246637423925832266e-02
3.595119023804760872e+01,1.583550549857493939e-01,6.070546702129928640e-01,4.547857994076940913e-01,-3.197371013157157549e-02,-2.636200158198271151e-02
3.595919183836767274e+01,1.580977457880636539e-01,6.073790341171371177e-01,4.552311141658019200e-01,-3.233955670143512373e-02,-4.680304169671872794e-02
3.596719343868773677e+01,1.578375384292542705e-01,6.077011879319568211e-01,4.556736659323600835e-01,-3.269814488303962596e-02,-1.833537453361967426e-02
3.597519503900780080e+01,1.575744908168697223e-01,6.080211162779735057e-01,4.561134251889478186e-01,-3.304949826053948936e-02,-2.078415496718066108e-02
3.598319663932786483e+01,1.573086606561696910e-01,6.083388042695344611e-01,4.565503629981470524e-01,-3.339364245690634725e-02,-4.438568801124560120e-02
3.599119823964792886e+01,1.570401054501251725e-01,6.086542375148131789e-01,4.569844510035423468e-01,-3.373060507941955111e-02,-1.433924297928326069e-02
3.599919983996799289e+01,1.567688824994183661e-01,6.089674021158089090e-01,4.574156614297208989e-01,-3.406041566577611146e-02,-3.886637682086008239e-02
3.600720144028805692e+01,1.564950489024427294e-01,6.092782846683471032e-01,4.578439670822724850e-01,-3.438310563082908056e-02,-3.477504036310578861e-02
3.601520304060812094e+01,1.562186615553029234e-01,6.095868722620788605e-01,4.582693413477897382e-01,-3.469870821396103810e-02,-4.166635707049197446e-02
3.602320464092818497e+01,1.559397771516032594e-01,6.098931524804052096e-01,4.586917581938372290e-01,-3.500725842690005640e-02,-3.269291654176596090e-02
3.603120624124824900e+01,1.556584518565365116e-01,6.101971132827306299e-01,4.591111921239137694e-01,-3.530879268780640068e-02,-3.183558123274369406e-02
3.603920784156831303e+01,1.553747415855214475e-01,6.104987431071265958e-01,4.595276182246293972e-01,-3.560334904760725783e-02,-3.728464790951661889e-02
3.604720944188837706e+01,1.550887021702145874e-01,6.107980309343196135e-01,4.599410121886086666e-01,-3.589096730246471578e-02,-3.328148924016537114e-02
3.605521104220844109e+01,1.548003890576913344e-01,6.110949661796685195e-01,4.603513502703426297e-01,-3.617168865264031030e-02,-3.526398821154629049e-02
3.606321264252850511e+01,1.545098573104459749e-01,6.113895386931648135e-01,4.607586092861887805e-01,-3.644555565429657973e-02,-3.205282842611060362e-02
3.607121424284856914e+01,1.542171616063916506e-01,6.116817387594322142e-01,4.611627666143712223e-01,-3.671261217214150108e-02,-5.022551327505289653e-02
3.607921584316863317e+01,1.539223562388604416e-01,6.119715570977268815e-01,4.615638001949805003e-01,-3.697290333292158060e-02,-4.166109126796348899e-02
3.608721744348869720e+01,1.536254951166032834e-01,6.122589848619376385e-01,4.619616885299737685e-01,-3.722647547974811122e-02,-4.923908588480266357e-02
3.609521904380876123e+01,1.533266317637899945e-01,6.125440136405856384e-01,4.623564106831745679e-01,-3.747337612726370226e-02,-3.841432829370747953e-02
3.610322064412882526e+01,1.530258193200092764e-01,6.128266354568242535e-01,4.627479462802731591e-01,-3.771365391763686903e-02,-3.878918883811687673e-02
3.611122224444888928e+01,1.527231105402686862e-01,6.131068427684396305e-01,4.631362755088261340e-01,-3.794735857738307239e-02,-4.030358909979870480e-02
3.611922384476895331e+01,1.524185577949947468e-01,6.133846284678502458e-01,4.635213791182566934e-01,-3.817454087500710136e-02,-4.542833461540122381e-02
3.612722544508901734e+01,1.521122130700327812e-01,6.136599858821070175e-01,4.639032384198545356e-01,-3.839525257946185821e-02,-2.055673460086260979e-02
3.613522704540908137e+01,1.518041279666470234e-01,6.139329087728931933e-01,4.642818352867758569e-01,-3.860954641941682919e-02,-4.868872517021615581e-02
3.614322864572914540e+01,1.514943536643299504e-01,6.142033913038617010e-01,4.646571521313342390e-01,-3.881747598495477458e-02,-3.401687302644585548e-02
3.615123024604920943e+01,1.511829407523550273e-01,6.144714278916840744e-01,4.650291718063971347e-01,-3.901909542771375694e-02,-4.393357783505039138e-02
3.615923184636927346e+01,1.508699395634420515e-01,6.147370135034423422e-01,4.653978778161223517e-01,-3.921445995476102730e-02,-2.489143534970481367e-02
3.616723344668933748e+01,1.505553999941842691e-01,6.150001435048225717e-01,4.657632542040832102e-01,-3.940362551027071225e-02,-2.775239151266775672e-02
3.617523504700940151e+01,1.502393714638620148e-01,6.152608136242690984e-01,4.661252855278096852e-01,-3.958664867536287879e-02,-3.570854481875172098e-02
3.618323664732946554e+01,1.499219029144426840e-01,6.155190199529846362e-01,4.664839568587881291e-01,-3.976358663361839740e-02,-3.337199524123000277e-02
3.619123824764952957e+01,1.496030428105806775e-01,6.157747589449302783e-01,4.668392537824613830e-01,-3.993449713741670237e-02,-4.878347302047932044e-02
3.619923984796959360e+01,1.492828391396174847e-01,6.160280274168249415e-01,4.671911623982288875e-01,-4.009943847509300774e-02,-5.074025204304928593e-02
3.620724144828965763e+01,1.489613394115816281e-01,6.162788225481462545e-01,4.675396693194464603e-01,-4.025846943889599405e-02,-3.291577137703333156e-02
3.621524304860972165e+01,1.486385906591887185e-01,6.165271418811298920e-01,4.678847616734265746e-01,-4.041164929373802783e-02,-4.061666895817531847e-02
3.622324464892978568e+01,1.483146394378413446e-01,6.167729833207697965e-01,4.682264271014379697e-01,-4.055903774672392492e-02,-5.641016012610297614e-02
3.623124624924984971e+01,1.479895318256292114e-01,6.170163451348181782e-01,4.685646537587061511e-01,-4.070069491744576773e-02,-4.278787943807921268e-02
3.623924784956991374e+01,1.476633134233290290e-01,6.172572259537856265e-01,4.688994303144128906e-01,-4.083668130903356230e-02,-5.426412252863050539e-02
3.624724944988997777e+01,1.473360293544046240e-01,6.174956247709409984e-01,4.692307459516965595e-01,-4.096705777994674724e-02,-5.572807963698589440e-02
3.625525105021004180e+01,1.470077242650068006e-01,6.177315409423110859e-01,4.695585903676520179e-01,-4.109188551649539667e-02,-4.210310155060065229e-02
3.626325265053010583e+01,1.466784423086318623e-01,6.179649741214737757e-01,4.698829537168655035e-01,-4.121122592499348869e-02,-4.101675419276028939e-02
3.627125425085016985e+01,1.463482271252586897e-01,6.181959241541511441e-01,4.702038265272301953e-01,-4.132514048385915739e-02,-4.493492783879660113e-02
3.627925585117023388e+01,1.460171219103872653e-01,6.184243913877318644e-01,4.705211999694409175e-01,-4.143369110256922561e-02,-4.686064050733571712e-02
3.628725745149029791e+01,1.456851693610879683e-01,6.186503764730890698e-01,4.708350656778647614e-01,-4.153693984022627239e-02,-5.247203491412927301e-02
3.629525905181036194e+01,1.453524116715025905e-01,6.188738803464935989e-01,4.711454157345794647e-01,-4.163494886039759146e-02,-4.413636814728210539e-02
3.630326065213042597e+01,1.450188905328443079e-01,6.190949042296141069e-01,4.714522426693738000e-01,-4.172778040956076628e-02,-4.347836046142192212e-02
3.631126225245049000e+01,1.446846471333978201e-01,6.193134496295171765e-01,4.717555394597471863e-01,-4.181549679620311100e-02,-4.703133203599073331e-02
3.631926385277055402e+01,1.443497221585191559e-01,6.195295183386669846e-01,4.720552995309100219e-01,-4.189816037056254272e-02,-1.885669581960606675e-02
3.632726545309061805e+01,1.440141557906358394e-01,6.197431124349256359e-01,4.723515167557834071e-01,-4.197583350499600741e-02,-4.532757243439978351e-02
3.633526705341068208e+01,1.436779877092467517e-01,6.199542342815530516e-01,4.726441854549994770e-01,-4.204857857495936102e-02,-4.136924557761791077e-02
3.634326865373074611e+01,1.433412570909222694e-01,6.201628865272068580e-01,4.729333003969010685e-01,-4.211645794058760384e-02,-5.034837869236200025e-02
3.635127025405081014e+01,1.430040026093041816e-01,6.203690721059424984e-01,4.732188567975417759e-01,-4.217953392885714914e-02,-4.441681899307422382e-02
3.635927185437087417e+01,1.426662624351056896e-01,6.205727942372132322e-01,4.735008503206862285e-01,-4.223786881632124457e-02,-4.218134736882300784e-02
3.636727345469093819e+01,1.423280742361113793e-01,6.207740564258700244e-01,4.737792770778097573e-01,-4.229152481240022743e-02,-3.710807417681833559e-02
3.637527505501100222e+01,1.419894751771773322e-01,6.209728624621617676e-01,4.740541336280985618e-01,-4.234056404321728806e-02,-7.292155333969863040e-02
3.638327665533106625e+01,1.416505019300809687e-01,6.211692163913219433e-01,4.743254169483816507e-01,-4.238504850893187736e-02,-3.231397014378254579e-02
3.639127825565113028e+01,1.413111907377579690e-01,6.213631223297072514e-01,4.745931242574115694e-01,-4.242503991343637981e-02,-3.745077205462638004e-02
3.639927985597119431e+01,1.409715773026286312e-01,6.215545848124858219e-01,4.748572533642970162e-01,-4.246059996375151080e-02,-4.042588947482446404e-02
3.640728145629125834e+01,1.406316968284071767e-01,6.217436086337690959e-01,4.751178025009418215e-01,-4.249179020062465728e-02,-5.319582798512282468e-02
3.641528305661132237e+01,1.402915840356710464e-01,6.219301987959077183e-01,4.753747702710015011e-01,-4.251867194023256635e-02,-6.063160570681867811e-02
3.642328465693138639e+01,1.399512731618610395e-01,6.221143605094915374e-01,4.756281556498829222e-01,-4.254130626274849059e-02,-5.423636094045881928e-02
3.643128625725145042e+01,1.396107979612813688e-01,6.222960991933500496e-01,4.758779579847446928e-01,-4.255975400135542097e-02,-3.609180100682504028e-02
3.643928785757151445e+01,1.392701917050994387e-01,6.224754204745517328e-01,4.761241769944967173e-01,-4.257407573169169623e-02,-3.646128360613164893e-02
3.644728945789157848e+01,1.389294871813460674e-01,6.226523301884046013e-01,4.763668127698006405e-01,-4.258433176171533274e-02,-4.300568935267936460e-02
3.645529105821164251e+01,1.385887166949154037e-01,6.228268343784559846e-01,4.766058657730696257e-01,-4.259058212197552873e-02,-3.576876848916739349e-02
3.646329265853170654e+01,1.382479120675648987e-01,6.229989392964925266e-01,4.768413368384682438e-01,-4.259288655627774256e-02,-5.218782854416882666e-02
3.647129425885177056e+01,1.379071046379153342e-01,6.231686514025400747e-01,4.770732271719126949e-01,-4.259130451273174245e-02,-5.382362166374322909e-02
3.647929585917183459e+01,1.375663252614508225e-01,6.233359773648639024e-01,4.773015383510706977e-01,-4.258589513516791714e-02,-3.037518517671509988e-02
3.648729745949189862e+01,1.372256043105188061e-01,6.235009240599687086e-01,4.775262723253616004e-01,-4.257671725491318782e-02,-3.181417482128091195e-02
3.649529905981196265e+01,1.368849716743300859e-01,6.236634985725981739e-01,4.777474314159561031e-01,-4.256382938291231044e-02,-3.504243704244008883e-02
3.650330066013202668e+01,1.365444567589587377e-01,6.238237081957358487e-01,4.779650183157765908e-01,-4.254728970218285555e-02,-3.182793713032400218e-02
3.651130226045209071e+01,1.362040885485447106e-01,6.239815603446655645e-01,4.781790359964648851e-01,-4.252715600684786601e-02,-4.311506792416080341e-02
3.651930386077215474e+01,1.358638956583632651e-01,6.241370624922444321e-01,4.783894876480096481e-01,-4.250348566657624616e-02,-6.560099891990577026e-02
3.652730546109221876e+01,1.355239061192562988e-01,6.242902224675302980e-01,4.785963770013236251e-01,-4.247633580500376205e-02,-4.530532780932901293e-02
3.653530706141228279e+01,1.351841475185047992e-01,6.244410482465027057e-01,4.787997080923109272e-01,-4.244576315164561020e-02,-3.165836911217419225e-02
3.654330866173234682e+01,1.348446470075247983e-01,6.245895479409969697e-01,4.789994852496593514e-01,-4.241182403022014658e-02,-4.506918684331628899e-02
3.655131026205241085e+01,1.345054313018672620e-01,6.247357297987030655e-01,4.791957130948401589e-01,-4.237457435444330622e-02,-3.559309664140820201e-02
3.655931186237247488e+01,1.341665266812181456e-01,6.248796022031668507e-01,4.793883965421084636e-01,-4.233406962407387786e-02,-3.633673241566414552e-02
3.656731346269253891e+01,1.338279589893983657e-01,6.250211736737890655e-01,4.795775407985027883e-01,-4.229036492119531143e-02,-5.142839296883847805e-02
