A,Z,beta2,B_per_A,B_per_A_noisy
1.328700486695433653e+02,8.955229700345870469e+01,9.763689561505092818e-02,nan,nan
3.349417659486034182e+01,5.025070335335637850e+01,4.698603591994884171e-02,nan,nan
1.894051273208917792e+02,6.939497764588365669e+01,1.792624091161434674e-01,nan,nan
5.484209043046934084e+01,2.790983895598116149e+01,9.025424800232728639e-02,nan,nan
1.052662901558055353e+02,5.828892044560610941e+01,1.128182846925947502e-01,nan,nan
7.747032304390413060e+01,5.165617178222654360e+01,2.253234472559627333e-01,nan,nan
1.323374583922177123e+02,7.351213632463398540e+01,1.160164737900159643e-01,nan,nan
8.310378361689299709e+01,8.127772522516269760e+01,2.995129736249300123e-01,nan,nan
1.209014742111767475e+02,2.719763306194687758e+01,2.968177731536332242e-01,nan,nan
1.147829496048697564e+02,9.520142866976428309e+01,2.915703200394456629e-01,nan,nan
1.533352035233299944e+02,8.024822626498661293e+01,8.606230768188116503e-04,nan,nan
1.703217299624190559e+02,4.429548638347728939e+01,1.369897623858145341e-01,nan,nan
1.350764636778841918e+02,9.875843192563631590e+01,1.955879079852274327e-01,nan,nan
1.823427474989744894e+02,4.383350928163626747e+01,1.357829358599504654e-01,nan,nan
2.170624773039971274e+02,7.339071957600994267e+01,3.410209033243075810e-02,nan,nan
1.185518342079742951e+02,2.198446308398292004e+01,2.284953869595452158e-01,nan,nan
2.334271165910391233e+01,9.913007811609813302e+01,4.865077332362470475e-02,nan,nan
1.877853646812691579e+02,9.741514607431253125e+01,9.417785462406581820e-02,nan,nan
1.188193218340638424e+02,9.897744205288373109e+01,1.000905086566151875e-01,nan,nan
1.912959715086226140e+02,7.982762191417717190e+01,9.574631468005319335e-02,nan,nan
2.071974339360683075e+02,1.453367292601082639e+01,2.792215608165415364e-01,nan,nan
3.321802568571656877e+01,3.578375301863917457e+01,1.524792275032538502e-01,nan,nan
1.051845346486984027e+02,1.027900013780161892e+01,1.727220337173891451e-01,nan,nan
1.818882375386027661e+02,5.494673513579732571e+01,1.349196642163720192e-02,nan,nan
1.171794017171049234e+02,6.495292976341170288e+01,2.701678864387557222e-01,nan,nan
1.171048853610738689e+02,9.797712524337572404e+01,2.964220364988881529e-01,nan,nan
1.231946656373388294e+02,3.426265040661211714e+01,1.338568672783445601e-01,nan,nan
2.374113894769877504e+02,6.296684236589386785e+01,1.493455517765696905e-01,nan,nan
6.974862825355353380e+01,9.919678578081023090e+01,8.849946794356107482e-02,nan,nan
5.255273549101370634e+01,6.978349876154769049e+01,2.054065607495255963e-01,nan,nan
1.878834909904217056e+02,8.564171353877588899e+01,3.078034754742427909e-02,nan,nan
2.040326303650340094e+02,9.561447764333274790e+01,1.541294328093086585e-01,nan,nan
2.622127972050638789e+01,1.148039785019393122e+01,2.018577256791106167e-01,nan,nan
1.533820968664507802e+02,6.400394571771548158e+01,1.792897141454698196e-01,nan,nan
2.080351100309029277e+02,5.469661037750856991e+01,1.870420783514852373e-02,nan,nan
1.768695100438307577e+02,5.489236836138149300e+01,2.343198318366312982e-01,nan,nan
4.900455037730728947e+01,6.750592755744199280e+01,1.075155476920784670e-01,nan,nan
5.362278918914603310e+01,1.846615387425516630e+01,9.280774677141535867e-02,nan,nan
1.158665676631550525e+02,6.323015372445487969e+01,7.304740314751190233e-02,nan,nan
9.963225837850025357e+01,2.156530551775999527e+01,2.619158837423180008e-01,nan,nan
5.368405294637241809e+01,5.275870696527955062e+01,6.469996242191788927e-02,nan,nan
1.322231113848371251e+02,5.905709061376830249e+01,6.972262597495586245e-02,nan,nan
5.851404159473973721e+01,8.358582155795220103e+01,2.538915724655275152e-01,nan,nan
3.319072410889064173e+01,2.152945627241427928e+01,9.709064254585252074e-02,nan,nan
1.258111871933661803e+02,9.936542043121862378e+01,2.333952518460733205e-01,nan,nan
2.264453378783820199e+02,8.449765063003738419e+01,1.581518099633853203e-01,nan,nan
5.027113097486252968e+01,1.047165933970698326e+01,2.109937365068428328e-01,nan,nan
6.052616065550881785e+01,8.713526602542756905e+01,1.416578465513970986e-01,nan,nan
1.304274070833280916e+02,5.460086342830068418e+01,1.240110271043623202e-01,nan,nan
2.283763872840233375e+02,9.986726785895243097e+01,1.328169939916133135e-01,nan,nan
1.171440884470302564e+02,4.768072283009109924e+01,4.993532307405770115e-02,nan,nan
6.321944658267283756e+01,9.283606896214161353e+00,5.790120183031888419e-03,nan,nan
1.447729579014623198e+02,8.072374491359055071e+01,1.646322152856174725e-01,nan,nan
8.830092362658163552e+01,5.292683178058052107e+01,2.173302579596670669e-01,nan,nan
4.172107359197488563e+01,1.790609693631166977e+01,2.962707780562891524e-01,nan,nan
1.568577079762398512e+02,2.151815221051151283e+01,1.996911028984035830e-01,nan,nan
1.133173585604430400e+02,6.697907334868958174e+01,1.406290399100969812e-01,nan,nan
2.301074186422196135e+02,7.444214634242013062e+01,5.084409748909828053e-02,nan,nan
1.020411942197968642e+02,2.087983470128696695e+01,1.292501082276765467e-01,nan,nan
5.021376231805659529e+01,1.349714955835570507e+01,2.987210591691165651e-01,nan,nan
8.846881085595688887e+01,2.774226206162505903e+01,2.686380445137794837e-01,nan,nan
1.232300089525725895e+02,1.808373738110138618e+01,1.592856525983656901e-01,nan,nan
8.088708086946212461e+01,4.434796785061450919e+01,5.877539514968965241e-03,nan,nan
1.108873778273710968e+02,5.783024548792417363e+01,2.908492098085864730e-01,nan,nan
1.741170486504301778e+02,2.754021499546493601e+01,2.451416350505276065e-01,nan,nan
1.873564605912177683e+02,8.848456437802343544e+01,2.662116149456030811e-01,nan,nan
1.484687928480899473e+02,9.523994879444464345e+01,2.381261268171973033e-01,nan,nan
1.239632733840858094e+02,4.252733436832743763e+01,1.328690232273805616e-01,nan,nan
4.164006942951810686e+01,2.366935649205516512e+01,1.030061738775003843e-01,nan,nan
1.656548384136322909e+02,8.373406368733252236e+01,1.999525442380721829e-01,nan,nan
6.786956798092199961e+01,2.867977058334414764e+01,6.486793404953694088e-03,nan,nan
1.815364617828881819e+02,7.593664455184487849e+01,8.585656390008374050e-02,nan,nan
2.297965674210593079e+02,8.352619726719541404e+01,6.078785789934617462e-02,nan,nan
2.074033967182799358e+02,1.475595638856891156e+01,2.254626678531022055e-01,nan,nan
7.766393658788769017e+01,1.158887725585897499e+01,1.860564852721746099e-01,nan,nan
1.197843074755958099e+02,2.856304230712117942e+01,3.830401027189987012e-02,nan,nan
1.156385601747934970e+02,1.374094669348808573e+01,2.468533599496813002e-01,nan,nan
1.883837403473896757e+02,2.258030351068676822e+01,2.047357239232604209e-01,nan,nan
1.095727257160446015e+02,9.680941084812116060e+01,1.144910840981692157e-01,nan,nan
9.493321627867976531e+01,5.927595423691151666e+01,6.500513106554371701e-02,nan,nan
1.476333545218322172e+02,1.338212929513917793e+01,5.451748425761204775e-02,nan,nan
1.436883665730193513e+02,1.098916640704681669e+01,5.824310495090789623e-03,nan,nan
2.050043624383323788e+02,8.852932406564157475e+01,1.547413490159122718e-01,nan,nan
2.236584214145215128e+02,4.038545250359551630e+01,2.669099467508816992e-01,nan,nan
2.082005258615787682e+02,2.967156008385686405e+01,7.366326343811088750e-02,nan,nan
2.377994056667304221e+02,4.898051667186204838e+01,1.092879941683504337e-02,nan,nan
1.448496960595386156e+02,6.603614223507912584e+01,2.519740702513487696e-01,nan,nan
1.085755504756885870e+02,3.207523752221642610e+01,2.866010078321918342e-01,nan,nan
1.744934602050915373e+02,1.528496197419279490e+01,9.245487414598782538e-02,nan,nan
2.105476538801127901e+02,1.906169862443734786e+01,9.030068366217085252e-02,nan,nan
1.757152090168699772e+02,9.112202198892609317e+01,1.579577419968032290e-02,nan,nan
1.454170204555758801e+02,4.150301058281466737e+01,1.836400824296577639e-01,nan,nan
5.243827585138133429e+01,4.871086750549272892e+01,1.303929291888596687e-01,nan,nan
1.781938562914992303e+02,2.770494044752943452e+01,2.083696653422763001e-01,nan,nan
2.196349141464953618e+02,2.132240721800353356e+01,1.676274077555619385e-02,nan,nan
1.190452171294953843e+02,7.853330689700783296e+01,1.083187970546481554e-01,nan,nan
2.105403696896657664e+02,2.714370663205995271e+01,2.814760665260439554e-01,nan,nan
1.489059576055934144e+02,1.700220821218372080e+01,5.057824134684665157e-02,nan,nan
7.547172959972843387e+01,3.796829617165626303e+01,2.250489387740320368e-01,nan,nan
2.355876675040905752e+02,1.802278821527847441e+01,5.284265326333211638e-02,nan,nan
1.826357560787623129e+02,3.538661466867047523e+01,1.389135180222273447e-01,nan,nan
2.354136463170076183e+02,5.719861355392203706e+01,3.391751128823082551e-02,nan,nan
1.526518889919694857e+02,2.126055972149143258e+01,1.875564437628696006e-03,nan,nan
1.824787064051717209e+02,6.080612214715714003e+01,1.250577281386457129e-01,nan,nan
7.746322182753631580e+01,6.172336832801259732e+01,1.572594614478800557e-01,nan,nan
1.344441064413557569e+02,5.154766307367226119e+01,4.778098833935925244e-02,nan,nan
1.020983399011305437e+02,3.320356560708658833e+01,2.449784779847814231e-01,nan,nan
1.696227325932062513e+02,7.598618369737376099e+01,4.943668589280453968e-02,nan,nan
2.271319135114245285e+02,8.610159115785221218e+01,1.935032940055880224e-01,nan,nan
1.409729030475876925e+02,3.723513293189117235e+01,4.939514106077414618e-02,nan,nan
1.750128861466785679e+01,1.224690869467952758e+01,2.451483635267533434e-01,nan,nan
8.672682371929164447e+01,9.697187427976899698e+01,1.165067093758615779e-01,nan,nan
1.368200986958888166e+02,8.204415406103581176e+01,4.226322002121094684e-02,nan,nan
1.935771325801410114e+02,9.019890751464654954e+01,8.609957945772120369e-02,nan,nan
1.470734697570806020e+02,6.705850408573701316e+01,9.737106891449458235e-02,nan,nan
6.091175964131067389e+01,1.068487076311579465e+01,1.023404259923667986e-01,nan,nan
1.523429593195544385e+02,5.172492081894230864e+01,1.971223922641711368e-01,nan,nan
2.127913744990290752e+02,1.224299975513583405e+01,2.267096208830518891e-02,nan,nan
1.324033061703156591e+02,2.390867505219365441e+01,2.340489572577588440e-01,nan,nan
2.052085617637495716e+02,1.355999144142702306e+01,1.862940421323509288e-01,nan,nan
1.362370509987899254e+02,5.046594770661807416e+01,4.519888429435853922e-02,nan,nan
2.997326436560308238e+01,4.912845544603705150e+01,1.234749691337692773e-01,nan,nan
2.341871376432814884e+02,2.227654258718717983e+01,1.539309066607530696e-01,nan,nan
2.593106705194452388e+01,8.895024346936541804e+01,3.009605192961899156e-02,nan,nan
7.846638610335861586e+01,3.931718303336516840e+01,3.892473357130683126e-02,nan,nan
1.615324313937091461e+02,9.052982404322909815e+01,5.329761707281581440e-02,nan,nan
1.984039975347321558e+02,4.161312588502165966e+01,2.259494921344359086e-01,nan,nan
6.402555848296735519e+01,9.899550624803461574e+01,1.136920710684224956e-01,nan,nan
2.110964290562989447e+02,8.234887692239990287e+00,3.931688618637485012e-03,nan,nan
1.737407964566943690e+02,5.937892958917090880e+01,7.717972056191731156e-02,nan,nan
3.598306587368557530e+01,9.210912117629681006e+01,1.180086379740217517e-01,nan,nan
1.153226845119550887e+02,7.445568808050472853e+01,8.239796219046678985e-03,nan,nan
2.150365753431876783e+02,6.881006422086662155e+01,2.826442303545382284e-01,nan,nan
1.162708613812144165e+02,9.832294425330671572e+01,2.039431758680548268e-01,nan,nan
2.096111971626118589e+02,2.040337117373187681e+01,6.660079603372592513e-03,nan,nan
6.259837809716140811e+01,2.064389019020432769e+01,1.495514114081872015e-01,nan,nan
2.115455530420038315e+02,3.469741910755571723e+01,5.385532345591801523e-02,nan,nan
1.723234225394221824e+02,8.344818020774539491e+01,1.244435678387113831e-01,nan,nan
2.182584919904016729e+01,3.536321778167359042e+01,2.642431879746897083e-01,nan,nan
3.953031315900778964e+01,7.442042277695406938e+01,2.042881828714776804e-01,nan,nan
1.811500856539783797e+02,6.894772058393894554e+01,8.387949048028948973e-02,nan,nan
2.038834236370842063e+02,6.102599216059427079e+01,8.108305965197133702e-02,nan,nan
9.904683928858059971e+01,1.029768269593273367e+01,3.061019767390653346e-02,nan,nan
7.568203432302145472e+01,2.375516364359138777e+01,2.547389454532830722e-01,nan,nan
2.341875000936699678e+02,9.443695709256715531e+01,4.405680009795450575e-02,nan,nan
2.057394631317975495e+02,1.188103213056395191e+01,9.370721393860215534e-03,nan,nan
2.391715421475918788e+02,3.405313895681350544e+01,4.195248746343497454e-02,nan,nan
5.532816285706002191e+01,1.558769778397393857e+01,2.012977090050782625e-01,nan,nan
1.300132310378420755e+02,4.188253434939525022e+01,3.204305692067749289e-02,nan,nan
3.777342786796420171e+01,2.266103703455601348e+01,2.080721255433258879e-02,nan,nan
1.681468439348363972e+02,5.071917709964991872e+01,9.215263990221543577e-02,nan,nan
1.069690558416385358e+02,9.176000147714911748e+01,1.537222912595867241e-01,nan,nan
3.504011902413508039e+01,6.791793015297281499e+01,5.265239424119453476e-02,nan,nan
5.018950642748076518e+01,9.581276954359206854e+01,1.034005373810094192e-01,nan,nan
2.199070599286542063e+02,1.781442792368726202e+01,6.729763422205473078e-02,nan,nan
2.124234396201226787e+02,6.154370069529949916e+01,2.895431874633051517e-01,nan,nan
2.299541651130498963e+02,8.187592401542465836e+01,2.423566060913369680e-01,nan,nan
2.168280053061732815e+02,6.543305697527546272e+01,1.637696222861758366e-01,nan,nan
1.358746385369222480e+02,5.451506622643013600e+01,7.461124611227877568e-02,nan,nan
1.314620842274867414e+02,1.736544952656142371e+01,2.466137239282205351e-01,nan,nan
1.475110436021483054e+02,3.814571146106462152e+01,9.854866376953809459e-02,nan,nan
1.877685232337395860e+02,9.692215654162824023e+01,9.943799893734796280e-02,nan,nan
6.028896065664173420e+01,5.258695839141384454e+01,9.498176758240967077e-02,nan,nan
1.157057941005910209e+02,1.666683740022768845e+01,2.676215302516561922e-01,nan,nan
1.050609262240315900e+02,6.682374739844698297e+01,5.637938722622842791e-02,nan,nan
1.928822598793790917e+02,1.387215315849998731e+01,1.933579326141079274e-02,nan,nan
2.630363193565172608e+01,2.111620069950366840e+01,2.637337620229053270e-01,nan,nan
1.594054079368026464e+02,2.925605276993431048e+01,1.660557665640940150e-01,nan,nan
3.587038224888536320e+01,1.522641120052021435e+01,2.647964059670622761e-01,nan,nan
1.374415616157615432e+02,2.530569843584643053e+01,9.607671827879982196e-02,nan,nan
6.582821385474119324e+01,2.389185545668296839e+01,5.008616514581071266e-02,nan,nan
2.349772855295986460e+02,5.314648405767683670e+01,1.264474557709504565e-01,nan,nan
4.596606083700538647e+01,3.342843473952616051e+01,1.063519491096880515e-01,nan,nan
8.802512199914647795e+01,9.444182284792624671e+01,4.085206440631215796e-02,nan,nan
6.314175358624498813e+01,4.707561820249832607e+01,2.777478846304141658e-01,nan,nan
7.407541549811934090e+01,5.264761292462435449e+01,1.606398938305243773e-01,nan,nan
1.682968416868046688e+02,7.445309596546243824e+01,1.495253247936396621e-02,nan,nan
3.136867332049211754e+01,4.101716136670890478e+01,2.674870425607583924e-01,nan,nan
1.549792821798491502e+02,8.423297882303160122e+01,1.635689264060776610e-02,nan,nan
1.327113217457693679e+02,5.132480249300520114e+01,2.108298076614759375e-01,nan,nan
2.673347966061542280e+01,2.767438916183380471e+01,1.876762186137437838e-01,nan,nan
2.282879819667314507e+02,3.289667950647356065e+01,9.178750792179667843e-04,nan,nan
1.245976528447051521e+02,7.267461976635243559e+01,1.566641919909302350e-01,nan,nan
2.836990392947397055e+01,9.702393087021050633e+01,2.408421644234876591e-01,nan,nan
1.376542758634141990e+02,5.437949580571249442e+01,1.484873984944169376e-02,nan,nan
1.022240631746350488e+02,8.566724905615620855e+01,1.375208707452569568e-01,nan,nan
3.959422085990232176e+01,4.128274811159279523e+01,7.610177904500035895e-02,nan,nan
1.902633035954760885e+02,3.146921189841486211e+01,4.469244323872267888e-02,nan,nan
2.146660938169107453e+02,6.828361500879660184e+01,2.270700175933115794e-04,nan,nan
1.728603791241809802e+02,2.973263062720356587e+01,2.566965298046136601e-01,nan,nan
1.184956314127185806e+02,1.540349432589594336e+01,2.761010835193463131e-01,nan,nan
2.014505816981766486e+02,5.014562604700757475e+01,1.248446269543697779e-01,nan,nan
2.110961923685088237e+01,8.010350599990182729e+00,1.072820463525625406e-01,nan,nan
6.457034774621840256e+01,4.477532390074912882e+01,7.457785970501080997e-02,nan,nan
1.467080493929101408e+02,6.520952647901448529e+01,2.419522317702527126e-01,nan,nan
5.898827971545741633e+01,2.946441218331882439e+01,2.840510091431459605e-01,nan,nan
1.638292834659081052e+02,9.511623028399412760e+00,2.668723955136639292e-01,nan,nan
1.244740383405368789e+02,5.556364759983738821e+01,5.710774046502015144e-02,nan,nan
1.994246580789797463e+02,8.789622439185586700e+01,1.426798418844506533e-01,nan,nan
2.361861579373874349e+02,7.272164855457943133e+01,1.073337097163175047e-01,nan,nan
2.859552188906677372e+01,7.810914807482178901e+01,1.751463130862042916e-01,nan,nan
1.811874344839501134e+02,7.872526570534824941e+01,1.213183558420785763e-01,nan,nan
2.955871133357443981e+01,3.487485265392142963e+01,1.602803042806460465e-01,nan,nan
1.362058460966186146e+02,8.821138464049937511e+01,6.226310565834070054e-02,nan,nan
9.606454975557966236e+01,4.951394925545994852e+01,2.568200479692512861e-01,nan,nan
1.230240942079077513e+02,9.583499134049907298e+01,2.893634428768630529e-01,nan,nan
1.824165274571826387e+02,2.793119850197143350e+01,4.680349442034968666e-02,nan,nan
1.735999400024068606e+01,1.469148294265454702e+01,2.543257090108894669e-01,nan,nan
1.576211598688271067e+02,5.394911404652807363e+01,9.432248694885582430e-02,nan,nan
2.125992669264927031e+02,5.503447791797499633e+01,1.738649207547039166e-01,nan,nan
2.151153384660603365e+02,9.340804389863320978e+01,1.815936024427972084e-01,nan,nan
