u,s,m,N_e,q_eq,q_eq_noisy
2.888953986316206753e-03,2.535203094164623083e-01,3.824060020627785828e-01,2.518154827158727471e+02,1.785282875590101792e-01,1.773927064360201478e-01
2.731498462495099248e-03,3.965334072421536349e-01,4.678309477783705872e-01,1.347640201684185968e+02,1.629908161455874971e-01,1.617648755650855641e-01
7.558089956163334747e-03,2.045251073585507284e-01,8.370330775343104435e-03,5.783406149077814717e+01,2.542465762912734517e-01,2.573280362213196670e-01
6.484018268354735165e-04,1.060981764119472981e-01,3.562987271443575632e-01,7.282990830180776243e+01,1.724775163256451471e-01,1.731605094065314376e-01
7.815933331404272683e-03,2.302630177290753699e-01,4.104136611793553491e-01,8.271552055028300288e+01,2.347045291516853815e-01,2.369373252364479765e-01
1.158523683255846710e-03,3.648835804423902207e-01,4.136944271905136361e-01,5.122017591778696755e+01,1.482966477036448683e-01,1.495247813655736224e-01
1.069556876296926234e-03,3.589998528579497750e-01,2.145183912006392579e-01,2.241177868126084434e+02,1.412674271668402648e-01,1.446163855523880104e-01
3.888416058410741529e-03,4.933015965646770362e-01,3.337180425592194966e-01,8.066929075719949651e+02,1.646445162815796670e-01,1.641363170606117416e-01
1.724014231395033184e-03,3.287248310469690904e-01,2.700637732214439257e-02,8.028983752685492163e+02,1.522361271577581388e-01,1.517139349992112085e-01
7.471922518079578785e-04,8.662277286610932381e-02,1.094035120235721248e-01,1.447038256258682054e+02,1.767385778570803312e-01,1.765421401300739379e-01
2.660660346979597853e-03,2.442123249871233637e-01,2.375190428921176711e-01,8.960499707617627791e+02,1.756209795255659623e-01,1.805055841217979296e-01
6.896515035687870825e-03,4.339821600771280319e-01,1.848874633512541110e-01,1.718669817268837789e+02,1.921593167043497419e-01,1.912780225625859143e-01
5.134204319790154928e-04,4.429963294302869392e-01,1.423505478057573992e-02,2.903060549806294262e+02,1.242980001407995028e-01,1.243433242934498667e-01
1.669355632888346952e-03,4.699981316623399463e-01,1.943430088260139077e-01,8.440891323586516819e+02,1.436525473522846652e-01,1.463945601871588231e-01
8.551779588360631070e-04,1.103074345362551889e-01,3.403434962636719963e-02,3.636972531271423463e+02,1.662848820717027498e-01,1.681255834582788267e-01
4.177588490626246535e-03,3.583403255880611704e-01,2.505516265732553038e-01,3.135328214411474619e+02,1.786675343889550238e-01,1.776717438073748823e-01
5.284632924469098540e-03,3.155051260291322768e-01,1.871780829943195945e-01,3.873669801215490338e+02,1.938083228774963862e-01,1.972931380790575728e-01
7.641862695569029808e-04,1.739959096716610087e-01,4.627395733809803180e-01,6.884525448208951559e+01,1.590161839259174592e-01,1.599751372735493116e-01
6.276131995474213375e-03,1.257788133017896104e-01,3.189401267473431223e-01,1.167578316163568388e+02,2.654890111654469864e-01,2.683815562534896393e-01
1.274247276198697430e-03,1.159912526872147187e-01,1.702284894804886317e-01,2.410615021946509273e+02,1.799812046578140035e-01,1.811916309162509842e-01
4.726824069729140994e-03,2.784707562265532621e-01,3.379614523157010719e-01,2.611085586780508834e+02,1.942859372501901383e-01,1.958412228170950120e-01
7.354318621694566366e-04,4.124764133523621812e-01,2.377770741475206950e-01,5.070841826859835066e+01,1.361892289842836223e-01,1.347042013371651803e-01
2.064819135582460479e-03,4.491499333478408129e-01,1.765476343836305251e-01,5.347554623068858604e+01,1.538794213242520581e-01,1.567159576784327435e-01
3.496628325783473438e-03,4.523792297509492966e-01,4.020865313753774206e-02,6.938433074888721421e+02,1.635534649232402715e-01,1.621515277066075400e-01
2.202868173865486865e-03,4.555897552530325800e-01,3.030096168573113702e-01,9.846166073272624999e+02,1.512029038298146610e-01,1.513566566705588090e-01
3.942149761828338088e-03,1.519531601342666849e-01,4.859759914366391653e-01,1.241190650606896639e+02,2.186040577825101028e-01,2.207785368764851042e-01
5.100811703321442986e-03,4.083843397105788031e-01,3.018333516165155328e-01,1.656669386189410886e+02,1.819584623185786787e-01,1.812796572555654129e-01
8.069237580325986856e-03,4.991246193754291793e-01,2.531172776516871226e-02,3.797011333673635818e+02,1.926574595422868574e-01,1.928962564495705079e-01
3.494790858716206438e-03,2.066001873440912462e-01,1.062870992906763679e-01,1.457753475389124276e+02,1.981747470422993151e-01,1.981913299588145827e-01
8.470059309188377426e-04,2.675869211059012098e-01,1.684044528231714022e-01,8.783231915613623642e+02,1.412963481914463471e-01,1.416098242213894853e-01
4.992380476199767374e-03,1.601425892626767433e-01,4.169261298099874447e-01,2.665125278799482089e+02,2.252455924873257298e-01,2.264262347805973685e-01
1.779396711618221527e-03,2.319922216978397289e-01,4.932431458976358485e-01,1.426109802006876919e+02,1.675303855719233737e-01,1.645341636328911672e-01
4.053778538886109416e-03,3.330564562196172695e-01,2.349075018173459317e-01,1.035412182023077037e+02,1.829478864002319072e-01,1.818995791171106879e-01
3.941306198480232573e-03,8.931125018310277774e-02,3.029319617811516152e-01,3.406401612120974391e+02,2.513295907656750150e-01,2.554604938687541349e-01
7.134482873050993629e-03,4.549512803939630423e-01,9.966849740693606297e-02,2.394246720006498492e+02,1.914094435496298818e-01,1.875020995637887711e-01
2.921652618840398039e-03,2.733802831647153542e-01,2.722719448606386039e-01,2.170859244764358493e+02,1.764709344577965189e-01,1.751970983061614529e-01
9.943120856185086107e-04,5.615039650381425940e-02,2.948973850137281416e-01,6.562113240637179956e+01,2.319215382430895311e-01,2.335184585302959581e-01
1.688536854767625200e-03,1.492487771548445807e-01,1.865681071401772417e-01,7.610700092315348684e+02,1.776087431210549294e-01,1.739266960029573761e-01
3.209332482056120352e-03,4.610692860641607549e-01,4.411450653107679698e-01,4.124536645263608534e+02,1.615873033595864594e-01,1.598637574700618735e-01
2.764469654913501769e-03,4.270121982225399959e-01,4.602723509510014965e-02,2.639841618105707539e+02,1.587951015252287157e-01,1.571879839071994578e-01
8.930683393519841303e-04,4.725762846647345028e-01,2.431837553168805788e-01,8.302088430847423695e+01,1.348261131683062830e-01,1.379606889752678922e-01
5.902834891770571482e-03,2.792790189895877351e-01,4.171550695981348644e-01,1.257699265043285948e+02,2.057555458826750838e-01,2.040181443951746276e-01
2.837017052456728902e-03,3.706905644458702298e-01,9.350321885856638371e-02,1.170443302338988616e+02,1.657606338399937040e-01,1.670247426792025036e-01
2.814530118101323409e-03,1.436357380891195579e-01,1.207951859030992336e-02,1.211214895836311598e+02,2.096483719090189712e-01,2.083886256645606505e-01
9.242915318865957928e-04,2.071194400660688606e-01,3.075520405766815624e-01,9.748116260242061060e+01,1.547118076886429827e-01,1.547327103175829832e-01
2.180646300621042009e-03,3.252088595939824911e-01,4.200619523423126389e-01,3.454360828913683577e+02,1.609249009829927524e-01,1.586591184028746937e-01
1.118284102676185034e-03,4.626441201188467023e-01,2.472100616095299630e-01,8.483117032003495979e+02,1.365395686358098770e-01,1.335971547619578537e-01
1.365300807988142602e-03,1.924293537813646648e-01,3.922458539962881408e-01,5.653053140625687547e+02,1.624778960556090002e-01,1.615409607532159730e-01
1.392438924689663347e-03,8.996485078574592564e-02,8.143931861356290547e-02,2.568685609852493030e+02,1.955235504884848263e-01,1.927711987349658429e-01
3.069003638290784645e-03,1.765364625686751676e-01,1.529001627481644254e-01,5.947950127466403814e+01,2.077429887917256746e-01,2.073900926607023798e-01
1.527487083484444083e-03,9.091604783360943132e-02,6.105980289916462800e-02,9.003770965341274177e+02,1.952313229830848762e-01,1.954678780232531055e-01
7.409258114737363871e-03,3.616890301323875678e-01,3.787402392000741580e-01,2.497229876040398722e+02,2.021789644361743077e-01,2.029965233341625985e-01
4.739485147477281134e-03,7.750257072230114230e-02,2.050464861970806574e-01,3.865562888502399801e+02,2.805328163423362331e-01,2.835870498026785702e-01
9.435570749062120385e-03,2.950563788484556471e-01,2.029240458359832244e-02,1.755112969235401010e+02,2.333878671956032547e-01,2.362244792841030061e-01
3.124150823788721717e-03,2.619434267113786574e-01,2.817452360065358929e-01,1.001743071128204576e+02,1.832650577493779853e-01,1.810566890514559157e-01
1.814814522760258356e-03,3.996446581028374467e-01,2.151780308471010761e-01,2.701755194791757049e+02,1.500798666457729968e-01,1.485799330104443650e-01
1.622200284762752515e-03,1.822473257320024187e-01,3.102023057141617413e-01,1.046759384413289240e+02,1.746378911528120026e-01,1.780162840713154782e-01
5.584039053775211774e-04,2.433585948842318936e-01,4.333958454186514486e-01,8.183131939403948536e+02,1.372014523377645401e-01,1.370908433267945814e-01
4.122680901024187647e-03,3.487699494957580693e-01,3.449886387053341386e-02,4.411072938246890658e+02,1.792158617581328661e-01,1.784428129907296989e-01
1.287579434429269969e-03,4.214023822354243665e-01,4.437132076217119026e-01,7.760761455013727073e+01,1.452030245061664004e-01,1.473435011558262564e-01
5.351561890870904512e-04,1.598804315580416302e-01,2.232503747342701739e-01,1.608724644017787568e+02,1.465816455831970011e-01,1.453305813694201198e-01
7.696684487060812332e-03,4.830177640647264070e-01,3.805781128450306805e-01,5.483539751120388672e+01,1.945796550424229721e-01,1.964450871329332937e-01
1.015084258148146387e-03,2.614917195661324856e-01,1.510115922476872319e-01,2.826400914324685800e+02,1.465795852722523163e-01,1.459739412642202527e-01
6.615637271531441162e-04,3.826434737057880509e-01,2.807667948654274381e-01,3.497283082968277768e+02,1.318739817834385653e-01,1.344616237147394644e-01
4.564963444299142623e-03,2.742666321013303432e-01,4.049863360642189658e-01,5.851577761153477297e+01,1.996485523394779527e-01,1.993559570539860104e-01
5.042590159673175296e-03,1.931411947183934164e-01,3.368911165194577451e-01,4.178479891786706162e+02,2.150614779074284666e-01,2.166992323934993636e-01
5.041732982934882951e-03,3.043429019986725881e-01,3.197150248143542650e-01,5.748893220689072336e+01,1.992355424169155731e-01,2.013515966807687407e-01
3.164722809742924210e-03,3.317726149671911817e-01,1.722362587587720206e-01,1.131668471963690479e+02,1.736813901322280529e-01,1.769111861266751684e-01
5.408327953064891646e-04,4.841607291196888263e-01,2.329524279199784997e-01,7.056888101354653031e+01,1.277792284990055538e-01,1.261844031131821864e-01
2.479154542382952259e-03,2.693155207305070742e-01,3.335567935466860479e-01,4.695475183549979192e+02,1.702159421981066789e-01,1.694469074306372558e-01
8.889237218566468229e-03,4.304670881674882432e-01,4.352884467307157057e-01,3.030671790035574986e+02,2.015720157990742445e-01,1.987362727612282387e-01
1.955294249727697505e-03,4.955547976043751524e-01,5.485425698137846862e-02,2.619145274945488495e+02,1.457766252937285900e-01,1.423290087597733067e-01
1.215723613361577608e-03,4.059467496096411665e-01,1.792528633566657925e-01,6.195866824550850538e+01,1.441132122257351711e-01,1.431172416342593456e-01
2.655360410612034230e-03,1.975066240335621170e-01,9.354846704186625672e-02,4.071747972888622940e+02,1.851416181328076893e-01,1.854590587202499807e-01
3.323718289963438922e-03,2.253499218077041344e-01,4.609403077078629285e-01,5.434133055269231960e+01,1.968742286453076529e-01,1.993788637216494519e-01
1.219358765932344272e-03,4.457499194431363554e-01,4.307734658977763753e-01,6.738629350679347851e+01,1.433233778331436392e-01,1.424895256365533158e-01
5.094903711753877643e-03,6.119918404236467796e-02,9.348147746211554754e-02,6.513497037281136954e+02,3.149880726064179237e-01,3.188080540490288439e-01
6.220289155405966247e-03,2.544090897032603715e-01,3.340844429636753432e-01,1.873822760839391321e+02,2.128625650585844464e-01,2.132247499033219917e-01
5.376818440267436012e-04,4.626872998042078078e-01,8.371597014816856142e-02,2.770331437805163546e+02,1.249033084995639364e-01,1.266631910511975823e-01
6.755466306060842370e-04,6.793648549216742272e-02,9.976178007643204948e-02,7.970710991219185644e+02,1.741187207173721940e-01,1.736039908185554037e-01
2.239949442082964180e-03,3.340548744893572231e-01,1.265083053707924954e-01,1.104957888265710437e+02,1.622486092674159108e-01,1.597300876832602745e-01
5.965583896865401603e-04,2.691894587164627706e-01,3.179035256156566014e-01,7.198765500349475133e+01,1.407496869193657907e-01,1.439142253835151153e-01
8.990958819632552867e-04,2.439867643197515257e-01,6.378249631355581428e-03,6.692165498624016209e+02,1.437825069496497521e-01,1.431979264391583240e-01
6.826905486033542705e-03,3.860137894668785874e-01,4.079862938090683122e-01,6.659252977607209800e+01,1.990972681985704040e-01,2.013171098842279350e-01
9.956991384619298321e-03,4.132774395919541210e-01,1.795785298719193013e-01,8.730327121670213728e+02,2.112868741746530832e-01,2.105425061645241902e-01
6.237503813414577158e-03,3.497085755216655101e-01,4.814155130164776697e-02,1.250787868019150437e+02,1.996853823843267317e-01,2.008534639774198216e-01
8.184064411477438069e-04,8.656588283863089761e-02,4.270615540617034855e-01,2.071805278035834590e+02,1.771470967839972599e-01,1.768221683569846936e-01
5.557170917273915843e-03,4.264083446631691254e-01,3.042071045974786281e-01,1.927094053427933318e+02,1.832577135060120543e-01,1.825576524363592412e-01
2.858441945460422386e-03,4.252145566702463797e-01,4.968926523531030925e-02,5.292448672758021075e+02,1.593972565540637820e-01,1.590914686041319248e-01
9.846668842517359091e-03,2.748006110658778867e-01,6.379415768546009557e-02,4.905952249267440948e+02,2.385079474898944285e-01,2.398641078299575125e-01
1.165328535355870509e-03,4.253469688775585733e-01,4.045348574065680269e-01,5.122770341937267631e+02,1.400557402777656280e-01,1.376302427624062352e-01
7.434786373281008186e-03,1.383564251502643061e-01,4.117787503011223205e-01,1.579112424008013704e+02,2.640559502975777795e-01,2.620982516097773996e-01
5.247764091778728095e-04,2.487199294208927713e-01,3.844806949415515707e-01,5.320870836655550562e+01,1.429506849472018393e-01,1.449071316330475812e-01
9.722431887930392752e-04,2.723170171179591925e-01,4.996428955400206151e-02,6.119903561767196010e+01,1.492633843053553788e-01,1.477822211400277308e-01
7.508033475325109896e-03,2.211019996341946348e-01,9.502925690157193461e-02,5.756773332283422633e+02,2.342319422911046667e-01,2.345861000103240945e-01
2.303369023082970420e-03,3.725781845587208818e-01,4.961082308393138796e-02,6.215622739852914265e+02,1.569265043780797009e-01,1.542147062624614762e-01
9.335652667905035588e-04,4.864647576933242568e-01,1.497203718165366904e-01,1.777542917722831533e+02,1.329262117442679414e-01,1.324782194260041845e-01
4.070056636970922903e-03,1.163939205622872564e-01,3.117769669215648687e-01,6.899250331378170813e+02,2.324406138532694455e-01,2.346212885664064607e-01
1.297803670809383669e-03,2.675359194367649129e-01,1.073354027254421195e-01,7.805056418308488730e+01,1.556188860730098045e-01,1.557689787524162983e-01
2.920712864379879960e-03,3.264574696385202923e-01,3.746863031656605392e-02,5.638266595269656136e+02,1.687077970467790178e-01,1.691047137475016615e-01
1.736733376558887657e-03,7.829848523204678556e-02,3.851285168245127122e-01,6.565669267427537079e+02,2.071302095739572802e-01,2.063221823412792755e-01
6.362501230053011370e-04,4.276084241029613486e-01,2.516620512793061870e-01,2.488135187269938911e+02,1.296834427917321342e-01,1.298584093184867172e-01
6.055704581916727990e-04,1.005460090532791784e-01,4.180354223358415111e-01,2.543462727721003773e+02,1.615915024878467887e-01,1.580013761802848693e-01
7.715369852246563818e-03,1.069657988243094826e-01,3.881305137455867693e-01,4.872366031314506927e+02,2.837102943158028578e-01,2.804136393173004560e-01
6.745872866752979265e-03,1.020334105062639385e-01,3.792400802614392941e-03,6.669246134677609916e+01,3.173911286912861063e-01,3.181815803167623580e-01
1.972039218599288060e-03,1.434754460398385834e-01,4.588975077762911803e-01,9.936392263485251419e+01,1.925251977189579022e-01,1.889599947702927940e-01
