r,q,T,n_ext,phi,phi_noisy
4.358409631094541048e+00,8.216157717306838970e-01,9.301237811588873861e-01,7.215681792505757031e-02,2.529674580845928111e-02,3.985391696843054721e-02
1.872767785737643242e+00,9.032076257032937150e-01,1.667912133888670434e+00,1.278879411175875003e-01,2.077595856980018474e-01,1.681367876191803556e-01
4.463300984900960167e+00,2.701016110655701130e+00,1.193845397001907171e+00,1.312731641032138130e+00,1.379440728901922264e-01,1.330032703235962677e-01
9.170276684718381421e-01,2.344139852158569681e+00,1.060952723821751098e+00,1.485771824137697816e+00,1.866946125252574529e+00,1.808217988988292335e+00
3.637991806225711944e+00,2.197656243507297269e+00,1.864191146926962306e+00,9.132663535045808523e-01,1.790635355187523703e-01,1.788482352215838012e-01
3.010464777831845851e+00,1.630668385647012997e+00,1.647218006188335693e+00,1.079317812684682076e+00,1.882370897333605075e-01,1.768812785034601376e-01
2.920666395763865442e+00,2.425185595789742354e+00,1.903492843335111706e+00,6.619431605942980301e-01,2.873248927392411112e-01,2.750654869342216702e-01
4.551415316787312371e+00,1.358472818658615244e+00,5.251109923260293133e-01,9.717483575884444669e-02,1.839226416268718509e-02,4.920686346314941118e-02
6.164364264688897421e-01,8.116565356219294092e-01,1.568896181433072634e+00,2.510929945572135669e-01,9.540792267133707538e-01,9.609091575222336035e-01
4.605165184794265620e+00,1.501461209605974068e+00,1.731240983538065992e+00,3.360675827773618174e-01,6.389043990825916952e-02,8.621840075588509122e-02
1.546385235867652197e+00,2.249353224679945917e+00,1.741083281571540908e+00,1.609657184844892619e-02,6.977762814887200626e-01,7.100576181080077154e-01
1.418359783082918213e+00,2.216665849210832206e+00,1.143555173601917829e+00,1.001523904824649591e+00,8.394088045535249565e-01,8.728983884090023571e-01
3.486513829741040293e+00,2.962786647581538979e+00,1.501154127677658545e+00,1.856587839389375993e+00,2.863233777975822125e-01,2.812413855879030145e-01
2.183305574102053281e+00,2.048471283594272663e+00,5.810191319664331777e-01,1.853440087880783738e+00,3.795572222258378203e-01,3.743353006403686289e-01
8.436587232026382388e-01,7.034598492561628946e-01,8.282105360707163744e-01,7.094532949873879613e-01,5.218550238871545455e-01,5.198906466170906127e-01
2.878564898012699658e+00,1.578957361039574181e+00,1.212557128676353013e+00,1.926723026892742219e+00,2.059833060771675273e-01,2.548293520394871448e-01
4.404642857491004371e+00,2.633234222650711054e+00,1.054662390053762389e+00,8.243045088063352122e-01,1.199606507980930936e-01,1.111477093804549010e-01
2.424395199981935756e-01,2.683312941279372144e+00,5.427051643417272198e-01,1.174278982523952353e+00,2.407040717016517206e+01,2.407086041169167601e+01
2.131683780320937416e+00,2.833322953679666245e+00,1.083029026478041779e+00,1.886840900704977786e+00,6.103130608422053793e-01,6.377331891909469030e-01
1.059945718248556101e+00,8.350413029791954322e-01,6.021030488791015989e-01,1.324750420105828663e+00,4.569702994338090685e-01,4.753773132995699480e-01
3.601448969104092068e+00,2.213001808822562033e+00,1.251654879719765967e+00,1.225664295146785765e+00,1.762310114113763704e-01,1.662731055955749271e-01
3.978095171739087998e+00,1.975028477939623883e+00,1.061534248982958673e+00,1.366844110470277096e+00,1.263035344834270712e-01,1.611516864990389375e-01
8.796924647932591323e-01,1.188866164842561135e+00,1.888218720142941009e+00,2.135292894726947832e-01,8.716515142264290583e-01,8.812410477027474709e-01
4.253608238883433756e+00,9.209934072321643850e-01,1.456820380242029422e+00,5.661914294435379524e-01,4.772915968941317255e-02,7.665461056983949306e-02
1.698936851972338458e+00,8.666180704845262150e-01,1.010685468441465895e+00,1.050180021239250694e+00,2.386766231474516664e-01,2.507808857318215567e-01
3.799361505047777143e+00,1.769281979036406938e+00,1.513884356947103216e+00,1.103511995142059554e+00,1.299430349279327157e-01,1.454958905969813976e-01
8.182391651870406513e-01,2.513757851957567624e+00,1.213331222442562085e+00,9.392649877760561594e-03,2.006249681400169571e+00,1.991399404928985151e+00
2.472336277816069572e+00,2.717499629710226738e+00,1.029642903150891575e+00,4.486479968456125178e-02,3.799916684594125682e-01,4.083570320012194221e-01
3.316347398216556996e+00,2.735440165283051783e+00,6.206259594126132262e-01,1.755980112835275664e+00,2.377903165927592322e-01,2.237709444264320557e-01
2.576031936326857785e+00,2.753276418072403420e+00,1.409028850571934166e+00,1.989649979835084626e+00,4.593043143082988777e-01,4.608418427157403019e-01
3.508504004519275465e+00,1.066406445190370533e+00,1.957927974309917385e+00,6.070090505794245583e-01,8.954045696638167351e-02,1.112852479061315625e-01
3.921368912398298878e+00,2.491024109503215733e+00,1.405500054849546654e+00,7.997753231405106966e-01,1.606673042247410421e-01,1.538792535946083007e-01
4.656269271539131616e+00,2.995136774307940009e+00,5.759351832955061923e-01,1.353499753368940572e+00,1.037704008319045856e-01,1.061583699047411455e-01
3.315505184195972621e+00,1.370001040800506775e+00,8.188612978720291036e-01,7.143787348429413431e-01,1.103016130416705209e-01,1.104674422068232797e-01
1.044560809053297623e+00,1.708816228366117684e+00,1.005213358469514207e+00,1.913383011895797292e+00,1.121743346914474193e+00,1.124878107213905576e+00
3.886940993316912785e+00,1.111903273681537518e+00,1.750778389429962445e+00,1.117188115090149259e+00,8.096555814401969198e-02,9.277198107673617633e-02
2.233967971140273789e+00,1.511067898321331704e+00,1.979729437692907545e+00,6.997270809845184125e-01,2.868190224544508449e-01,2.568568030641286692e-01
3.553244802712645534e+00,2.072535867886762695e+00,1.204722505452037851e+00,4.859892039927449225e-01,1.505038884053068182e-01,1.400208155740945704e-01
3.508161103092211963e+00,7.183958343505709720e-01,1.408795885343454790e+00,1.281024800459165780e+00,6.204148078423733087e-02,1.033505118150285645e-01
4.458997868127527298e+00,2.749729335522016704e+00,7.990054922208081889e-01,1.045631382923544628e+00,1.152196458488673469e-01,7.614620599045621163e-02
3.028498315712336630e+00,1.741001573137307634e+00,1.316815834581915867e+00,9.802412906050801400e-01,1.882536045351410059e-01,1.755152430187903456e-01
1.301475777861866412e+00,5.341688694656347991e-01,1.384692155041184369e+00,1.815080615760984450e-01,2.101291930023783117e-01,2.260983958744424704e-01
2.149989315939900614e+00,1.051382095304692177e+00,1.059704321420531725e+00,1.817720741335888457e+00,2.161436827074114109e-01,1.793232115264358217e-01
3.178974049944404801e+00,2.783718255912004391e+00,1.823435195932303854e+00,1.408737946474112546e+00,3.138707198377925223e-01,2.966352609425467191e-01
2.939891287121673358e+00,2.594512212347444446e+00,6.380817052853005045e-01,1.110824299931717718e+00,2.704788542453331890e-01,2.544076780650404990e-01
1.129410167887115346e+00,2.847646025915191892e+00,1.229551265950641792e+00,3.385277071443599795e-01,1.454493734293908602e+00,1.485839492363524750e+00
4.155354640460235061e+00,1.773772327719931763e+00,1.751465208794404482e+00,6.158302331674929686e-01,1.032089517525956457e-01,8.583493687759116697e-02
2.981397302975539176e+00,2.281614246921501277e+00,7.805096565756991511e-01,5.678276099670156452e-01,2.238861870008804766e-01,2.365272753929684169e-01
2.968646620758217836e+00,1.020198544939552976e+00,5.362385557709297146e-01,5.906876862180134857e-01,9.266679892045663613e-02,8.006933647587341496e-02
1.184471579782106154e+00,1.372885778144826929e+00,1.422656121730044632e+00,4.457248437888976511e-01,6.494856564073816507e-01,6.496946826967816557e-01
2.559786545038095884e+00,2.028938108855458111e+00,1.760185857026937972e+00,1.290358713867962193e+00,3.260356623626426420e-01,3.033778365614621109e-01
1.489742980573470099e+00,2.792467333993592593e+00,1.241630184828590000e+00,1.890172337726746310e+00,1.116997184676657762e+00,1.087573045938137639e+00
1.809524801834330177e+00,1.291274187674248175e+00,1.676737561988864478e+00,1.619198738184105979e+00,3.780993088917461442e-01,3.687299558678157618e-01
1.841060952644352211e+00,7.220269488096995314e-01,7.443179558406887164e-01,1.092581955491352286e+00,1.703910975897067193e-01,1.428675800545168018e-01
3.107336131809457225e+00,1.202980347603750833e+00,9.587004882444932763e-01,1.159040364884609264e-01,1.030587160417907044e-01,9.952975473155781239e-02
1.989379345751363548e+00,7.273113768533857604e-01,6.831794086974938285e-01,1.929939261802808836e+00,1.587093814236655853e-01,1.610749318253479057e-01
4.519548876944870841e+00,2.231605722957708871e+00,1.636220717600222585e+00,1.073746985141246002e+00,1.163194846821925671e-01,1.244950736620753506e-01
3.803647567382043349e+00,6.527920595683396332e-01,1.115139458591241972e+00,1.365445442129761044e+00,4.623681268434410435e-02,7.677914728776769060e-02
4.906910095373237191e+00,1.861424326935864793e+00,5.608772137507949118e-01,8.383128335104139683e-01,4.135019728351363444e-02,6.971631816851125985e-02
3.135872004225396470e+00,1.677463481729881245e+00,1.345235708019607568e+00,4.639191161620774828e-01,1.602871780182729411e-01,1.382034910390522175e-01
2.265547119470215254e+00,2.442470322793541371e+00,1.145534092541303117e+00,1.126301458513528475e+00,4.376190025168011366e-01,4.226196661635147622e-01
2.085771626488698960e+00,1.234707365177791116e+00,1.430606917142485113e+00,4.932658891086436626e-01,2.435346672681629188e-01,2.773185964531976744e-01
3.770109263998365767e-01,1.574214416023510310e+00,1.800187536255954290e+00,1.866136143239045753e+00,4.349491023296720549e+00,4.348384933187021240e+00
3.580249999071440925e+00,2.159833052754211558e+00,6.034965916116001861e-01,1.453577915691705469e+00,1.531504254868618631e-01,1.454199378128301912e-01
1.715614041546296598e+00,2.563346567974579937e+00,1.831139622865135763e+00,2.935125721842621882e-01,7.027317817721994153e-01,7.241365482687980304e-01
3.088757609254176861e-01,1.110446841989120248e+00,1.169751124202810466e+00,7.801691155019487844e-01,3.701181764103838034e+00,3.688671121966069055e+00
4.580530564330617338e+00,2.905654244804035446e+00,1.641734338535091986e+00,6.162961944015243887e-02,1.098517720188702806e-01,1.285060929239734417e-01
1.334604144136667836e+00,1.674953997589624821e+00,9.530347767430616956e-01,1.156412631668310764e+00,6.855247590790263246e-01,6.794683189987055227e-01
6.486353662112250840e-01,2.348019298365489060e+00,1.342300384596282203e+00,1.298603084641654748e+00,3.150828753176252217e+00,3.176705172489261209e+00
3.743533242316990250e+00,1.745925733896279475e+00,1.714959008192656897e+00,1.049983114953791929e-01,1.134436675560563795e-01,1.105177147011368460e-01
3.902975043429408153e+00,1.295228859546630140e+00,1.510673349558373291e+00,1.417412842560017650e+00,9.446566741228563935e-02,1.108432122729946512e-01
3.902702652990826859e+00,1.913016122214847625e+00,1.459145074443062740e+00,9.317884760366745844e-02,1.067189227827226583e-01,1.278794654212544735e-01
3.156546154007203953e+00,2.065403416484395294e+00,1.016708776276316062e+00,5.453359469851857266e-01,1.880382703678959155e-01,2.203362303123671817e-01
3.257822414153377366e-01,2.912004050664938060e+00,1.198857283759935388e+00,2.300380885811093012e-01,1.095288263041530463e+01,1.093693437655707079e+01
2.765353043997865523e+00,1.718419559613928227e+00,1.500670380640058088e+00,1.495291497457734486e+00,2.392540284810889262e-01,2.315636808063946672e-01
4.811341460049876950e+00,2.613706045374934561e+00,1.805865340192147173e+00,1.202999015831182961e+00,1.257215806848681339e-01,9.736415030640802049e-02
2.385008938610008844e+00,2.975304431135417538e+00,6.645627709441354058e-01,1.105569565605163174e+00,4.607991252592655851e-01,4.263229599197127517e-01
1.623603818489582906e+00,2.477481942275784110e+00,1.037758590069997489e+00,1.431666761442698110e-01,7.056606186878877640e-01,6.957009127731295095e-01
2.875370034083630344e+00,1.319481244630900552e+00,7.806454011255987702e-01,1.400138179034012387e+00,1.507850198010667608e-01,1.539594256754897306e-01
3.235087727226153120e+00,1.474166232265023080e+00,1.882820923123588841e+00,5.558713286951166843e-02,1.318287188033143154e-01,1.568750695667322226e-01
1.628387668369129848e+00,2.698610663572980073e+00,1.792320397693329070e+00,1.992291727873385376e-01,7.928807647653262070e-01,7.845422427994229730e-01
3.919512004149763751e+00,5.622176891242481878e-01,7.804444323863466426e-01,1.713787106089914580e+00,3.606028870756347593e-02,7.426010313367256699e-02
4.239287910727174591e+00,1.635606053907002089e+00,1.502253328891026030e+00,8.820065755356383264e-01,9.214485762043227168e-02,9.576670606780782191e-02
3.164198862078185792e-01,2.792707221134487661e+00,7.511479104445056842e-01,1.143035485081890013e+00,1.365132858817417194e+01,1.366892741369050768e+01
6.821484330846221411e-01,5.996471416231523577e-01,7.992853402292960929e-01,1.848576992183848633e+00,6.620715981336703360e-01,6.569242991455024328e-01
2.602778895422902750e+00,2.078082636051984622e+00,8.795249161123774861e-01,5.293893660904152032e-01,2.704498616449274029e-01,2.452646458033710120e-01
4.829129057276592141e-01,1.717719215091459750e+00,1.453710576846969804e+00,2.433272451079686594e-01,3.032334883423009941e+00,3.063980268064503409e+00
1.140188023440998455e+00,1.577704246220841711e+00,5.191347488940667443e-01,1.731853488441225553e+00,8.186970843070023873e-01,8.128512792020882172e-01
4.388388177942148971e+00,2.366743274815991782e+00,1.723958881427204881e+00,1.913184317787917088e-01,1.081350097000047250e-01,1.303334265565800898e-01
4.993093956676642797e+00,2.518207997733078685e+00,1.038735589615757959e+00,1.909349540970980863e+00,1.061557661724079338e-01,9.871208607111910116e-02
4.243716096184959596e+00,2.165047641787030575e+00,6.444246539049433009e-01,6.121513833741800692e-01,7.853610569310601197e-02,9.021692162403691095e-02
9.895247370924382668e-01,7.031437935479494250e-01,1.781184662185110401e+00,9.490617938782504037e-01,4.677548007947874842e-01,4.645055165246617102e-01
4.058667375997811355e+00,2.591157470350939906e+00,1.412621313792435940e+00,9.007215958015393209e-01,1.583381394959741395e-01,1.513375287994459806e-01
2.993452108693941849e+00,2.584525314834702048e+00,6.490677957059309833e-01,1.575192968516957670e+00,2.718446360445109788e-01,2.687867565451923513e-01
4.975241765806066141e+00,1.748892283699321482e+00,6.913824730563802312e-01,1.524566406269933339e+00,5.817035340313660152e-02,7.173195680376742711e-02
1.555769055688442037e+00,2.585260938208658654e+00,1.713604572219704192e+00,1.553438253631542088e+00,9.754104873772593276e-01,9.511555122236653448e-01
4.525059968238712926e+00,9.908690286125794167e-01,1.735336250903366961e+00,7.677656130686174585e-01,4.923698702027427820e-02,2.966000014227035755e-02
2.774929374303278240e-01,1.603999607893848767e+00,1.653442084824654712e+00,4.152511836473538054e-02,6.082473770102262201e+00,6.102038236960719786e+00
1.265512362124388446e+00,1.735094539544217440e+00,6.498928686620062400e-01,1.349309001134664232e-01,7.262115297062401442e-01,7.113998980529637750e-01
4.540768283164827501e+00,1.450566664634414638e+00,7.850877707047158038e-01,1.631336908514165573e+00,6.606759711998828888e-02,6.960917431218247020e-02
2.647513812145104950e+00,2.292101025326227060e+00,6.488324692517941639e-01,1.682535600557361066e+00,3.045572862464728248e-01,2.774393050902905222e-01
1.200467686136245771e+00,2.924804209407357192e+00,9.491611154496100156e-01,8.467907624139745515e-01,1.412870558468234394e+00,1.408390635285596826e+00
3.559665931398203753e+00,8.688551142349292267e-01,1.435330900764694606e+00,1.752199261465094748e+00,7.821017758046409918e-02,1.000169247118342375e-01
1.728286955147170900e+00,1.708532885759805220e+00,8.220062081763264139e-01,2.973121957001034765e-01,4.410084980332735771e-01,4.425094248273385156e-01
3.027982856966729752e+00,2.035874831325112488e+00,6.124058909496981062e-01,1.617450183351972548e+00,2.081661373870926091e-01,2.121353043943189354e-01
2.195083211701924775e+00,6.572138068447043180e-01,1.655385550473538192e+00,1.719113320387428923e+00,1.415268346693527579e-01,1.334465623425727943e-01
